date,close,high,low,open,volume
2024-03-25,219.80494689941406,220.64311649775993,218.60617446540718,219.28840207535228,748400
2024-03-26,219.61004638671875,221.14994019841444,218.63543117967956,219.32739964866659,922000
2024-03-27,223.02117919921875,223.40127850031732,220.24352016480464,220.3897213553481,967600
2024-03-28,224.29791259765625,225.00937743786858,223.5669512919537,223.9470505760612,871100
2024-04-01,222.36819458007812,224.16148287392227,221.5397657600088,223.97630361733403,801300
2024-04-02,222.06605529785156,223.9470552925137,221.73467486332183,223.33304302392946,1115800
2024-04-03,223.24534606933594,223.5864673237607,221.1206921597902,221.7249487998542,856600
2024-04-04,222.6995391845703,226.8416531518982,222.25120971761174,225.04836502695494,1212000
2024-04-05,225.02890014648438,225.73062427151035,223.42079103497758,224.60982275396896,857000
2024-04-08,224.7364959716797,226.071728792841,224.31741861020143,225.02888348069402,1462600
2024-04-09,218.1578369140625,225.48694651245685,217.63155131194418,225.16532175004443,975700
2024-04-10,218.68414306640625,219.2396659457655,216.0526703731427,217.4756149766959,1086700
2024-04-11,214.80517578125,217.36841841647177,214.14244460930743,217.36841841647177,1155600
2024-04-12,215.48741149902344,217.115016983872,214.77593174566672,215.07806005696634,1100100
2024-04-15,215.44842529296875,218.95704582410727,214.9318804469188,218.14811345522125,1063600
2024-04-16,217.4561309814453,218.20658882293367,215.16579426524174,216.05268276360374,1412200
2024-04-17,201.33599853515625,204.49375696019035,197.45703442020252,200.84869096242272,5764800
2024-04-18,205.07850646972656,206.3942427963266,201.97923760645872,203.18775080632338,2048300
2024-04-19,208.63587951660156,210.02957209102212,205.38065350068655,206.34552788628753,1918300
2024-04-22,208.83079528808594,210.04906424269976,207.1641968147375,209.0159745486188,1471700
2024-04-23,208.8795166015625,210.46812911134336,207.70996657751147,209.19138570224882,1042900
2024-04-24,208.01210021972656,209.1426573405549,207.10571528641455,207.16418981482866,1129200
2024-04-25,208.55789184570312,208.69433736565847,205.5658163325765,207.10570998432763,1323200
2024-04-26,208.03160095214844,209.0646906325062,206.16034164729243,207.10571953323046,1706000
2024-04-29,207.4955596923828,209.3278409350646,206.6476492699042,208.0316009997043,1454600
2024-04-30,206.77435302734375,208.39221773949916,206.3650164504334,207.34937239456684,1385700
2024-05-01,207.73922729492188,209.7761843982025,206.77436774902642,206.77436774902642,1143900
2024-05-02,208.92825317382812,209.6104957028511,207.0277565307796,208.44094557963888,1001400
2024-05-03,208.42144775390625,208.91849610755386,205.8289679855439,207.67098995328632,1298400
2024-05-06,210.42916870117188,211.4719992186387,209.4642943118308,209.6982073105507,668600
2024-05-07,211.46226501464844,211.97880989041266,210.82877107160112,211.18937394335592,581800
2024-05-08,211.82284545898438,212.5635624638794,211.54021361915883,212.17370749513296,598800
2024-05-09,213.8500518798828,214.21065472222233,210.54610715561523,211.45250696746572,1021100
2024-05-10,212.9534149169922,214.9123860574732,212.68052385875941,214.4153376738594,820500
2024-05-13,211.0821533203125,213.91828700751782,211.0431603858683,213.1093546394431,767400
2024-05-14,212.06651306152344,212.45636805568316,210.76053229184507,211.6669172693025,751400
2024-05-15,208.90875244140625,212.46609160455543,208.19727271161946,211.10163641438905,1355100
2024-05-16,213.65513610839844,214.22041468456428,210.84823969473285,211.00418168914698,1398300
2024-05-17,214.1326904296875,214.71745056754412,212.81695409447917,214.71745056754412,1348900
2024-05-20,210.1270294189453,214.58101286046636,209.9710874279277,214.29838101426284,883800
2024-05-21,210.7605438232422,212.3491714095363,210.03932319817193,210.86775209357089,775600
2024-05-22,211.0431671142578,212.1737243060289,209.94186205997605,210.57535598614302,912800
2024-05-23,206.85231018066406,210.4291457439745,206.11159320125154,210.4291457439745,950100
2024-05-24,207.91464233398438,208.96722843296922,207.49555010527965,207.5930175644518,650000
2024-05-28,205.02976989746094,207.79768803069564,204.6886635418681,207.0472302540779,1097700
2024-05-29,204.73741149902344,205.45861719159365,203.12928758022437,205.45861719159365,1406600
2024-05-30,207.09597778320312,207.8756580030562,203.79203303222852,204.87385643943864,1269800
2024-05-31,210.22447204589844,210.40965129252422,206.24804069209742,206.71586664297715,2119600
2024-06-03,205.00054931640625,209.50328147107103,203.90898509537098,209.15241941838866,1561800
2024-06-04,204.31829833984375,205.4780926279389,202.60298120680073,204.09414104251007,1119300
2024-06-05,203.1195526123047,204.73741737530858,201.43345764861448,204.73741737530858,908300
2024-06-06,204.3865509033203,205.06877853821462,202.81741990733988,203.78227939403072,935800
2024-06-07,207.54429626464844,209.42531126491136,204.04543139393766,205.409886675387,1295200
2024-06-10,208.62168884277344,209.0330537597511,205.7029482727103,206.67258881089418,918700
2024-06-11,205.10548400878906,207.76957434411509,203.93994261894173,207.76957434411509,1136000
2024-06-12,202.99966430664062,205.95759091940994,202.38262442637946,204.8508138376985,1408900
2024-06-13,202.81358337402344,203.45021633222308,200.4922897052942,202.9996652783979,1402600
2024-06-14,201.61865234375,202.92130035144856,198.5627754010669,199.98296690915035,1783700
2024-06-17,203.85177612304688,203.9203294623907,201.03097135280274,201.7263834812107,1232000
2024-06-18,204.2239532470703,205.61476254784992,203.26410188782668,203.45998778530594,1066400
2024-06-20,207.61285400390625,208.9351100706114,204.29253771243438,205.14464965378733,1686200
2024-06-21,205.48745727539062,207.64223216734513,204.2239655122655,206.98600615155345,2352300
2024-06-24,206.7509307861328,208.29845485113614,204.71368448328553,205.44826784005147,1403900
2024-06-25,204.42965698242188,207.89688393226737,203.94972379776695,206.68238231865925,988300
2024-06-26,201.51092529296875,203.3620748780885,199.7087359788004,203.24453137044725,1093900
2024-06-27,202.69602966308594,203.15636975865576,199.96338617323258,200.88406636437222,970500
2024-06-28,199.16024780273438,201.03099044806092,196.0945965763783,196.55492175747582,2390800
2024-07-01,198.7978515625,201.6872098514069,197.5147816574189,200.77633363914762,1243900
2024-07-02,199.47366333007812,199.74790658466907,196.92710174300635,197.3972309015713,1752500
2024-07-03,199.50306701660156,199.95360314989026,197.75965687619623,198.93498737212346,523100
2024-07-05,197.720458984375,199.18962575333637,196.2806743551819,198.99373983983563,579900
2024-07-08,200.03195190429688,202.74501743333312,198.52361390601567,198.6999067475091,852300
2024-07-09,198.96434020996094,201.9614377639581,198.66071482895464,199.57159097197356,936200
