date,open,high,low,close,volume,vwap,macd_line,macd_signal_line,macd_histogram,evwma_short,evwma_long,evwma_oscillator,evwma_signal,evwma_histogram
2024-06-24,0.9800000190734864,1.159999966621399,0.959999978542328,1.0499999523162842,43377600,1.056666632493337,0.0,0.0,0.0,1.0499999523162842,1.0499999523162842,0.0,0.0,0.0
2024-06-25,1.0499999523162842,1.340000033378601,1.0,1.3200000524520874,17596400,1.10380278513924,0.021538469526502846,0.004307693905300569,0.017230775621202277,1.1673093291565224,1.0895918669998648,0.07771746215665765,0.01554349243133153,0.062173969725326114
2024-06-26,1.340000033378601,1.4900000095367432,1.2799999713897705,1.2799999713897705,13357200,1.1480440354625385,0.03497699651207942,0.01044155442665634,0.024535442085423076,1.2044755377105458,1.110786193099505,0.09368934461104073,0.031172662867273368,0.06251668174376736
2024-06-27,1.2899999618530271,1.3700000047683716,1.149999976158142,1.3600000143051147,16326100,1.1742085868005858,0.05148892852522713,0.0186510292463705,0.03283789927885663,1.2671695662866098,1.1446919411527128,0.12247762513389704,0.049433655320598104,0.07304396981329894
2024-06-28,1.368000030517578,1.409999966621399,1.2699999809265137,1.2699999809265137,20424000,1.2004016844348295,0.05665936913751746,0.026252697224599893,0.030406671912917564,1.2685969339064962,1.1660193695222136,0.10257756438428256,0.060062437133335006,0.042515127250947554
2024-07-01,1.3700000047683716,1.5399999618530271,1.3700000047683716,1.4600000381469729,14133900,1.2293280740012065,0.07522129305205483,0.03604641639009088,0.039174876661963946,1.3353937816848782,1.2006451476245092,0.13474863406036897,0.0749996765187418,0.059748957541627165
2024-07-02,1.5099999904632568,1.6200000047683716,1.399999976158142,1.5499999523162842,10556200,1.2521869241247303,0.09608636855356578,0.04805440682278586,0.04803196173077992,1.39133021769523,1.231377307535237,0.15995291015999302,0.09199032324699205,0.06796258691300097
2024-07-03,1.600000023841858,1.784999966621399,1.5609999895095823,1.7699999809265137,7525200,1.2759838404555548,0.1288885084105107,0.06422122714033082,0.06466728127017987,1.4616898646648115,1.265154335383604,0.19653552928120765,0.11289936445383518,0.08363616482737248
2024-07-05,1.7999999523162842,2.0299999713897705,1.7599999904632568,1.919999957084656,18580600,1.3479923103654783,0.16508518578784903,0.08439401886983447,0.08069116691801456,1.6719534820281736,1.3665495400384253,0.3054039419897483,0.15140027996101782,0.15400366202873048
2024-07-08,2.039999961853028,2.0799999237060547,1.840000033378601,1.940000057220459,13708000,1.395251503100448,0.1931585428802114,0.10614692367190987,0.08701161920830153,1.762678974688318,1.4320567041178531,0.3306222705704649,0.18724467808290723,0.14337759248755766
