"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"APP","Applovin Corp","Communication Services","Advertising Agencies","USA",220684.61,82.30,73.18%,7.33%,2.37,33.99%,98.75%,1.62,6913.03
"BTCS","BTCS Inc","Financial","Capital Markets","USA",144.73,4.43,12.08%,4.91%,0.87,-28.97%,-18.04%,1.00,2240.20
"AMAT","Applied Materials Inc","Technology","Semiconductor Equipment & Materials","USA",211373.14,30.58,82.38%,1.87%,1.77,69.81%,54.87%,1.80,8381.77
"NVMI","Nova Ltd","Technology","Semiconductor Equipment & Materials","Israel",9666.64,41.57,84.48%,4.24%,2.97,31.52%,83.72%,1.56,435.55
"IESC","IES Holdings Inc","Industrials","Engineering & Construction","USA",8279.36,27.76,98.07%,4.84%,6.02,21.71%,45.32%,1.00,155.41
"PRG","PROG Holdings Inc","Industrials","Rental & Leasing Services","USA",1180.32,7.57,100.64%,4.54%,4.14,-15.21%,-38.09%,1.71,420.25
"LRCX","Lam Research Corp","Technology","Semiconductor Equipment & Materials","USA",198691.39,34.86,84.91%,2.65%,2.86,61.85%,121.03%,1.71,11582.73
"GCT","GigaCloud Technology Inc","Technology","Software - Infrastructure","USA",1439.28,11.67,48.56%,11.89%,3.39,51.96%,56.74%,1.67,879.33
"ODD","ODDITY Tech Ltd","Consumer Defensive","Household & Personal Products","Israel",2477.92,24.12,77.36%,15.48%,6.98,-28.96%,-6.74%,1.55,788.03
"OSPN","OneSpan Inc","Technology","Software - Infrastructure","USA",469.25,8.36,97.85%,6.87%,5.29,-18.44%,-32.35%,1.80,483.73
"GSHD","Goosehead Insurance Inc","Financial","Insurance Brokers","USA",2799.03,66.82,108.92%,11.67%,8.03,-8.35%,-36.55%,2.15,339.43
"BLD","TopBuild Corp","Industrials","Engineering & Construction","USA",12550.55,22.70,107.02%,5.54%,4.75,7.07%,14.64%,1.59,325.37
"AYI","Acuity Inc","Industrials","Electrical Equipment & Parts","USA",11134.37,29.02,96.34%,1.98%,2.27,9.43%,13.60%,2.00,265.14
"ISRG","Intuitive Surgical Inc","Healthcare","Medical Instruments & Supplies","USA",201254.49,75.14,85.71%,2.12%,3.08,28.68%,5.42%,2.00,2421.63
"DFH","Dream Finders Homes Inc","Consumer Cyclical","Residential Construction","USA",1792.95,7.03,33.01%,15.23%,13.18,-30.49%,-42.02%,3.00,334.99
