"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"THS","Treehouse Foods Inc","Consumer Defensive","Packaged Foods","USA",1182.96,59.86,106.95%,4.42%,2.49,28.43%,-38.63%,2.75,886.99
"GNS","Genius Group Ltd","Consumer Defensive","Education & Training Services","Singapore",67.76,,3.84%,5.51%,2.07,-12.23%,60.16%,,2060.33
"PRMB","Primo Brands Corp","Consumer Defensive","Beverages - Non-Alcoholic","USA",5867.66,,72.04%,7.60%,3.39,-34.36%,-37.86%,1.47,5607.90
"WKEY","WISeKey International Holding Ltd ADR","Technology","Semiconductors","Switzerland",29.45,,10.92%,,0.35,168.81%,679.26%,1.00,721.36
"CELH","Celsius Holdings Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",11564.78,493.18,65.49%,9.11%,2.57,-18.07%,49.23%,1.64,6201.28
"DOLE","Dole plc","Consumer Defensive","Farm Products","Ireland",1349.41,56.88,53.81%,2.07%,1.54,1.94%,-15.80%,2.00,1041.02
"CXW","CoreCivic Inc","Industrials","Security & Protection Services","USA",1895.07,18.09,87.78%,2.66%,2.76,-12.46%,3.07%,1.00,978.90
"MTEK","Maris Tech Ltd","Technology","Electronic Components","Israel",11.33,,9.82%,0.52%,0.15,-43.20%,-20.66%,,147.62
"VG","Venture Global Inc","Energy","Oil & Gas Midstream","USA",20030.07,15.51,17.99%,8.30%,4.28,-32.27%,,2.06,8751.53
"SEED","Origin Agritech Ltd","Basic Materials","Agricultural Inputs","China",10.58,,1.99%,34.91%,0.56,48.49%,-44.94%,,1108.65
"JAKK","Jakks Pacific Inc","Consumer Cyclical","Leisure","USA",190.40,34.35,53.80%,5.86%,5.11,-1.49%,-43.63%,1.00,102.37
"COLA","Columbus Acquisition Corp","Financial","Shell Companies","Singapore",82.18,97.64,68.30%,0.01%,0.02,3.09%,,,17.55
