"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ICCC","Immucell Corp","Healthcare","Biotechnology","USA",42.61,18.19,13.84%,0.10%,0.35,-21.24%,30.47%,,16.73
"ABR","Arbor Realty Trust Inc","Real Estate","REIT - Mortgage","USA",1717.36,11.21,58.11%,24.49%,16.27,-22.76%,-39.73%,3.50,2826.22
"XYZG","Leverage Shares 2X Long XYZ Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.12,-42.74%,,,25.64
"SOUX","Defiance Daily Target 2X Long SOUN ETF","Financial","Exchange Traded Fund","USA",,,,,0.41,-29.50%,,,372.10
"KAI","Kadant, Inc","Industrials","Specialty Industrial Machinery","USA",2961.14,29.07,114.40%,11.93%,10.57,-23.04%,-35.85%,2.00,131.52
"MDXH","MDxHealth SA","Healthcare","Diagnostics & Research","Belgium",161.36,,36.54%,0.14%,0.24,6.19%,98.78%,1.00,220.25
"RBOT","Vicarious Surgical Inc","Healthcare","Medical Devices","USA",19.74,,9.53%,5.08%,2.37,-52.74%,-67.79%,2.33,77.01
"CCIF","Carlyle Credit Income Fund","Financial","Closed-End Fund - Debt","USA",102.40,16.13,37.78%,0.41%,0.45,-14.03%,-41.55%,,147.65
"KG","Kestrel Group Ltd","Financial","Insurance Brokers","Bermuda",110.40,,27.32%,1.38%,4.07,-47.01%,-55.71%,3.00,25.10
"AVXL","Anavex Life Sciences Corporation","Healthcare","Biotechnology","USA",304.07,,38.14%,32.12%,14.78,-62.93%,-52.45%,1.67,1803.64
"KRRO","Korro Bio Inc","Healthcare","Biotechnology","USA",59.24,,68.99%,21.16%,2.52,-69.39%,-86.77%,3.00,461.25
