"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"FRGE","Forge Global Holdings Inc","Financial","Capital Markets","USA",278.15,,24.88%,2.22%,1.99,21.58%,13.61%,1.80,103.01
"EHTH","eHealth Inc","Financial","Insurance Brokers","USA",176.62,,74.62%,2.62%,1.61,72.54%,17.24%,2.60,443.41
"SLSR","Solaris Resources Inc","Basic Materials","Other Precious Metals & Mining","Canada",1084.90,,30.42%,1.67%,25.14,38.96%,182.11%,1.29,59.34
"CDZI","Cadiz Inc","Utilities","Utilities - Regulated Water","USA",474.51,,40.48%,11.47%,7.92,90.31%,88.45%,1.00,749.61
"TSLR","GraniteShares 2x Long TSLA Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.58,95.98%,80.57%,,2358.27
"TSLL","Direxion Daily TSLA Bull 2X Shares","Financial","Exchange Traded Fund","USA",,,,,0.42,95.03%,74.38%,,138734.13
"BNR","Burning Rock Biotech Ltd ADR","Healthcare","Diagnostics & Research","China",111.19,,15.69%,0.42%,1.14,90.11%,303.94%,1.00,33.35
"MDXH","MDxHealth SA","Healthcare","Diagnostics & Research","Belgium",248.47,,34.01%,0.07%,0.16,106.58%,149.75%,1.00,165.13
"NUVB","Nuvation Bio Inc","Healthcare","Biotechnology","USA",1803.38,,53.64%,34.21%,12.17,117.99%,128.41%,1.00,6509.12
"COYA","Coya Therapeutics Inc","Healthcare","Biotechnology","USA",112.36,,26.81%,1.81%,2.06,14.41%,-32.23%,1.00,136.47
"VHC","Virnetx Holding Corp","Technology","Software - Infrastructure","USA",88.45,,10.40%,3.44%,2.58,27.45%,234.03%,1.00,47.24
"PYPD","Polypid Ltd","Healthcare","Biotechnology","Israel",58.50,,33.04%,1.03%,0.87,6.98%,5.93%,1.00,66.77
"TOON","Kartoon Studios Inc","Communication Services","Entertainment","USA",43.21,,13.07%,2.39%,3.58,18.98%,5.68%,1.00,329.67
"SLS","SELLAS Life Sciences Group Inc","Healthcare","Biotechnology","USA",245.78,,21.56%,20.49%,8.87,18.37%,78.64%,1.00,2829.29
