"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"TCMD","Tactile Systems Technology Inc","Healthcare","Medical Devices","USA",494.44,28.63,95.59%,9.06%,8.96,84.53%,52.86%,1.80,216.94
"KFRC","Kforce Inc","Industrials","Staffing & Employment Services","USA",587.36,14.11,91.78%,4.59%,3.04,-2.83%,-45.35%,2.50,264.02
"PAY","Paymentus Holdings Inc","Technology","Software - Infrastructure","USA",4522.04,77.90,30.31%,4.60%,2.12,5.71%,46.69%,2.00,851.73
"CSTL","Castle Biosciences Inc","Healthcare","Diagnostics & Research","USA",917.54,,94.69%,5.71%,3.47,60.07%,-8.77%,1.12,462.90
"BDSX","Biodesix Inc","Healthcare","Diagnostics & Research","USA",60.80,,18.29%,2.55%,0.45,-2.56%,-77.65%,1.40,217.54
"UPWK","Upwork Inc","Communication Services","Internet Content & Information","USA",2347.14,10.14,88.86%,9.38%,3.73,48.12%,30.53%,1.73,3092.34
"CMPS","Compass Pathways Plc ADR","Healthcare","Medical Care Facilities","United Kingdom",620.50,,51.19%,6.19%,3.40,52.06%,39.29%,1.20,1609.15
"FWRG","First Watch Restaurant Group Inc","Consumer Cyclical","Restaurants","USA",1074.02,269.11,91.48%,10.63%,4.66,-6.53%,3.56%,1.27,1228.53
"EVER","EverQuote Inc","Communication Services","Internet Content & Information","USA",886.53,16.97,74.64%,5.86%,3.29,-2.96%,35.04%,1.62,498.04
"HOUS","Anywhere Real Estate Inc","Real Estate","Real Estate Services","USA",1230.02,,93.87%,6.76%,2.50,113.20%,184.46%,3.00,2800.22
"NIXX","Nixxy Inc","Industrials","Staffing & Employment Services","USA",30.62,,2.96%,2.00%,1.35,-16.00%,-49.31%,1.00,271.03
"AUDC","Audiocodes","Technology","Communication Equipment","Israel",264.39,20.65,35.74%,1.85%,3.87,-6.43%,1.19%,2.00,94.75
"PHG","Koninklijke Philips N.V. ADR","Healthcare","Medical Devices","Netherlands",26634.97,,5.14%,0.23%,2.99,6.95%,6.95%,2.22,746.48
"NTHI","NeOnc Technologies Holdings Inc","Healthcare","Biotechnology","USA",200.98,,3.10%,3.25%,1.79,111.92%,,,76.83
"YUMC","Yum China Holdings Inc","Consumer Cyclical","Restaurants","China",16525.94,18.52,81.38%,1.75%,3.61,0.04%,1.61%,1.36,1724.14
"CRD-B","Crawford & Co","Financial","Insurance Brokers","USA",531.48,15.48,10.20%,0.07%,1.02,10.14%,-11.94%,1.00,4.19
"GENI","Genius Sports Limited","Communication Services","Internet Content & Information","United Kingdom",2845.59,,93.74%,10.13%,4.17,-3.60%,64.23%,1.11,5288.85
"SUN","Sunoco LP","Energy","Oil & Gas Refining & Marketing","USA",8016.47,25.74,46.37%,4.89%,11.10,-0.93%,3.13%,1.14,467.43
"REVG","REV Group Inc","Industrials","Farm & Heavy Construction Machinery","USA",2590.63,25.14,102.05%,6.26%,3.41,6.67%,100.30%,2.25,880.32
"NSSC","NAPCO Security Technologies Inc","Industrials","Security & Protection Services","USA",1474.72,33.67,90.14%,7.41%,6.74,39.74%,7.46%,1.00,374.50
"FTS","Fortis Inc","Utilities","Utilities - Regulated Electric","Canada",25431.80,20.74,55.05%,1.62%,13.70,0.12%,16.82%,3.00,594.62
"ROIV","Roivant Sciences Ltd","Healthcare","Biotechnology","United Kingdom",13568.86,,64.09%,6.08%,3.34,70.56%,72.03%,1.17,7559.04
"DXCM","Dexcom Inc","Healthcare","Medical Devices","USA",23861.19,34.05,94.14%,3.02%,2.09,-19.92%,-13.20%,1.44,5557.82
"CPSH","CPS Technologies Corporation","Technology","Electronic Components","USA",63.29,,26.19%,0.48%,0.17,28.94%,121.38%,,391.74
"HRL","Hormel Foods Corp","Consumer Defensive","Packaged Foods","USA",11868.97,15.73,43.88%,5.15%,3.35,-23.64%,-29.36%,2.62,4468.00
"BRSL","Brightstar Lottery PLC","Consumer Cyclical","Gambling","United Kingdom",3150.17,17.57,55.83%,4.76%,3.15,7.08%,-1.94%,2.00,1606.89
"SLP","Simulations Plus Inc","Healthcare","Health Information Services","USA",342.16,,77.26%,6.87%,2.27,30.37%,-37.55%,1.86,494.20
"HAE","Haemonetics Corp","Healthcare","Medical Devices","USA",2427.17,15.38,113.06%,7.02%,3.31,-33.51%,-29.20%,1.64,1008.27
"CIB","Grupo Cibest S.A. ADR","Financial","Banks - Regional","Colombia",6530.59,16.43,21.26%,1.25%,4.42,27.89%,81.95%,3.20,317.12
