"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"RLMD","Relmada Therapeutics Inc","Healthcare","Biotechnology","USA",88.28,,24.88%,2.69%,1.00,322.22%,-17.90%,3.00,710.43
"CLNN","Clene Inc","Consumer Defensive","Packaged Foods","USA",80.66,,5.93%,5.15%,4.02,105.38%,74.51%,1.00,85.00
"QBTS","D-Wave Quantum Inc","Technology","Computer Hardware","USA",9990.36,,45.83%,19.17%,1.37,73.97%,2871.82%,1.00,45653.25
"SOUN","SoundHound AI Inc","Technology","Software - Application","USA",7273.12,,43.19%,32.43%,1.98,60.87%,282.83%,1.60,59861.64
"BKSY","BlackSky Technology Inc","Industrials","Specialty Business Services","USA",863.56,,49.18%,23.71%,3.26,13.36%,413.71%,1.29,1975.89
"MVST","Microvast Holdings Inc","Consumer Cyclical","Auto Parts","USA",1454.33,,23.49%,22.95%,5.10,24.17%,1691.58%,1.00,6662.22
"SPWR","Complete Solaria Inc","Technology","Solar","USA",162.06,,19.68%,21.68%,13.21,-4.88%,-30.60%,1.00,862.81
"SLND","Southland Holdings Inc","Industrials","Engineering & Construction","USA",244.59,,10.88%,2.87%,2.02,0.67%,22.16%,1.67,67.12
"APLD","Applied Digital Corporation","Technology","Information Technology Services","USA",6922.43,,52.50%,32.99%,2.25,153.30%,220.85%,1.00,30460.92
"ENVX","Enovix Corporation","Industrials","Electrical Equipment & Parts","USA",2290.39,,46.24%,32.44%,6.24,2.28%,24.73%,1.36,8720.54
"TCRX","Tscan Therapeutics Inc","Healthcare","Biotechnology","USA",123.71,,60.01%,3.71%,5.55,44.37%,-56.22%,1.12,310.52
"HIMY","Defiance Leveraged Long + Income HIMS ETF","Financial","Exchange Traded Fund","USA",,,,,0.08,,,,12.22
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",4255.61,17.25,61.85%,20.48%,2.24,23.59%,49.46%,1.38,24819.99
"ANNX","Annexon Inc","Healthcare","Biotechnology","USA",341.75,,85.61%,10.00%,5.31,7.61%,-47.47%,1.00,1803.48
"AEC","Anfield Energy Inc","Energy","Uranium","Canada",157.13,,15.96%,,,46.62%,124.99%,,49.09
"RPID","Rapid Micro Biosystems Inc","Healthcare","Medical Devices","USA",156.06,,9.69%,1.73%,4.40,-2.75%,296.63%,1.00,87.43
"USAS","Americas Gold and Silver Corp","Basic Materials","Other Industrial Metals & Mining","Canada",1039.17,,41.60%,1.02%,1.55,75.11%,405.88%,1.75,1331.64
