"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CRNC","Cerence Inc","Technology","Software - Application","USA",475.21,,70.76%,17.65%,4.06,-0.63%,274.40%,3.00,1765.92
"AIIO","Robo.ai Inc","Consumer Cyclical","Auto Manufacturers","United Arab Emirates",240.51,,1.69%,3.57%,0.91,-35.82%,-40.63%,,8716.68
"NFE","New Fortress Energy Inc","Energy","Oil & Gas Midstream","USA",386.90,,60.15%,32.12%,3.24,-48.50%,-84.72%,2.75,18727.92
"FOSL","Fossil Group Inc","Consumer Cyclical","Footwear & Accessories","USA",128.13,,51.95%,9.72%,5.33,-19.69%,80.38%,1.00,911.70
"NNOX","Nano X Imaging Ltd","Healthcare","Medical Devices","Israel",222.53,,19.86%,11.47%,5.77,-14.04%,-38.56%,1.00,1262.30
"MUD","Direxion Daily MU Bear 1X Shares","Financial","Exchange Traded Fund","USA",,,,,0.04,-47.85%,-67.21%,,991.17
"SOXS","Direxion Daily Semiconductor Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,,,0.20,-36.58%,-82.08%,,232584.92
"SG","Sweetgreen Inc","Consumer Cyclical","Restaurants","USA",746.94,,80.70%,24.39%,4.02,-32.44%,-81.35%,2.43,6240.24
"AMDD","Direxion Daily AMD Bear 1X Shares","Financial","Exchange Traded Fund","USA",,,,,0.07,-31.60%,,,4732.07
"BRBR","Bellring Brands Inc","Consumer Defensive","Packaged Foods","USA",3609.91,17.97,100.72%,5.79%,2.14,-24.42%,-58.90%,1.53,3365.44
"BEKE","KE Holdings Inc ADR","Real Estate","Real Estate Services","China",19100.97,41.60,18.11%,2.01%,4.01,-7.39%,-16.50%,1.26,5543.48
