"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"SPRY","ARS Pharmaceuticals Inc","Healthcare","Biotechnology","USA",793.75,,64.44%,33.08%,7.54,-42.19%,-40.74%,1.00,2621.06
"ENVX","Enovix Corporation","Industrials","Electrical Equipment & Parts","USA",1635.89,,50.59%,30.03%,6.77,-27.74%,-15.87%,1.40,8218.33
"NUVB","Nuvation Bio Inc","Healthcare","Biotechnology","USA",2547.81,,53.85%,28.29%,7.73,148.66%,187.21%,1.00,8756.71
"RCAT","Red Cat Holdings Inc","Industrials","Aerospace & Defense","USA",863.05,,41.27%,22.49%,1.98,-23.00%,13.50%,1.00,11873.48
"DFDV","DeFi Development Corp","Technology","Software - Infrastructure","USA",218.55,2.78,20.28%,43.12%,2.54,-56.50%,1135.29%,1.00,2150.81
"MPW","Medical Properties Trust Inc","Real Estate","REIT - Healthcare Facilities","USA",3199.98,,56.17%,31.13%,18.28,23.15%,24.88%,3.30,8450.27
"SVRA","Savara Inc","Healthcare","Biotechnology","USA",1060.07,,37.14%,20.70%,11.02,57.40%,66.45%,1.00,1615.04
"ALT","Altimmune Inc","Healthcare","Biotechnology","USA",532.15,,40.02%,21.04%,7.65,48.26%,-36.65%,1.67,2845.69
"SOC","Sable Offshore Corp","Energy","Oil & Gas Drilling","USA",691.47,,48.48%,22.09%,3.90,-83.20%,-78.42%,1.00,6365.48
"ABEO","Abeona Therapeutics Inc","Healthcare","Biotechnology","USA",248.74,3.94,62.41%,21.04%,6.76,-35.44%,-20.17%,1.00,1530.64
"UAA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",1825.93,,39.63%,27.46%,4.79,-11.82%,-51.75%,2.93,10799.70
"RXRX","Recursion Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2257.07,,48.86%,30.99%,3.06,-10.35%,-28.31%,2.43,42008.77
"UA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",1823.90,,23.45%,24.32%,5.44,-14.46%,-49.52%,2.93,5179.61
"CTMX","CytomX Therapeutics Inc","Healthcare","Biotechnology","USA",672.66,9.49,65.28%,22.47%,7.96,95.57%,356.27%,1.38,3610.06
"SNBR","Sleep Number Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",89.34,,87.12%,46.29%,12.39,-63.84%,-66.41%,3.00,617.69
"DBI","Designer Brands Inc","Consumer Cyclical","Footwear & Accessories","USA",181.33,,71.74%,23.18%,9.34,1.95%,-21.46%,3.00,854.03
"TTEC","TTEC Holdings Inc","Technology","Information Technology Services","USA",150.51,,31.45%,20.80%,13.40,-16.67%,-30.80%,2.50,311.06
"ABSI","Absci Corp","Healthcare","Biotechnology","USA",445.10,,65.07%,22.40%,5.75,16.08%,10.45%,1.00,5290.13
"UPXI","Upexi Inc","Communication Services","Internet Content & Information","USA",168.37,,25.84%,20.55%,2.01,-67.15%,-36.14%,1.00,5390.16
"IOVA","Iovance Biotherapeutics Inc","Healthcare","Biotechnology","USA",992.42,,47.09%,28.65%,6.95,2.04%,-69.29%,2.08,13735.81
"CRDF","Cardiff Oncology Inc","Healthcare","Biotechnology","USA",140.11,,31.32%,23.26%,16.13,-5.88%,-17.79%,1.25,883.61
"PROP","Prairie Operating Co","Energy","Oil & Gas E&P","USA",105.57,,14.62%,21.26%,3.86,-33.71%,-77.59%,1.75,1714.03
"SPWR","SunPower Inc","Technology","Solar","USA",140.46,,22.28%,22.86%,6.10,6.29%,-15.92%,1.00,2111.93
"SLS","SELLAS Life Sciences Group Inc","Healthcare","Biotechnology","USA",220.79,,23.23%,20.39%,8.47,-14.84%,25.00%,1.00,3421.55
"HUMA","Humacyte Inc","Healthcare","Biotechnology","USA",239.71,,24.70%,20.40%,6.31,-12.93%,-70.98%,1.43,5109.49
"CHRS","Coherus Oncology Inc","Healthcare","Biotechnology","USA",154.71,,41.98%,29.45%,23.55,13.27%,16.36%,1.60,1278.00
"ATYR","Atyr Pharma Inc","Healthcare","Biotechnology","USA",76.19,,63.42%,32.51%,2.86,-84.87%,-73.99%,2.40,10875.20
