"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"BLMZ","Harrison Global Holdings Inc","Communication Services","Entertainment","Japan",3.96,,0.86%,7.51%,0.07,42.44%,-68.03%,,6373.45
"PHGE","BiomX Inc","Healthcare","Biotechnology","Israel",15.89,,24.44%,1.21%,0.04,46.74%,-32.77%,1.00,4075.81
"IPSC","Century Therapeutics Inc","Healthcare","Biotechnology","USA",52.73,,23.58%,0.88%,0.46,7.20%,-58.19%,1.00,752.32
"PED","PEDEVCO Corp","Energy","Oil & Gas E&P","USA",60.21,4.56,2.45%,0.14%,0.24,-1.71%,-29.24%,1.00,146.45
"TOON","Kartoon Studios Inc","Communication Services","Entertainment","USA",43.21,,13.07%,2.39%,3.58,18.98%,5.68%,1.00,329.67
"EDTK","Skillful Craftsman Education Technology Ltd","Consumer Defensive","Education & Training Services","China",17.04,,3.68%,0.01%,0.08,12.58%,11.41%,,8.73
"BFRI","Biofrontera Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",11.42,,19.49%,0.77%,0.38,1.90%,10.31%,1.00,175.89
"CTM","Castellum Inc","Technology","Information Technology Services","USA",100.86,,35.39%,4.76%,1.29,-8.87%,583.80%,1.00,2398.98
"ENLV","Enlivex Therapeutics Ltd","Healthcare","Biotechnology","Israel",26.37,,12.56%,0.76%,0.31,-28.25%,-27.30%,1.00,554.16
"BGI","Birks Group Inc","Consumer Cyclical","Luxury Goods","Canada",23.94,,1.51%,8.43%,0.19,58.96%,-44.47%,,1139.78
"ONCY","Oncolytics Biotech, Inc","Healthcare","Biotechnology","Canada",127.57,,9.57%,3.27%,3.21,21.15%,0.80%,1.33,1000.14
"TLPH","Talphera Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",57.67,,18.78%,3.16%,0.42,204.82%,31.91%,1.00,2456.95
"RDZN","Roadzen Inc","Technology","Software - Application","USA",107.95,,5.30%,1.53%,1.77,10.94%,58.20%,1.00,389.36
"HKPD","Hong Kong Pharma Digital Technology Holdings Ltd","Healthcare","Pharmaceutical Retailers","USA",,,,,0.03,28.61%,,,2916.72
"NAUT","Nautilus Biotechnology Inc","Healthcare","Biotechnology","USA",185.67,,27.39%,0.30%,0.48,93.42%,-45.96%,1.00,377.69
"HLP","Hongli Group Inc","Basic Materials","Steel","China",107.95,106.52,0.30%,0.01%,0.02,132.63%,23.53%,,204.26
"NTIP","Network-1 Technologies Inc","Industrials","Specialty Business Services","USA",35.55,,20.76%,0.12%,0.45,9.83%,15.53%,,36.87
"LRE","Lead Real Estate Co Ltd ADR","Real Estate","Real Estate - Development","Japan",23.46,,0.14%,,0.07,-4.97%,4.24%,,877.40
"MIRA","Mira Pharmaceuticals Inc","Healthcare","Drug Manufacturers - General","USA",32.98,,5.40%,2.49%,0.09,3.56%,53.04%,1.00,3092.57
"SID","Companhia Siderurgica Nacional ADR","Basic Materials","Steel","Brazil",2301.43,,2.37%,0.60%,3.07,21.36%,-16.56%,3.58,2586.07
"JUNS","Jupiter Neurosciences Inc","Healthcare","Biotechnology","USA",60.59,,0.19%,0.92%,0.90,22.48%,,1.00,154.53
