"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"JSPR","Jasper Therapeutics Inc","Healthcare","Biotechnology","USA",53.05,,44.55%,6.56%,4.66,-30.40%,-91.07%,1.50,332.24
"MNOV","Medicinova Inc","Healthcare","Biotechnology","USA",73.08,,19.51%,0.26%,0.13,8.76%,-10.24%,1.00,905.55
"GROV","Grove Collaborative Holdings Inc","Consumer Defensive","Household & Personal Products","USA",53.59,,15.55%,6.10%,21.21,1.28%,2.07%,1.00,79.04
"MYGN","Myriad Genetics, Inc","Healthcare","Diagnostics & Research","USA",623.81,,98.16%,8.78%,4.76,9.91%,-62.73%,3.15,1629.45
"UNIT","Uniti Group Inc","Real Estate","REIT - Specialty","USA",1483.43,1.22,70.25%,3.86%,2.98,-11.29%,-28.99%,2.78,3055.40
"TZUP","Thumzup Media Corp","Communication Services","Advertising Agencies","USA",67.15,,1.41%,9.74%,1.57,-73.58%,-30.83%,,633.88
"THCH","TH International Ltd","Consumer Cyclical","Restaurants","China",90.12,,1.37%,0.08%,0.54,6.05%,-21.65%,,15.17
"PDSB","PDS Biotechnology Corporation","Healthcare","Biotechnology","USA",43.13,,16.34%,2.97%,2.17,-18.11%,-71.34%,1.00,620.30
"VTGN","Vistagen Therapeutics Inc","Healthcare","Biotechnology","USA",128.55,,55.59%,4.83%,2.36,53.48%,34.73%,1.00,568.30
"SPIR","Spire Global Inc","Industrials","Specialty Business Services","USA",294.56,15.92,39.45%,10.21%,4.60,-5.64%,-15.51%,1.00,528.70
"LZM","Lifezone Metals Ltd","Basic Materials","Other Industrial Metals & Mining","United Kingdom",333.84,,19.14%,7.93%,14.04,4.73%,-34.83%,1.00,158.89
"ACDC","ProFrac Holding Corp","Energy","Oil & Gas Equipment & Services","USA",947.57,,7.70%,26.09%,1.39,-14.40%,-12.10%,3.60,1814.85
"PACK","Ranpak Holdings Corp","Consumer Cyclical","Packaging & Containers","USA",454.78,,76.92%,4.50%,4.01,35.43%,-11.78%,1.67,811.08
"CVGI","Commercial Vehicle Group Inc","Consumer Cyclical","Auto Parts","USA",57.33,,37.67%,0.94%,2.05,-11.93%,-48.50%,1.00,127.21
"NSPR","InspireMD Inc","Healthcare","Medical Devices","USA",90.05,,37.18%,0.58%,1.23,-9.70%,-12.98%,1.00,93.34
"GGR","Gogoro Inc","Consumer Cyclical","Auto Manufacturers","Taiwan",55.77,,1.31%,0.89%,3.99,-46.08%,-57.51%,3.00,22.38
"FORR","Forrester Research Inc","Industrials","Consulting Services","USA",146.73,,45.23%,2.24%,2.54,-24.32%,-47.30%,3.00,99.36
"TDOC","Teladoc Health Inc","Healthcare","Health Information Services","USA",1435.76,,73.09%,14.21%,3.38,16.40%,-12.16%,2.62,7379.50
"PAL","Proficient Auto Logistics Inc","Industrials","Integrated Freight & Logistics","USA",199.39,,74.72%,8.85%,10.15,17.82%,-13.87%,1.75,187.88
"CHRS","Coherus Oncology Inc","Healthcare","Biotechnology","USA",182.47,,46.57%,28.50%,24.47,77.62%,117.15%,1.60,1232.91
"SVV","Savers Value Village Inc","Consumer Cyclical","Specialty Retail","USA",1330.37,,35.01%,21.89%,5.61,-24.71%,-17.16%,1.70,1578.18
"HFFG","HF Foods Group Inc","Consumer Defensive","Food Distribution","USA",120.68,,20.84%,1.10%,4.48,-19.89%,-33.87%,1.00,92.03
"GCI","Gannett Co Inc","Communication Services","Publishing","USA",756.87,9.95,77.39%,13.39%,8.82,27.67%,9.94%,2.20,1825.69
