"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"TLRY","Tilray Brands Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",2263.42,,9.37%,14.06%,2.15,251.42%,23.64%,2.60,71873.18
"NMG","Nouveau Monde Graphite Inc","Basic Materials","Other Industrial Metals & Mining","Canada",618.18,,1.92%,0.44%,0.93,120.65%,160.26%,1.50,172.30
"UAMY","United States Antimony Corp","Basic Materials","Other Industrial Metals & Mining","USA",1359.15,,25.29%,16.62%,2.20,288.17%,1253.80%,1.00,7808.86
"ABVE","Above Food Ingredients Inc","Consumer Defensive","Packaged Foods","Canada",258.00,,0.57%,3.61%,0.09,38.84%,833.30%,,18394.46
"PXLW","Pixelworks Inc","Technology","Semiconductors","USA",82.69,,15.48%,3.26%,1.09,123.02%,90.93%,1.00,146.28
"XTNT","Xtant Medical Holdings Inc","Healthcare","Medical Devices","USA",95.13,,67.52%,0.06%,0.72,11.45%,12.31%,1.00,86.97
"SLI","Standard Lithium Ltd","Basic Materials","Other Industrial Metals & Mining","Canada",981.43,9.28,6.82%,4.77%,3.08,68.77%,155.85%,1.25,2733.31
"THM","International Tower Hill Mines Ltd","Basic Materials","Gold","Canada",469.81,,62.14%,0.10%,0.33,107.34%,317.44%,1.00,533.80
"BLBX","Blackboxstocks Inc","Technology","Software - Application","USA",35.55,,4.71%,1.42%,0.41,10.09%,260.77%,1.00,65.07
"OMEX","Odyssey Marine Exploration, Inc","Basic Materials","Other Industrial Metals & Mining","USA",142.35,,20.70%,12.22%,1.57,146.09%,345.53%,1.00,2805.76
"CGC","Canopy Growth Corporation","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",505.42,,6.92%,6.98%,0.98,43.36%,-61.43%,3.33,21970.36
"BITF","Bitfarms Ltd","Financial","Capital Markets","Canada",2326.28,,19.20%,11.26%,1.11,293.43%,122.74%,1.00,53200.07
"DPRO","Draganfly Inc","Industrials","Aerospace & Defense","Canada",63.80,,32.31%,36.40%,0.36,197.47%,262.65%,1.00,5443.37
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",5441.77,22.05,61.86%,20.48%,2.16,53.04%,102.09%,1.38,25700.94
"AUST","Austin Gold Corp","Basic Materials","Gold","Canada",34.76,,3.26%,1.81%,0.93,91.23%,119.08%,1.00,132.04
"GREE","Greenidge Generation Holdings Inc","Financial","Capital Markets","USA",34.32,,4.38%,3.18%,1.36,23.03%,15.87%,1.00,229.54
