"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"EDHL","Everbright Digital Holding Ltd","Communication Services","Advertising Agencies","USA",,,,,0.03,-82.98%,,,1589.74
"CGTL","Creative Global Technology Holdings Ltd","Consumer Cyclical","Specialty Retail","Hong Kong",18.20,33.16,0.61%,1.83%,0.07,-7.64%,,,3273.94
"GLE","Global Engine Group Holding Ltd","Technology","Information Technology Services","Hong Kong",24.77,240.00,0.28%,2.49%,0.17,-32.92%,,,851.60
"CWVX","Tradr 2X Long CRWV Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.50,,,,4214.45
"RBNE","Robin Energy Ltd","Energy","Oil & Gas Midstream","Cyprus",13.79,,2.14%,6.05%,0.09,-19.01%,,,3488.59
"SEI","Solaris Energy Infrastructure Inc","Energy","Oil & Gas Equipment & Services","USA",1984.91,49.69,108.38%,29.59%,5.82,16.50%,156.96%,1.18,1694.19
"PHH","Park Ha Biological Technology Co Ltd","Consumer Defensive","Household & Personal Products","China",14.50,,0.80%,21.17%,0.60,-97.06%,,,1709.81
"PSQH","PSQ Holdings Inc","Technology","Software - Application","USA",90.45,,23.04%,16.34%,5.87,-20.56%,-24.23%,1.00,817.46
"TSSI","TSS Inc","Technology","Information Technology Services","USA",452.70,44.87,25.93%,23.36%,1.17,-21.84%,230.43%,,2943.12
"PEW","GrabAGun Digital Holdings Inc","Industrials","Aerospace & Defense","USA",209.78,45.96,18.98%,9.39%,1.03,-54.20%,-34.87%,,2012.67
"ANNX","Annexon Inc","Healthcare","Biotechnology","USA",251.64,,85.61%,10.32%,6.83,-13.26%,-60.17%,1.00,1444.94
"PUMP","ProPetro Holding Corp","Energy","Oil & Gas Equipment & Services","USA",505.28,,85.71%,13.54%,5.22,-21.36%,-33.70%,2.20,2051.58
"BIYA","Baiya International Group Inc","Technology","Software - Application","China",8.43,,0.86%,,0.12,-65.77%,,,1245.05
"AVAV","AeroVironment Inc","Industrials","Aerospace & Defense","USA",12335.76,,58.29%,6.95%,1.78,30.29%,37.66%,1.08,1456.54
"CEG","Constellation Energy Corporation","Utilities","Utilities - Renewable","USA",99969.79,33.39,83.63%,2.57%,3.47,9.96%,84.85%,1.80,2311.97
"VG","Venture Global Inc","Energy","Oil & Gas Midstream","USA",33918.41,26.26,18.04%,5.80%,4.34,-18.02%,,2.00,6017.98
"OPTT","Ocean Power Technologies","Industrials","Specialty Industrial Machinery","USA",94.42,,8.67%,7.97%,2.49,-3.47%,194.81%,1.00,5141.29
"SMCX","Defiance Daily Target 2x Long SMCI ETF","Financial","Exchange Traded Fund","USA",,,,,0.80,-16.28%,-76.23%,,2338.73
"SMCL","GraniteShares 2x Long SMCI Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.20,-15.23%,,,1317.03
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",2819.27,11.42,61.83%,20.27%,2.36,-0.99%,16.76%,1.23,23393.50
"AAPD","Direxion Daily AAPL Bear 1X Shares","Financial","Exchange Traded Fund","USA",,,,,0.05,-10.89%,-9.15%,,1150.33
"EQNR","Equinor ASA ADR","Energy","Oil & Gas Integrated","Norway",63195.31,8.25,2.79%,0.95%,6.06,-1.15%,3.01%,2.86,3987.99
"NVDY","YieldMax NVDA Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,2.25,3.06%,-16.62%,,3956.12
"SMCI","Super Micro Computer Inc","Technology","Computer Hardware","USA",26094.54,26.46,51.88%,18.79%,2.60,2.33%,13.62%,2.61,36995.55
"IBIT","iShares Bitcoin Trust Beneficial Interest","Financial","Exchange Traded Fund","USA",,,,,0.42,3.60%,112.20%,,44616.39
"FBTC","Fidelity Wise Origin Bitcoin Fund Beneficial Interest","Financial","Exchange Traded Fund","USA",,,,,0.21,3.60%,112.05%,,3315.71
"ARKB","ARK 21Shares Bitcoin ETF Beneficial Interest","Financial","Exchange Traded Fund","USA",,,,,0.87,3.64%,111.82%,,2105.65
"ATI","ATI Inc","Industrials","Metal Fabrication","USA",10529.00,26.41,97.64%,2.78%,1.91,-7.59%,31.41%,1.62,1986.08
