"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"BTQ","BTQ Technologies Corp","Technology","Software - Infrastructure","Canada",1031.08,,2.30%,3.04%,0.56,176.95%,3625.00%,1.00,5099.02
"ELWT","Elauwit Connection Inc","Communication Services","Telecom Services","USA",51.39,,,,,,,,126.51
"AS","Amer Sports Inc","Consumer Cyclical","Leisure","Finland",18780.89,82.39,26.56%,7.94%,2.35,-8.77%,70.23%,1.38,5259.72
"CDRO","Codere Online Luxembourg S.A","Consumer Cyclical","Gambling","Luxembourg",275.22,,11.95%,2.03%,5.81,-26.91%,-25.19%,1.00,53.42
"NXXT","NextNRG Inc","Utilities","Utilities - Renewable","USA",204.44,,3.11%,3.58%,0.82,-1.91%,-45.66%,1.00,1539.99
"IQ","iQIYI Inc ADR","Communication Services","Entertainment","China",1170.41,175.79,63.05%,13.89%,4.36,-3.70%,1.14%,2.25,16821.97
"UPWK","Upwork Inc","Communication Services","Internet Content & Information","USA",2256.41,9.87,94.64%,9.56%,3.83,21.58%,14.37%,1.73,3018.00
"WKSP","Worksport Ltd","Consumer Cyclical","Auto Parts","USA",17.06,,10.61%,,1.17,-29.46%,-71.79%,1.00,428.92
"DERM","Journey Medical Corp","Healthcare","Drug Manufacturers - Specialty & Generic","USA",219.40,,32.22%,16.27%,12.33,14.36%,59.15%,1.00,167.81
"PRPO","Precipio Inc","Healthcare","Diagnostics & Research","USA",38.65,,20.71%,0.09%,0.08,51.76%,259.38%,1.00,15.40
"SMCI","Super Micro Computer Inc","Technology","Computer Hardware","USA",21290.97,28.58,55.15%,14.97%,2.62,-16.30%,98.03%,2.45,29305.00
"RR","Richtech Robotics Inc","Industrials","Specialty Industrial Machinery","USA",646.56,,17.22%,14.07%,0.51,63.00%,457.06%,3.00,42814.44
"DUOT","Duos Technologies Group Inc","Technology","Software - Application","USA",172.82,,39.20%,5.09%,2.60,41.08%,114.85%,1.00,341.95
"XP","XP Inc","Financial","Capital Markets","Brazil",9919.68,11.82,62.01%,5.00%,2.76,17.33%,12.86%,1.50,7203.88
"NTWK","Netsol Technologies, Inc","Technology","Software - Application","USA",34.91,72.70,21.32%,0.08%,0.07,-28.53%,3.10%,1.00,122.55
"HUYA","HUYA Inc ADR","Communication Services","Entertainment","China",202.27,,39.72%,2.09%,1.25,-13.17%,54.43%,1.82,1212.51
"NN","NextNav Inc","Technology","Software - Infrastructure","USA",1747.38,,49.94%,20.89%,13.42,-8.70%,-8.41%,2.00,1406.44
"CGC","Canopy Growth Corporation","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",367.87,,10.96%,11.05%,1.60,-11.16%,-71.26%,3.00,23593.82
"KHC","Kraft Heinz Co","Consumer Defensive","Packaged Foods","USA",29631.88,,85.31%,4.60%,3.35,-8.70%,-21.25%,2.87,16161.95
"BZ","Kanzhun Ltd ADR","Communication Services","Internet Content & Information","China",8304.27,31.72,80.82%,2.71%,2.87,-5.10%,55.33%,1.37,3713.87
"ARMK","Aramark","Industrials","Specialty Business Services","USA",9665.95,30.02,102.40%,3.74%,4.22,-8.20%,-4.93%,1.47,2317.09
"ONON","On Holding AG","Consumer Cyclical","Footwear & Accessories","Switzerland",13771.80,53.11,54.85%,7.61%,2.54,-6.77%,-20.95%,1.56,6751.49
"APLD","Applied Digital Corporation","Technology","Information Technology Services","USA",6529.24,,61.11%,34.36%,2.54,48.50%,240.30%,1.08,31176.37
"DPRO","Draganfly Inc","Industrials","Aerospace & Defense","Canada",152.12,,9.09%,5.29%,0.27,56.83%,145.86%,1.00,4517.66
"TTD","Trade Desk Inc","Communication Services","Advertising Agencies","USA",19771.78,46.65,77.92%,10.25%,3.16,-22.17%,-67.52%,2.14,14205.30
"ARCO","Arcos Dorados Holdings Inc","Consumer Cyclical","Restaurants","USA",1550.50,6.32,43.86%,2.98%,2.84,4.10%,-16.36%,1.75,1273.04
"SOUN","SoundHound AI Inc","Technology","Software - Application","USA",4877.32,,45.86%,27.16%,1.83,-6.67%,75.11%,1.60,56245.54
"CAG","Conagra Brands Inc","Consumer Defensive","Packaged Foods","USA",8301.79,9.79,88.92%,6.48%,2.66,-9.84%,-36.78%,2.89,11575.69
"URBN","Urban Outfitters, Inc","Consumer Cyclical","Apparel Retail","USA",5552.27,12.11,78.81%,17.72%,5.00,-15.63%,59.37%,2.36,1944.14
"ROCK","Gibraltar Industries Inc","Industrials","Building Products & Equipment","USA",1408.30,644.19,102.62%,2.70%,2.63,-23.47%,-33.80%,1.00,299.85
"BAC","Bank Of America Corp","Financial","Banks - Diversified","USA",379328.13,14.16,77.53%,1.51%,3.11,7.44%,13.17%,1.59,35463.08
"RXO","RXO Inc","Industrials","Trucking","USA",1751.89,,109.41%,7.64%,5.79,-26.18%,-61.17%,2.77,2121.58
"GAP","Gap, Inc","Consumer Cyclical","Apparel Retail","USA",8897.71,10.31,61.19%,9.03%,2.26,15.57%,8.51%,2.10,9733.84
"ALMU","Aeluma Inc","Technology","Semiconductors","USA",230.72,,20.19%,8.63%,2.80,-29.51%,284.52%,1.00,386.97
"MGNI","Magnite Inc","Communication Services","Advertising Agencies","USA",1935.07,35.73,97.13%,10.96%,5.00,-38.32%,-19.14%,1.35,3078.15
"BRX","Brixmor Property Group Inc","Real Estate","REIT - Retail","USA",8011.99,24.24,101.27%,4.31%,6.13,-3.09%,-8.74%,1.33,2136.81
"RLI","RLI Corp","Financial","Insurance - Property & Casualty","USA",5849.15,16.68,83.91%,3.65%,5.08,-6.20%,-25.59%,2.90,596.37
"NTB","Bank of N T Butterfield & Son Ltd","Financial","Banks - Diversified","Bermuda",1857.44,8.55,72.25%,0.77%,1.58,1.49%,19.04%,2.25,198.31
"CMCSA","Comcast Corp","Communication Services","Telecom Services","USA",99824.50,4.55,85.64%,1.37%,1.79,-17.71%,-36.99%,2.48,27541.42
"LAES","SEALSQ Corp","Technology","Semiconductors","Switzerland",766.41,,12.25%,14.32%,0.85,60.04%,861.27%,1.00,28939.09
"TLRY","Tilray Brands Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",1160.59,,10.99%,9.01%,1.39,-2.49%,-25.10%,2.80,72110.19
"MKC","McCormick & Co., Inc","Consumer Defensive","Packaged Foods","USA",17353.08,22.38,86.27%,4.59%,4.39,-7.44%,-13.67%,2.38,2647.13
"DLO","DLocal Limited","Technology","Software - Infrastructure","USA",3805.48,25.09,15.73%,14.61%,4.81,-10.41%,30.84%,1.80,2726.11
"HTHT","H World Group Limited ADR","Consumer Cyclical","Lodging","China",13710.80,28.01,47.42%,4.42%,6.35,27.93%,27.21%,1.32,2119.21
