"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ITP","IT Tech Packaging Inc","Basic Materials","Paper & Paper Products","China",6.10,,0.45%,3.71%,0.13,79.95%,10.67%,,4524.25
"PHGE","BiomX Inc","Healthcare","Biotechnology","Israel",16.55,,24.44%,1.59%,0.04,62.64%,-32.99%,1.00,4956.58
"HCWC","Healthy Choice Wellness Corp","Consumer Defensive","Packaged Foods","USA",10.14,,,,0.29,63.26%,-67.84%,1.00,483.31
"GORO","Gold Resource Corp","Basic Materials","Gold","USA",114.62,,10.45%,1.07%,0.56,39.88%,137.56%,1.00,2578.11
"XPL","Solitario Resources Corp","Basic Materials","Other Industrial Metals & Mining","USA",76.67,,24.34%,0.20%,0.61,29.73%,21.95%,1.00,239.89
"AURE","Aurelion Inc","Financial","Asset Management","Hong Kong",67.88,,0.16%,1.18%,0.02,107.43%,19.57%,,1312.83
"BCAB","BioAtla Inc","Healthcare","Biotechnology","USA",53.48,,15.58%,9.59%,4.83,136.55%,-52.81%,2.33,887.07
"ACET","Adicet Bio Inc","Healthcare","Biotechnology","USA",153.25,,23.22%,3.95%,4.65,28.22%,-28.57%,1.25,1029.39
"ATXG","Addentax Group Corp","Industrials","Integrated Freight & Logistics","China",12.30,,6.61%,7.40%,1.47,59.07%,39.92%,,546.30
"LUCD","Lucid Diagnostics Inc","Healthcare","Medical Devices","USA",164.67,,14.84%,10.51%,4.37,10.09%,53.10%,1.00,1222.89
"FATE","Fate Therapeutics Inc","Healthcare","Biotechnology","USA",161.46,,70.46%,7.30%,4.16,23.89%,-52.38%,2.18,1921.42
"LSH","Lakeside Holding Ltd","Industrials","Integrated Freight & Logistics","USA",15.23,,0.79%,1.05%,0.16,68.17%,-48.22%,,169.00
"GROV","Grove Collaborative Holdings Inc","Consumer Defensive","Household & Personal Products","USA",62.34,,15.55%,6.71%,21.36,0.66%,16.03%,1.00,79.35
"ESLA","Estrella Immunopharma Inc","Healthcare","Biotechnology","USA",56.71,,1.71%,0.25%,0.42,81.11%,82.53%,1.00,62.92
"TROO","TROOPS Inc","Financial","Credit Services","Hong Kong",167.86,,0.18%,0.32%,0.07,89.70%,-26.76%,,1787.26
"INCR","Intercure Ltd","Healthcare","Drug Manufacturers - Specialty & Generic","Israel",89.00,,3.66%,0.07%,0.36,8.85%,-7.76%,1.00,67.53
"YTRA","Yatra Online Inc","Consumer Cyclical","Travel Services","India",105.72,,39.36%,0.03%,0.10,78.94%,3.04%,1.00,139.09
"LOOP","Loop Industries Inc","Basic Materials","Specialty Chemicals","Canada",84.92,,6.55%,2.40%,2.11,44.68%,1.11%,1.00,247.18
"INTZ","Intrusion Inc","Technology","Software - Infrastructure","USA",35.81,,3.42%,6.56%,4.21,-14.70%,114.31%,2.00,255.42
"BEAT","HeartBeam Inc","Healthcare","Health Information Services","USA",63.13,,10.48%,0.88%,2.21,44.88%,-15.21%,2.00,98.85
"APUS","Apimeds Pharmaceuticals US Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",23.90,,0.23%,0.98%,0.18,5.56%,,,125.98
"JBDI","JBDI Holdings Ltd","Consumer Cyclical","Specialty Retail","USA",,,,,0.05,94.00%,81.31%,,1327.61
"SLS","SELLAS Life Sciences Group Inc","Healthcare","Biotechnology","USA",218.85,,25.57%,22.36%,10.08,8.25%,73.20%,1.00,2286.02
"THM","International Tower Hill Mines Ltd","Basic Materials","Gold","Canada",436.55,,62.14%,0.09%,0.27,103.88%,271.68%,1.00,580.86
"IPHA","Innate Pharma ADR","Healthcare","Biotechnology","France",202.75,,0.11%,,3.47,22.22%,4.51%,2.20,14.03
"TCRX","Tscan Therapeutics Inc","Healthcare","Biotechnology","USA",127.03,,60.01%,3.38%,4.28,23.67%,-58.16%,1.12,366.08
"SPRO","Spero Therapeutics Inc","Healthcare","Biotechnology","USA",129.44,,14.20%,1.42%,1.00,-6.88%,85.49%,3.00,547.71
"HYLN","Hyliion Holdings Corporation","Consumer Cyclical","Auto Parts","USA",419.29,,28.01%,13.92%,13.43,57.24%,3.02%,3.00,1233.59
"NUAI","New Era Energy & Digital Inc","Technology","Software - Infrastructure","USA",62.09,,4.99%,17.91%,0.11,386.76%,-78.62%,,19384.24
"MGRX","Mangoceuticals Inc","Healthcare","Health Information Services","USA",26.98,,2.77%,2.54%,1.13,79.02%,-20.88%,,175.71
"BRLT","Brilliant Earth Group Inc","Consumer Cyclical","Luxury Goods","USA",280.31,,28.05%,1.06%,0.12,88.59%,47.89%,2.33,1128.86
"NEWP","New Pacific Metals Corp","Basic Materials","Other Precious Metals & Mining","Canada",483.74,,16.91%,1.87%,4.52,65.78%,92.47%,2.00,419.16
"GAU","Galiano Gold Inc","Basic Materials","Gold","Canada",731.50,,54.74%,1.35%,1.21,105.07%,102.14%,1.67,2821.52
"BJDX","Bluejay Diagnostics Inc","Healthcare","Medical Devices","USA",4.27,,6.63%,5.41%,0.02,77.64%,-51.48%,3.00,4013.58
"TALK","Talkspace Inc","Healthcare","Health Information Services","USA",504.07,185.80,48.65%,4.30%,4.20,21.13%,29.74%,1.29,1441.55
"PROK","ProKidney Corp","Healthcare","Biotechnology","USA",891.67,,30.46%,10.95%,2.92,-18.77%,78.24%,2.29,3671.75
