"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"RUM","Rumble Inc","Communication Services","Internet Content & Information","USA",3087.52,,13.34%,23.40%,7.07,-1.66%,-0.42%,2.00,3611.40
"SNBR","Sleep Number Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",151.78,,87.12%,40.76%,10.43,-31.06%,-56.07%,3.00,645.79
"SG","Sweetgreen Inc","Consumer Cyclical","Restaurants","USA",786.59,,80.72%,23.88%,3.76,-25.42%,-84.34%,2.43,6324.54
"SPCE","Virgin Galactic Holdings Inc","Industrials","Aerospace & Defense","USA",247.43,,20.25%,20.07%,3.21,27.11%,-44.31%,3.00,3917.02
"INDI","Indie Semiconductor Inc","Technology","Semiconductor Equipment & Materials","USA",841.19,,91.31%,26.36%,11.60,-11.14%,-23.86%,1.29,4489.81
"TTEC","TTEC Holdings Inc","Technology","Information Technology Services","USA",168.95,,31.45%,21.90%,13.48,-6.20%,-32.30%,2.50,325.59
"FLWS","1-800 Flowers.com Inc","Consumer Cyclical","Specialty Retail","USA",219.01,,47.77%,30.77%,6.87,-35.46%,-58.50%,3.00,1402.58
"EVGO","EVgo Inc","Consumer Cyclical","Specialty Retail","USA",960.91,,68.96%,26.85%,8.54,-18.32%,-51.78%,1.44,4021.01
"ABSI","Absci Corp","Healthcare","Biotechnology","USA",457.88,,65.07%,23.58%,6.03,27.94%,3.57%,1.00,5308.97
"VUZI","Vuzix Corporation","Technology","Consumer Electronics","USA",207.12,,28.36%,21.01%,5.84,23.10%,21.36%,1.00,2421.94
"PLUG","Plug Power Inc","Industrials","Electrical Equipment & Parts","USA",2935.91,,39.20%,23.12%,2.40,41.61%,-0.94%,2.88,127377.70
"DDD","3D Systems Corp","Technology","Computer Hardware","USA",263.27,,68.31%,30.87%,10.08,-0.24%,-30.68%,2.50,3763.34
"IRBT","Irobot Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",62.07,,37.96%,41.90%,3.44,-38.87%,-72.50%,3.00,3619.30
"HRTX","Heron Therapeutics Inc","Healthcare","Biotechnology","USA",214.54,,83.72%,20.15%,20.93,-12.03%,0.86%,1.00,1748.32
