"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"NUAI","New Era Energy & Digital Inc","Technology","Software - Infrastructure","USA",353.73,,2.60%,3.49%,0.03,1613.26%,-40.88%,,25539.20
"PENN","PENN Entertainment Inc","Consumer Cyclical","Resorts & Casinos","USA",2651.45,,100.94%,10.97%,4.64,7.08%,-4.72%,2.10,3404.53
"QTWO","Q2 Holdings Inc","Technology","Software - Application","USA",4000.69,1045.19,103.41%,5.15%,2.47,-12.98%,-24.07%,1.71,1247.84
"ASTI","Ascent Solar Technologies Inc","Technology","Solar","USA",6.92,,1.02%,8.29%,0.38,-4.78%,-41.64%,,700.18
"NAGE","Niagen Bioscience Inc","Healthcare","Biotechnology","USA",565.83,29.13,36.75%,8.11%,3.72,-27.13%,23.52%,1.00,1120.47
"GLXY","Galaxy Digital Inc","Financial","Capital Markets","USA",6159.08,,58.51%,10.46%,2.16,16.13%,176.91%,1.15,9023.85
"FRMI","Fermi Inc","Real Estate","REIT - Specialty","USA",16004.59,,0.00%,1.56%,0.44,,,1.00,7423.64
"DVAX","Dynavax Technologies Corp","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1231.31,,95.91%,12.18%,8.41,1.65%,-10.94%,1.80,1687.55
"YMT","Yimutian Inc. ADR","Technology","Software - Application","China",165.20,,,,0.01,,,,144.46
"GEO","Geo Group, Inc","Industrials","Security & Protection Services","USA",2420.25,26.63,90.97%,6.99%,3.54,-19.83%,20.59%,1.00,2652.35
"FTV","Fortive Corp","Technology","Scientific & Technical Instruments","USA",16198.19,29.12,109.17%,2.61%,2.33,8.28%,-4.87%,2.67,3541.75
"CBL","CBL& Associates Properties, Inc","Real Estate","REIT - Retail","USA",957.70,14.81,79.07%,3.44%,8.51,9.67%,19.28%,1.00,109.71
"OWL","Blue Owl Capital Inc","Financial","Asset Management","USA",24564.19,350.00,88.92%,8.94%,5.07,-20.25%,-24.89%,1.47,10741.67
"UBS","UBS Group AG","Financial","Banks - Diversified","Switzerland",121664.43,17.29,44.94%,0.32%,5.26,-2.91%,25.76%,2.57,1785.61
