"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CSIQ","Canadian Solar Inc","Technology","Solar","Canada",1216.22,,39.79%,20.55%,4.94,58.05%,35.42%,3.00,1884.97
"TGEN","Tecogen Inc","Industrials","Electrical Equipment & Parts","USA",279.39,,13.34%,7.14%,1.42,-2.79%,929.54%,1.00,862.02
"QUIK","Quicklogic Corp","Technology","Semiconductors","USA",124.18,,34.40%,6.92%,4.76,19.24%,-11.79%,1.00,213.57
"UMAC","Unusual Machines Inc","Technology","Computer Hardware","USA",479.79,,12.12%,8.94%,0.66,66.94%,858.07%,1.00,3562.00
"AENT","Alliance Entertainment Holding Corporation","Communication Services","Entertainment","USA",355.94,23.61,47.03%,8.77%,4.47,42.26%,111.03%,1.00,59.98
"XNCR","Xencor Inc","Healthcare","Biotechnology","USA",1063.07,,113.97%,12.03%,7.28,79.15%,-29.56%,1.23,1105.00
"PYPD","Polypid Ltd","Healthcare","Biotechnology","Israel",61.05,,21.18%,0.66%,0.83,14.29%,15.66%,1.00,69.58
"SLS","SELLAS Life Sciences Group Inc","Healthcare","Biotechnology","USA",258.90,,21.56%,20.49%,8.75,30.18%,68.28%,1.00,2867.41
"BNR","Burning Rock Biotech Ltd ADR","Healthcare","Diagnostics & Research","China",114.58,,15.69%,0.42%,1.14,120.05%,316.94%,1.00,33.40
"ARQT","Arcutis Biotherapeutics Inc","Healthcare","Biotechnology","USA",3074.47,,101.42%,13.62%,7.35,75.86%,193.04%,1.25,1942.99
"SLSR","Solaris Resources Inc","Basic Materials","Other Precious Metals & Mining","Canada",1087.39,,30.42%,1.67%,24.33,33.60%,183.37%,1.29,61.30
"PRPO","Precipio Inc","Healthcare","Diagnostics & Research","USA",34.62,,13.18%,0.03%,0.03,47.63%,227.34%,1.00,15.31
"REFR","Research Frontiers Inc","Technology","Electronic Components","USA",69.15,,13.08%,1.08%,4.47,30.06%,-6.16%,1.00,62.65
"FRGE","Forge Global Holdings Inc","Financial","Capital Markets","USA",284.88,,24.88%,2.22%,1.90,-4.45%,17.34%,1.80,108.39
