"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ASBP","Aspire Biopharma Holdings Inc","Healthcare","Biotechnology","USA",20.80,,4.13%,5.74%,0.18,43.84%,-96.50%,,12591.29
"STFS","Star Fashion Culture Holdings Ltd","Communication Services","Advertising Agencies","China",3.50,35.35,0.50%,3.22%,0.02,-77.79%,,,5789.91
"SMU","Tradr 2X Long SMR Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.14,,,,952.75
"LAZR","Luminar Technologies Inc","Consumer Cyclical","Auto Parts","USA",149.22,,19.33%,23.16%,3.09,-28.38%,-83.92%,3.50,4296.17
"KULR","KULR Technology Group Inc","Technology","Electronic Components","USA",195.68,,19.89%,20.11%,3.65,-29.90%,108.77%,1.00,2008.60
"CJET","Chijet Motor Company Inc","Consumer Cyclical","Auto Manufacturers","Cayman Islands",3.22,,0.37%,4.32%,0.01,-92.13%,-91.46%,,55332.63
"TNMG","TNL Mediagene","Communication Services","Publishing","Taiwan",9.24,,0.36%,3.89%,0.31,-34.15%,-97.10%,1.00,2211.86
"MSTX","Defiance Daily Target 2x Long MSTR ETF","Financial","Exchange Traded Fund","USA",,,,,0.87,-35.73%,20.29%,,6747.74
"MSTU","T-Rex 2X Long MSTR Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,1.07,-35.29%,37.66%,,42612.16
"CE","Celanese Corp","Basic Materials","Chemicals","USA",4961.61,,108.04%,6.94%,3.56,-25.57%,-66.67%,2.30,2127.60
"IRDM","Iridium Communications Inc","Communication Services","Telecom Services","USA",1977.96,18.62,92.34%,13.79%,5.15,-41.38%,-38.78%,1.80,2479.74
"GLOB","Globant S.A","Technology","Information Technology Services","Luxembourg",2618.51,24.19,98.39%,14.65%,3.98,-35.18%,-70.00%,1.76,1580.45
"MSTR","Strategy Inc","Technology","Software - Application","USA",99904.12,31.02,49.95%,8.04%,1.82,-12.79%,108.97%,1.50,11601.70
"HRTX","Heron Therapeutics Inc","Healthcare","Biotechnology","USA",238.31,,74.20%,18.16%,19.62,-40.91%,-34.67%,1.00,1679.94
"DJT","Trump Media & Technology Group Corp","Communication Services","Internet Content & Information","USA",4765.56,,19.21%,10.22%,1.82,-9.23%,7.03%,,7194.15
"PYPL","PayPal Holdings Inc","Financial","Credit Services","USA",65854.23,14.76,77.50%,3.13%,2.58,-10.00%,-11.66%,2.30,11557.01
"RUM","Rumble Inc","Communication Services","Internet Content & Information","USA",3212.20,,13.11%,11.96%,6.56,-21.22%,37.87%,2.00,2705.53
"CMG","Chipotle Mexican Grill","Consumer Cyclical","Restaurants","USA",53997.44,35.60,89.75%,1.96%,1.35,-29.44%,-30.11%,1.56,19308.99
"BITO","ProShares Bitcoin ETF","Financial","Exchange Traded Fund","USA",,,,,1.89,-5.03%,4.27%,,11082.07
"SBUX","Starbucks Corp","Consumer Cyclical","Restaurants","USA",98574.62,37.51,84.62%,3.95%,4.78,-8.17%,-11.05%,2.37,9377.12
"AREB","American Rebel Holdings Inc","Consumer Cyclical","Footwear & Accessories","USA",9.51,,2.44%,9.94%,0.72,-27.33%,-99.48%,1.00,1324.41
