"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"RLYB","Rallybio Corp","Healthcare","Biotechnology","USA",25.49,,28.48%,1.35%,0.82,14.02%,-41.35%,2.50,345.64
"TOON","Kartoon Studios Inc","Communication Services","Entertainment","USA",42.82,,13.07%,2.39%,3.45,24.04%,5.97%,1.00,341.75
"XLO","Xilio Therapeutics Inc","Healthcare","Biotechnology","USA",42.57,,19.26%,28.59%,8.65,26.35%,-20.26%,1.00,606.80
"NXPL","NextPlat Corp","Technology","Software - Application","USA",23.37,,4.46%,0.64%,0.37,30.57%,-21.07%,,311.72
"PT","Pintec Technology Holdings Ltd ADR","Financial","Credit Services","China",14.39,,3.90%,,0.10,6.38%,0.00%,,621.47
"LUCD","Lucid Diagnostics Inc","Healthcare","Medical Devices","USA",174.27,,14.87%,7.75%,3.09,27.00%,30.94%,1.00,1190.94
"TLPH","Talphera Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",60.13,,18.78%,3.09%,0.42,220.58%,29.00%,1.00,2458.52
"EM","Smart Share Global Ltd ADR","Consumer Cyclical","Personal Services","China",301.00,,9.67%,0.03%,0.07,19.83%,85.33%,1.00,995.03
"IFRX","InflaRx N.V","Healthcare","Biotechnology","Germany",97.34,,24.76%,2.46%,2.36,68.60%,-7.64%,1.38,652.49
"HUDI","Huadi International Group Co Ltd","Basic Materials","Steel","China",21.27,,0.70%,0.78%,0.04,35.45%,-25.87%,,785.62
"POWW","Outdoor Holding Co","Industrials","Aerospace & Defense","USA",187.78,,50.44%,4.98%,8.48,43.16%,32.51%,2.00,518.36
"VRAR","Glimpse Group Inc","Technology","Software - Infrastructure","USA",33.97,,12.16%,1.18%,0.92,14.79%,131.79%,1.00,193.83
"MAGH","Magnitude International Ltd","Industrials","Engineering & Construction","Singapore",56.70,,,,0.26,,,,331.15
"CHRS","Coherus Oncology Inc","Healthcare","Biotechnology","USA",202.23,,46.58%,28.54%,24.01,98.22%,141.16%,1.60,1256.18
"DSX","Diana Shipping Inc","Industrials","Marine Shipping","Greece",202.60,13.42,9.42%,0.86%,1.67,17.45%,-21.88%,2.00,330.54
"RMCF","Rocky Mountain Chocolate Factory Inc","Consumer Defensive","Confectioners","USA",13.65,,44.07%,2.13%,0.39,5.42%,-45.65%,1.00,316.98
"VANI","Vivani Medical Inc","Healthcare","Biotechnology","USA",106.04,,6.84%,0.93%,1.00,34.59%,39.84%,1.00,243.35
"IPM","Intelligent Protection Management Corp","Technology","Software - Application","USA",19.03,,7.58%,1.04%,0.06,3.00%,0.49%,1.00,990.71
"IMRN","Immuron Limited ADR","Healthcare","Biotechnology","Australia",14.74,,0.34%,0.80%,0.42,32.73%,12.31%,2.00,62.18
"ABEV","Ambev S.A. ADR","Consumer Defensive","Beverages - Brewers","Brazil",35394.29,13.92,7.47%,0.78%,3.13,4.13%,1.52%,2.79,38811.27
"ABOS","Acumen Pharmaceuticals Inc","Healthcare","Biotechnology","USA",139.93,,54.75%,2.84%,3.91,71.11%,-20.07%,1.00,340.46
"INO","Inovio Pharmaceuticals Inc","Healthcare","Biotechnology","USA",130.73,,19.17%,14.38%,4.85,72.03%,-56.61%,1.67,1562.32
"GRO","Brazil Potash Corp","Basic Materials","Other Industrial Metals & Mining","Canada",105.40,,2.72%,1.42%,0.30,66.88%,,1.00,1025.51
"WRAP","Wrap Technologies Inc","Technology","Scientific & Technical Instruments","USA",138.04,,8.75%,16.59%,15.79,100.00%,49.30%,3.00,360.36
"SPRU","Spruce Power Holding Corporation","Technology","Solar","USA",53.68,,14.74%,4.63%,0.55,155.08%,17.58%,,1329.81
"MAMO","Massimo Group","Consumer Cyclical","Recreational Vehicles","USA",134.08,,0.12%,0.75%,0.94,27.28%,-17.85%,,37.56
"ANNX","Annexon Inc","Healthcare","Biotechnology","USA",368.12,,85.73%,10.65%,5.77,36.73%,-55.75%,1.00,1764.58
"TBLA","Taboola.com Ltd","Communication Services","Internet Content & Information","USA",1029.64,94.55,18.28%,5.04%,4.76,9.12%,-2.80%,1.86,1237.14
