"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",5674.35,38.10,66.96%,15.80%,2.28,171.29%,251.32%,1.00,6488.73
"WSM","Williams-Sonoma, Inc","Consumer Cyclical","Specialty Retail","USA",24451.84,22.07,92.30%,5.64%,5.40,5.37%,45.99%,2.48,1223.73
"GGAL","Grupo Financiero Galicia ADR","Financial","Banks - Regional","Argentina",6746.24,7.17,23.97%,5.47%,2.38,-2.16%,-3.81%,1.29,3039.89
"CRMD","CorMedix Inc","Healthcare","Biotechnology","USA",887.70,15.17,44.32%,23.05%,4.78,-1.82%,-9.14%,1.00,3385.51
"XPEL","XPEL Inc","Consumer Cyclical","Auto Parts","USA",1016.28,20.91,73.35%,7.47%,8.17,11.76%,-7.66%,1.00,229.34
"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",4733032.35,55.44,67.95%,0.90%,1.22,8.65%,38.72%,1.32,173157.90
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",5774.85,23.40,62.07%,21.18%,2.03,79.90%,76.66%,1.38,28327.85
"MU","Micron Technology Inc","Technology","Semiconductors","USA",249595.12,29.33,80.52%,2.25%,1.08,93.80%,108.11%,1.41,23260.45
"GAP","Gap, Inc","Consumer Cyclical","Apparel Retail","USA",8945.95,10.36,57.38%,8.35%,2.21,22.57%,12.51%,2.24,9286.97
"PRG","PROG Holdings Inc","Industrials","Rental & Leasing Services","USA",1257.22,8.07,98.03%,4.97%,4.73,-1.94%,-25.89%,2.00,403.33
"SMID","Smith-Midland Corp","Basic Materials","Building Materials","USA",208.61,17.34,57.65%,3.75%,17.27,11.59%,22.51%,,9.94
"JHX","James Hardie Industries plc","Basic Materials","Building Materials","Ireland",12796.98,28.81,29.20%,3.40%,2.54,-17.98%,-34.65%,2.16,7698.29
"IBP","Installed Building Products Inc","Consumer Cyclical","Residential Construction","USA",7454.37,30.34,103.11%,10.30%,5.03,34.38%,19.49%,3.00,475.53
"GBX","Greenbrier Cos., Inc","Industrials","Railroads","USA",1413.15,6.42,102.80%,7.93%,8.30,-0.05%,-23.78%,2.50,286.53
"BLD","TopBuild Corp","Industrials","Engineering & Construction","USA",12766.31,22.35,103.50%,5.04%,3.89,20.77%,22.04%,1.53,362.34
