"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"APVO","Aptevo Therapeutics Inc","Healthcare","Biotechnology","USA",6.86,,22.27%,3.41%,0.05,-42.92%,-99.22%,1.00,2235.29
"ADAP","Adaptimmune Therapeutics Plc ADR","Healthcare","Biotechnology","United Kingdom",22.26,,27.58%,9.85%,0.64,-66.96%,-92.36%,3.67,39128.25
"YSXT","Ysx Tech Co.Ltd","Industrials","Specialty Business Services","China",72.19,17.16,0.87%,0.94%,0.20,-43.49%,,,410.70
"NUKK","Nukkleus Inc","Technology","Software - Application","USA",41.72,0.30,3.04%,17.73%,0.23,-51.20%,288.16%,,3524.92
"GSIW","Garden Stage Ltd","Financial","Capital Markets","Hong Kong",11.58,,21.76%,11.68%,0.29,-89.30%,-98.67%,,18502.71
"RAYA","Erayak Power Solution Group Inc","Industrials","Electrical Equipment & Parts","China",9.80,,0.07%,71.54%,0.40,-97.50%,-93.67%,,55854.80
"BBAI","BigBear.ai Holdings Inc","Technology","Information Technology Services","USA",2056.85,,34.18%,20.12%,0.61,34.02%,257.97%,1.67,119089.95
"WHLR","Wheeler Real Estate Investment Trust Inc","Real Estate","REIT - Retail","USA",6.44,,32.82%,30.48%,0.20,-45.53%,-99.95%,3.00,2244.27
"DVLT","Datavault AI Inc","Technology","Software - Infrastructure","USA",35.96,,4.86%,21.00%,1.44,-53.95%,-83.05%,1.00,4728.48
"FLNC","Fluence Energy Inc","Utilities","Utilities - Renewable","USA",1433.59,,63.61%,21.87%,3.34,56.79%,-63.72%,2.90,4970.17
"NVOX","Defiance Daily Target 2X Long NVO ETF","Financial","Exchange Traded Fund","USA",,,,,0.10,-52.98%,,,7984.65
"TMC","TMC the metals company Inc","Basic Materials","Other Industrial Metals & Mining","Canada",2279.33,,11.15%,15.91%,2.27,0.33%,514.99%,1.00,11653.84
"CRCL","Circle Internet Group Inc","Financial","Capital Markets","USA",31968.58,,19.67%,8.28%,0.54,-8.56%,,2.81,21487.12
"NVO","Novo Nordisk ADR","Healthcare","Drug Manufacturers - General","Denmark",191987.22,15.71,9.37%,0.77%,1.61,-25.95%,-58.27%,2.09,16003.78
"SNAP","Snap Inc","Communication Services","Internet Content & Information","USA",12901.87,,50.87%,13.19%,2.64,-7.68%,-18.08%,2.82,54474.96
"FAZ","Direxion Daily Financial Bear 3x Shares","Financial","Exchange Traded Fund","USA",,,,,0.08,-14.81%,-50.42%,,25484.36
