"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"MRAL","GraniteShares 2x Long MARA Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.15,-59.23%,,,884.75
"VOR","Vor Biopharma Inc","Healthcare","Biotechnology","USA",170.63,,16.55%,4.57%,1.57,-79.90%,-47.41%,1.33,579.09
"IMRA","Bitwise MARA Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,2.60,-44.15%,,,6.30
"MSTX","Defiance Daily Target 2x Long MSTR ETF","Financial","Exchange Traded Fund","USA",,,,,1.09,-78.83%,-95.44%,,11454.90
"SMCL","GraniteShares 2x Long SMCI Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.22,-53.06%,,,1703.97
"GHI","Greystone Housing Impact Investors LP","Financial","Mortgage Finance","USA",153.29,34.36,8.61%,0.10%,0.23,-40.59%,-44.68%,1.00,99.81
"BLZE","Backblaze Inc","Technology","Software - Infrastructure","USA",263.11,,52.22%,2.56%,1.84,-43.84%,-26.81%,1.12,756.84
"CWVX","Tradr 2X Long CRWV Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.04,-48.06%,,,9291.14
"MSTY","YieldMax MSTR Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,3.08,-58.45%,-83.78%,,10135.13
"ICOI","Bitwise COIN Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.08,-38.92%,,,69.93
"MSTR","Strategy Inc","Technology","Software - Application","USA",51447.77,8.33,51.70%,9.46%,1.96,-49.04%,-62.21%,1.38,12894.77
"CRWG","Leverage Shares 2X Long CRWV Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.15,-48.33%,,,4646.88
"BBWI","Bath & Body Works Inc","Consumer Cyclical","Specialty Retail","USA",3185.47,4.78,108.32%,7.33%,1.92,-50.37%,-49.00%,2.24,7720.00
"TSQ","Townsquare Media Inc","Communication Services","Advertising Agencies","USA",75.55,4.48,44.31%,0.94%,1.88,-32.70%,-53.31%,1.00,64.77
"BMBL","Bumble Inc","Communication Services","Internet Content & Information","USA",391.20,,74.93%,18.58%,3.81,-46.20%,-55.23%,3.19,2920.38
"FINV","FinVolution Group ADR","Financial","Credit Services","China",693.35,3.37,54.74%,6.47%,5.41,-44.26%,-21.43%,1.10,1676.77
"IPX","IperionX Ltd ADR","Basic Materials","Other Industrial Metals & Mining","USA",1018.88,,8.23%,0.98%,2.08,-27.44%,25.09%,1.00,158.04
"PIII","P3 Health Partners Inc","Healthcare","Medical Care Facilities","USA",42.83,,10.05%,1.01%,2.84,-19.55%,-43.62%,2.00,6.61
"IMST","Bitwise MSTR Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.60,-56.09%,,,29.15
"CCUP","T-REX 2X Long CRCL Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,0.22,-75.08%,,,664.54
"EXOD","Exodus Movement Inc","Technology","Software - Infrastructure","USA",445.15,4.04,5.09%,7.68%,2.34,-43.74%,-44.80%,1.00,121.03
"ACFN","Acorn Energy Inc","Technology","Scientific & Technical Instruments","USA",33.23,5.01,3.34%,1.53%,0.93,-53.18%,-5.95%,2.00,24.82
"SMCY","YieldMax SMCI Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,1.46,-43.01%,-64.50%,,1077.94
"FMC","FMC Corp","Basic Materials","Agricultural Inputs","USA",1646.45,,92.49%,9.36%,2.85,-66.68%,-76.96%,2.55,4063.94
"CWII","REX CRWV Growth & Income ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,4.18
"J","Jacobs Solutions Inc","Industrials","Engineering & Construction","USA",15778.20,55.02,89.42%,1.82%,2.16,-10.31%,0.28%,2.10,986.35
"CRCA","ProShares Ultra CRCL","Financial","Exchange Traded Fund","USA",,,,,0.12,-75.63%,,,5403.42
"TREX","TREX Co., Inc","Industrials","Building Products & Equipment","USA",3427.86,17.33,104.96%,7.44%,3.20,-49.65%,-53.60%,2.65,2471.70
"ACHC","Acadia Healthcare Company Inc","Healthcare","Medical Care Facilities","USA",1433.69,13.18,122.50%,12.65%,4.01,-27.89%,-60.26%,1.87,2820.58
"XBTY","GraniteShares YieldBOOST Bitcoin ETF","Financial","Exchange Traded Fund","USA",,,,,0.16,-44.68%,,,134.05
"CRCL","Circle Internet Group Inc","Financial","Capital Markets","USA",17128.49,,24.46%,14.64%,1.51,-43.63%,,2.33,12945.11
"ICRC","Bitwise CRCL Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,4.11,,,,0.49
"ORCX","Defiance Daily Target 2X Long ORCL ETF","Financial","Exchange Traded Fund","USA",,,,,0.47,-38.55%,,,2092.32
"GMEY","YieldMax GME Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.16,,,,14.56
"KELYA","Kelly Services, Inc","Industrials","Staffing & Employment Services","USA",298.98,,82.86%,1.96%,1.60,-40.65%,-39.76%,1.67,370.49
"SSTI","SoundThinking Inc","Technology","Software - Application","USA",79.49,,58.47%,3.64%,3.34,-51.36%,-45.38%,1.29,102.23
"HLIT","Harmonic, Inc","Technology","Communication Equipment","USA",1011.22,21.27,89.56%,2.01%,2.48,-4.35%,-25.41%,2.29,895.28
"RBLX","Roblox Corporation","Communication Services","Electronic Gaming & Multimedia","USA",63580.37,,76.18%,2.81%,2.21,-27.40%,75.82%,1.84,7746.61
