"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CRML","Critical Metals Corp","Basic Materials","Other Industrial Metals & Mining","United Kingdom",2488.64,,8.49%,21.27%,0.38,483.46%,241.85%,1.00,9852.39
"RGTI","Rigetti Computing Inc","Technology","Computer Hardware","USA",17799.90,,38.31%,14.87%,0.72,331.68%,7069.34%,1.12,65237.47
"QBTS","D-Wave Quantum Inc","Technology","Computer Hardware","USA",13892.79,,49.50%,17.05%,1.12,151.52%,4351.99%,1.00,49600.84
"CIFR","Cipher Mining Inc","Financial","Capital Markets","USA",7999.37,,46.16%,21.69%,1.64,240.70%,439.52%,1.29,39509.66
"USAR","USA Rare Earth Inc","Basic Materials","Other Industrial Metals & Mining","USA",3768.48,,22.05%,9.02%,0.79,148.91%,259.81%,1.00,8856.38
"UUUU","Energy Fuels Inc","Energy","Uranium","USA",5483.15,,59.27%,13.63%,1.77,206.31%,341.00%,1.29,17310.35
"LAC","Lithium Americas Corp (NewCo)","Basic Materials","Other Industrial Metals & Mining","Canada",1882.67,,15.18%,15.07%,0.88,193.73%,213.38%,3.08,31656.40
"METC","Ramaco Resources Inc","Basic Materials","Coking Coal","USA",3113.27,,41.91%,14.83%,1.74,138.92%,422.13%,1.00,3495.17
"NB","NioCorp Developments Ltd","Basic Materials","Other Industrial Metals & Mining","USA",1092.37,,18.82%,6.19%,0.97,166.98%,558.14%,1.00,5730.27
"IREN","IREN Ltd","Financial","Capital Markets","Australia",17390.80,,55.79%,13.93%,1.05,279.98%,754.06%,1.69,33661.14
"JD","JD.com Inc ADR","Consumer Cyclical","Internet Retail","China",44941.03,9.39,16.04%,1.79%,1.59,3.78%,-22.39%,1.33,15209.12
"WULF","TeraWulf Inc","Financial","Capital Markets","USA",5711.22,,52.63%,41.40%,2.09,187.47%,266.49%,1.17,48952.83
"INTC","Intel Corp","Technology","Semiconductors","USA",173827.14,,62.63%,2.91%,1.01,62.39%,58.65%,3.20,120300.05
"KDP","Keurig Dr Pepper Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",35889.86,23.44,92.63%,1.95%,1.53,-19.30%,-27.06%,1.95,16483.61
"DAL","Delta Air Lines, Inc","Industrials","Airlines","USA",38341.97,8.28,81.28%,2.59%,1.98,5.40%,15.18%,1.40,8499.95
"CTA","Simplify Managed Futures Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,1.43,4.16%,11.48%,,348.90
"AAL","American Airlines Group Inc","Industrials","Airlines","USA",7746.39,15.09,64.65%,12.13%,1.03,-3.53%,-1.59%,2.21,76171.82
"MFG","Mizuho Financial Group, Inc. ADR","Financial","Banks - Regional","Japan",76738.64,13.12,1.54%,0.03%,1.31,13.14%,51.22%,1.73,2611.36
"KMLM","KraneShares Mount Lucas Managed Futures Index Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,2.23,1.38%,-2.20%,,64.56
"BAC","Bank Of America Corp","Financial","Banks - Diversified","USA",361903.45,14.31,75.24%,1.53%,3.26,5.87%,21.57%,1.64,34752.82
"TAP","Molson Coors Beverage Company","Consumer Defensive","Beverages - Brewers","USA",9133.17,9.06,92.97%,10.65%,6.79,-6.16%,-15.25%,2.58,2501.11
