"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"SPRY","ARS Pharmaceuticals Inc","Healthcare","Biotechnology","USA",697.87,,64.58%,33.08%,7.64,-47.74%,-48.80%,1.00,2584.52
"CTKB","Cytek BioSciences Inc","Healthcare","Medical Devices","USA",697.51,,62.80%,5.52%,5.75,32.73%,-11.01%,2.20,1112.38
"SG","Sweetgreen Inc","Consumer Cyclical","Restaurants","USA",746.94,,80.70%,24.39%,4.02,-30.66%,-83.35%,2.43,6243.48
"LUXE","LuxExperience B.V. ADR","Consumer Cyclical","Luxury Goods","Germany",1202.40,1.79,14.73%,,8.86,3.30%,38.61%,2.50,343.88
"SSTI","SoundThinking Inc","Technology","Software - Application","USA",77.58,,58.47%,3.64%,3.41,-51.97%,-48.04%,1.29,100.13
"NVD","GraniteShares 2x Short NVDA Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.03,-5.74%,-67.78%,,23286.67
"SENS","Senseonics Holdings Inc","Healthcare","Medical Devices","USA",222.47,,15.51%,8.65%,6.80,-40.27%,-14.31%,2.12,466.86
"IRIX","IRIDEX Corp","Healthcare","Medical Devices","USA",16.67,,16.49%,2.28%,3.26,-23.63%,-45.51%,3.00,84.61
"CVRX","CVRx Inc","Healthcare","Medical Devices","USA",237.86,,30.51%,10.81%,7.99,21.81%,-32.38%,1.57,213.03
"RXRX","Recursion Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2064.20,,48.86%,30.99%,3.08,-18.01%,-36.84%,2.43,41715.98
"PETS","Petmed Express, Inc","Healthcare","Pharmaceutical Retailers","USA",34.68,,33.57%,11.21%,12.62,-47.78%,-63.58%,5.00,131.90
"MOGO","Mogo Inc","Technology","Software - Infrastructure","Canada",27.33,4.90,5.30%,1.68%,1.56,-39.04%,-24.50%,1.00,215.29
"YSG","Yatsen Holding Ltd ADR","Consumer Defensive","Household & Personal Products","China",403.71,,24.97%,0.89%,1.69,-36.26%,59.75%,1.50,320.97
"OPTT","Ocean Power Technologies","Industrials","Specialty Industrial Machinery","USA",70.72,,10.18%,11.01%,3.07,-24.25%,157.60%,1.00,6077.20
"BRCC","BRC Inc","Consumer Defensive","Packaged Foods","USA",302.99,,61.46%,6.35%,10.31,-23.33%,-58.81%,2.00,646.59
"NMTC","NeuroOne Medical Technologies Corp","Healthcare","Medical Devices","USA",30.74,,41.84%,0.10%,0.14,-21.23%,-6.97%,1.00,350.96
"PEW","GrabAGun Digital Holdings Inc","Industrials","Aerospace & Defense","USA",111.33,,14.21%,12.20%,3.17,-31.45%,-64.85%,1.00,783.77
"FENC","Fennec Pharmaceuticals Inc","Healthcare","Biotechnology","USA",224.96,,61.05%,4.17%,9.98,-7.51%,87.13%,1.00,98.32
"CIA","Citizens, Inc","Financial","Insurance - Life","USA",277.64,25.84,26.06%,9.44%,32.77,4.35%,20.52%,1.00,128.53
"SMSI","Smith Micro Software, Inc","Technology","Software - Application","USA",13.77,,6.33%,8.18%,2.49,-13.22%,-21.21%,1.00,520.84
"SRTA","Strata Critical Medical Inc","Healthcare","Medical Care Facilities","USA",353.24,,52.81%,4.27%,3.03,-8.09%,24.32%,1.00,858.02
"VTSI","VirTra Inc","Technology","Software - Application","USA",54.24,,17.28%,1.20%,2.67,-18.37%,-35.05%,1.00,47.21
"CDZI","Cadiz Inc","Utilities","Utilities - Regulated Water","USA",460.43,,43.23%,11.29%,6.41,55.62%,70.99%,1.00,969.45
"MRVI","Maravai LifeSciences Holdings Inc","Healthcare","Biotechnology","USA",887.31,,78.16%,12.29%,9.04,44.58%,-25.05%,2.09,1435.97
"DMAC","DiaMedica Therapeutics Inc","Healthcare","Biotechnology","USA",381.44,,24.90%,16.76%,10.61,22.07%,81.30%,1.00,388.34
"MCHX","Marchex Inc","Communication Services","Advertising Agencies","USA",64.06,,56.75%,0.13%,1.55,-26.40%,-13.17%,1.00,29.46
"IZEA","IZEA Worldwide Inc","Communication Services","Internet Content & Information","USA",83.40,,11.17%,0.59%,0.39,16.79%,69.69%,1.00,183.28
"MLGO","MicroAlgo Inc","Technology","Software - Infrastructure","China",85.31,0.89,1.66%,3.74%,1.10,-29.63%,-93.90%,,370.47
"RVP","Retractable Technologies Inc","Healthcare","Medical Instruments & Supplies","USA",24.53,,8.24%,0.12%,0.12,-3.43%,40.09%,,128.75
"BZFD","BuzzFeed Inc","Communication Services","Internet Content & Information","USA",33.49,,12.04%,3.54%,2.95,-55.22%,-71.88%,3.00,297.99
"MBOT","Microbot Medical Inc","Healthcare","Medical Instruments & Supplies","USA",117.47,,13.54%,6.49%,1.02,-57.95%,89.31%,1.00,4271.22
