"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"SNAP","Snap Inc","Communication Services","Internet Content & Information","USA",14548.95,,50.79%,7.26%,0.86,16.19%,-28.96%,2.89,92099.84
"SES","SES AI Corporation","Consumer Cyclical","Auto Parts","USA",944.77,,17.40%,3.67%,0.58,129.20%,475.94%,2.33,13926.11
"MRNA","Moderna Inc","Healthcare","Biotechnology","USA",9854.35,,78.55%,18.86%,5.89,-3.41%,-52.88%,2.93,11032.75
"SBGI","Sinclair Inc","Communication Services","Broadcasting","USA",996.75,17.92,46.42%,8.19%,6.09,20.01%,-15.52%,3.00,523.86
"TCPC","BlackRock TCP Capital Corp","Financial","Asset Management","USA",491.49,,23.01%,3.37%,4.21,-17.77%,-23.98%,3.50,679.16
"PR","Permian Resources Corp","Energy","Oil & Gas E&P","USA",10484.60,8.21,81.43%,5.03%,2.88,-4.68%,-7.94%,1.12,11983.59
"VET","Vermilion Energy Inc","Energy","Oil & Gas E&P","Canada",1175.03,,50.11%,3.03%,4.46,1.73%,-20.25%,2.27,1032.83
"AMCR","Amcor Plc","Consumer Cyclical","Packaging & Containers","Switzerland",19367.15,23.26,73.36%,3.26%,3.01,-13.24%,-17.75%,1.76,24898.72
"EFXT","Enerflex Ltd","Energy","Oil & Gas Equipment & Services","Canada",1589.25,12.48,78.59%,0.17%,0.42,42.70%,89.23%,1.56,477.43
"SMG","Scotts Miracle-Gro Company","Basic Materials","Agricultural Inputs","USA",3315.93,23.68,77.47%,7.51%,4.85,-1.75%,-37.27%,1.56,680.88
"TRNO","Terreno Realty Corp","Real Estate","REIT - Industrial","USA",6124.76,23.60,107.93%,5.20%,7.38,10.27%,-2.27%,2.18,712.20
"TRMD","Torm Plc","Energy","Oil & Gas Midstream","United Kingdom",2138.15,6.54,59.70%,2.53%,2.14,13.52%,-14.36%,2.11,676.81
"OVV","Ovintiv Inc","Energy","Oil & Gas E&P","USA",9466.78,40.96,93.50%,2.54%,2.09,-6.32%,-6.43%,1.62,3107.02
"DVN","Devon Energy Corp","Energy","Oil & Gas E&P","USA",20889.05,7.37,75.55%,2.67%,2.19,-1.12%,-15.95%,1.67,7334.73
"SMCI","Super Micro Computer Inc","Technology","Computer Hardware","USA",25411.13,34.17,53.22%,16.56%,2.75,-4.13%,64.27%,2.55,30785.41
"FTV","Fortive Corp","Technology","Scientific & Technical Instruments","USA",16198.19,29.12,109.17%,2.61%,2.33,8.28%,-4.87%,2.67,3541.75
"NTR","Nutrien Ltd","Basic Materials","Agricultural Inputs","Canada",26719.33,19.63,78.36%,1.06%,1.98,-1.58%,7.94%,2.18,2608.10
"QSG","QuantaSing Group Ltd ADR","Consumer Cyclical","Leisure","China",264.00,7.69,8.93%,2.64%,1.63,-13.25%,108.41%,1.00,602.08
"NOG","Northern Oil and Gas Inc","Energy","Oil & Gas E&P","USA",2025.00,3.42,115.91%,21.59%,10.56,-15.24%,-42.70%,2.08,1935.95
"KGC","Kinross Gold Corp","Basic Materials","Gold","Canada",29677.29,16.99,60.95%,2.27%,1.67,28.29%,144.23%,1.90,16494.95
"HBM","Hudbay Minerals Inc","Basic Materials","Copper","Canada",6259.66,21.75,72.72%,1.41%,0.73,64.11%,74.61%,1.06,7370.70
"PECO","Phillips Edison & Company Inc","Real Estate","REIT - Retail","USA",4778.25,56.54,85.95%,2.83%,3.81,4.42%,-9.40%,2.08,927.02
"CUZ","Cousins Properties Inc","Real Estate","REIT - Office","USA",4392.30,75.40,101.33%,4.49%,5.06,-2.06%,-15.15%,1.91,1477.26
"OR","OR Royalties Inc","Basic Materials","Gold","Canada",5948.37,75.91,83.21%,2.64%,4.16,3.95%,55.79%,1.91,1189.84
"CNQ","Canadian Natural Resources Ltd","Energy","Oil & Gas E&P","Canada",67194.76,11.40,77.03%,0.56%,1.74,6.14%,-6.07%,1.71,6568.64
"ALIT","Alight Inc","Technology","Software - Application","USA",1364.07,,96.72%,5.79%,3.08,-33.61%,-62.42%,1.29,8742.08
"MPLX","MPLX LP","Energy","Oil & Gas Midstream","USA",52846.70,11.01,21.13%,2.04%,4.84,3.07%,17.24%,2.00,1541.05
"TSLX","Sixth Street Specialty Lending Inc","Financial","Asset Management","USA",2079.81,10.79,52.36%,2.89%,4.94,-8.26%,10.60%,1.45,482.37
"CBL","CBL& Associates Properties, Inc","Real Estate","REIT - Retail","USA",957.70,14.81,79.07%,3.44%,8.51,9.67%,19.28%,1.00,109.71
"SD","Sandridge Energy Inc","Energy","Oil & Gas E&P","USA",452.05,6.02,60.23%,5.15%,5.61,13.05%,10.61%,1.00,287.55
"RWAY","Runway Growth Finance Corp","Financial","Asset Management","USA",356.37,5.16,56.87%,5.18%,7.17,-10.13%,-0.56%,2.27,258.07
"CCS","Century Communities Inc","Real Estate","Real Estate - Development","USA",1792.44,8.91,93.38%,8.25%,6.16,0.21%,-32.21%,2.00,344.28
"WTI","W & T Offshore Inc","Energy","Oil & Gas E&P","USA",290.71,,35.44%,21.47%,12.45,13.28%,-8.42%,1.00,1681.37
"ENB","Enbridge Inc","Energy","Oil & Gas Midstream","Canada",101939.31,22.99,52.74%,0.86%,5.40,-0.51%,14.50%,2.36,3475.18
"PFE","Pfizer Inc","Healthcare","Drug Manufacturers - General","USA",140492.13,14.40,66.94%,2.06%,2.10,0.53%,-10.99%,2.46,55605.12
"SOFI","SoFi Technologies Inc","Financial","Credit Services","USA",35786.67,54.56,53.88%,8.64%,1.44,36.61%,176.72%,2.88,69594.58
"HNI","HNI Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1847.36,13.52,83.30%,13.21%,8.71,-7.04%,-21.10%,1.00,677.15
"O","Realty Income Corp","Real Estate","REIT - Retail","USA",51457.37,52.61,79.49%,4.24%,7.13,-2.02%,-4.95%,2.54,5428.07
"OXY","Occidental Petroleum Corp","Energy","Oil & Gas E&P","USA",39239.77,23.42,77.89%,3.94%,3.78,-10.06%,-21.16%,2.63,10215.26
"EPD","Enterprise Products Partners L P","Energy","Oil & Gas Midstream","USA",66579.63,11.64,25.07%,2.09%,7.48,-2.20%,5.56%,1.86,4041.95
"ABR","Arbor Realty Trust Inc","Real Estate","REIT - Mortgage","USA",1876.84,12.26,59.10%,24.23%,17.55,-18.87%,-34.76%,3.50,2591.88
"CPB","Campbells Co","Consumer Defensive","Packaged Foods","USA",8978.72,15.02,70.19%,16.51%,5.41,-7.03%,-34.97%,3.10,5830.07
"KVUE","Kenvue Inc","Consumer Defensive","Household & Personal Products","USA",31150.95,21.85,102.47%,1.52%,0.83,-23.81%,-29.43%,2.53,34866.99
"NLY","Annaly Capital Management Inc","Real Estate","REIT - Mortgage","USA",14849.10,10.07,56.70%,1.45%,1.37,5.53%,14.18%,1.67,7194.26
"GSK","GSK Plc ADR","Healthcare","Drug Manufacturers - General","United Kingdom",93992.73,13.34,19.17%,0.66%,2.73,23.73%,26.51%,2.67,4891.59
"WEN","Wendy's Co","Consumer Cyclical","Restaurants","USA",1732.24,9.49,119.01%,13.41%,3.45,-9.91%,-53.90%,2.83,6722.02
"ADM","Archer Daniels Midland Co","Consumer Defensive","Farm Products","USA",27080.10,22.93,88.23%,2.61%,3.32,-2.58%,1.90%,3.08,3757.76
"ACHR","Archer Aviation Inc","Industrials","Aerospace & Defense","USA",6179.35,,54.55%,13.90%,1.62,-1.44%,195.68%,1.43,46519.74
"SPYD","State Street SPDR Portfolio S&P 500 High Dividend ETF","Financial","Exchange Traded Fund","USA",,,,,0.51,-1.72%,-5.41%,,1890.20
"UBS","UBS Group AG","Financial","Banks - Diversified","Switzerland",121664.43,17.29,44.94%,0.32%,5.26,-2.91%,25.76%,2.57,1785.61
"DD","DuPont de Nemours Inc","Basic Materials","Specialty Chemicals","USA",16602.11,,74.08%,1.64%,0.90,34.53%,15.82%,1.43,7627.25
"SCHD","Schwab US Dividend Equity ETF","Financial","Exchange Traded Fund","USA",,,,,0.12,-1.12%,-5.51%,,16620.72
"TNL","Travel+Leisure Co","Consumer Cyclical","Travel Services","USA",4064.71,10.39,95.27%,4.45%,4.09,7.32%,28.67%,1.55,670.06
