"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"OMER","Omeros Corporation","Healthcare","Biotechnology","USA",535.60,,45.33%,18.60%,3.69,86.27%,84.74%,1.80,3291.35
"SRRK","Scholar Rock Holding Corp","Healthcare","Biotechnology","USA",3596.12,,102.40%,24.03%,7.18,18.69%,40.32%,1.08,2492.66
"MGRX","Mangoceuticals Inc","Healthcare","Health Information Services","USA",15.60,,3.45%,1.64%,0.10,-5.43%,-39.34%,,1283.43
"BCAB","BioAtla Inc","Healthcare","Biotechnology","USA",46.39,,15.74%,9.97%,4.40,103.29%,-63.93%,2.33,1026.75
"ANGX","Angel Studios Inc","Communication Services","Entertainment","USA",654.91,,1.96%,1.60%,1.56,-61.69%,-42.94%,1.00,781.69
"QMCO","Quantum Corp","Technology","Computer Hardware","USA",104.82,,7.80%,14.82%,1.02,5.78%,82.18%,2.00,1851.08
"RLX","RLX Technology Inc ADR","Consumer Defensive","Tobacco","China",2338.01,33.25,21.13%,0.55%,1.56,15.25%,61.64%,1.50,2977.42
"HYPR","Hyperfine Inc","Healthcare","Medical Devices","USA",106.47,,9.00%,1.35%,1.51,-10.85%,23.52%,1.00,632.55
"HROW","Harrow Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1510.76,,59.49%,18.27%,7.69,6.45%,-18.27%,1.00,739.65
"TPCS","Techprecision Corp","Industrials","Metal Fabrication","USA",46.98,,18.63%,0.15%,0.32,-11.11%,38.42%,,42.27
"REKR","Rekor Systems Inc","Technology","Software - Infrastructure","USA",270.35,,24.38%,9.89%,2.24,98.15%,84.48%,1.00,5340.88
"WBD","Warner Bros. Discovery Inc","Communication Services","Entertainment","USA",57067.76,122.76,71.99%,3.19%,1.46,94.84%,149.78%,2.03,51102.48
"ICG","Intchains Group Ltd ADR","Technology","Semiconductors","China",31.49,22.53,0.43%,0.15%,0.24,-50.47%,-75.19%,1.00,189.45
"BNGO","Bionano Genomics Inc","Healthcare","Medical Instruments & Supplies","USA",14.83,,9.97%,11.22%,1.29,-51.75%,-90.44%,1.00,701.40
"TRIB","Trinity Biotech Plc ADR","Healthcare","Medical Devices","Ireland",15.86,,13.54%,0.40%,0.02,-44.02%,-45.41%,1.00,4114.10
"FVR","FrontView REIT Inc","Real Estate","REIT - Diversified","USA",396.50,,78.22%,2.93%,3.78,12.40%,-25.61%,2.33,144.97
"SGML","Sigma Lithium Corporation","Basic Materials","Other Industrial Metals & Mining","Brazil",674.36,,82.60%,9.99%,2.75,-6.05%,-55.41%,1.50,3851.06
"MCHX","Marchex Inc","Communication Services","Advertising Agencies","USA",69.81,,56.03%,0.13%,1.61,-20.20%,-15.96%,1.00,28.34
"AIRJ","AirJoule Technologies Corp","Industrials","Building Products & Equipment","USA",263.52,,7.61%,7.84%,8.25,-8.40%,-32.92%,1.00,186.83
"DBGI","Digital Brands Group Inc","Consumer Cyclical","Apparel Retail","USA",48.65,,0.74%,,0.18,-9.53%,19.60%,,268.16
"SDST","Stardust Power Inc","Industrials","Electrical Equipment & Parts","USA",31.25,,3.46%,5.90%,0.74,-9.88%,-95.18%,2.00,372.99
"PSKY","Paramount Skydance Corp","Communication Services","Entertainment","USA",16803.74,,67.81%,9.31%,4.75,16.15%,36.94%,3.41,9891.64
"EZPW","EZCorp, Inc","Financial","Credit Services","USA",1080.90,14.39,107.22%,20.28%,14.69,11.15%,50.81%,1.57,764.85
"RLMD","Relmada Therapeutics Inc","Healthcare","Biotechnology","USA",131.10,,24.95%,2.23%,0.43,494.88%,19.70%,3.00,1195.45
"ATER","Aterian Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",8.36,,4.97%,1.87%,1.30,-19.44%,-70.91%,2.00,105.40
"JBS","JBS N.V","Consumer Defensive","Packaged Foods","Netherlands",13990.23,10.10,9.64%,5.57%,3.10,-11.30%,9.04%,1.19,6235.35
"CNTX","Context Therapeutics Inc","Healthcare","Biotechnology","USA",106.58,,42.51%,1.41%,2.85,32.98%,-43.41%,1.00,297.82
"HYPD","Hyperion DeFi Inc","Healthcare","Biotechnology","USA",34.87,,15.99%,28.50%,1.90,-32.84%,-87.61%,3.00,726.35
"UHAL","U-Haul Holding Company","Industrials","Rental & Leasing Services","USA",9316.93,51.17,4.25%,11.87%,6.27,-11.05%,-28.44%,2.33,144.24
"ORLA","Orla Mining Ltd","Basic Materials","Gold","Canada",3955.33,94.70,66.28%,2.11%,2.30,20.56%,174.04%,1.40,2641.54
"SERA","Sera Prognostics Inc","Healthcare","Medical Devices","USA",112.66,,44.67%,1.90%,7.16,24.37%,-59.12%,1.67,66.69
"SOR","Source Capital","Financial","Closed-End Fund - Equity","USA",374.54,8.72,46.78%,0.04%,0.31,3.83%,7.65%,,8.85
"WBI","WaterBridge Infrastructure LLC","Energy","Oil & Gas Equipment & Services","USA",,,,,1.30,,,2.18,1032.32
"TRAK","ReposiTrak Inc","Technology","Software - Application","USA",274.99,41.71,40.31%,11.74%,24.95,-9.94%,-29.62%,1.00,56.69
"LSE","Leishen Energy Holding Co Ltd","Energy","Oil & Gas Equipment & Services","China",89.21,39.70,0.16%,0.02%,0.04,-2.24%,,,6.68
