"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"B","Barrick Mining Corp","Basic Materials","Gold","Canada",60032.25,22.09,66.53%,1.13%,0.93,49.74%,90.93%,1.74,20647.48
"BMNR","BitMine Immersion Technologies Inc","Financial","Capital Markets","USA",12030.36,,4.92%,7.00%,0.37,-32.34%,284.09%,1.00,50349.02
"TLRY","Tilray Brands Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",1454.67,,9.23%,9.42%,1.25,36.30%,-15.88%,2.80,83718.63
"CNF","CNFinance Holdings Ltd ADR","Financial","Mortgage Finance","China",34.64,,10.78%,,0.67,-21.09%,-54.09%,1.00,54.95
"SNDL","SNDL Inc","Consumer Defensive","Beverages - Wineries & Distilleries","Canada",468.47,,29.19%,0.78%,0.50,-9.90%,-11.65%,1.00,3913.01
"JOYY","JOYY Inc ADR","Communication Services","Internet Content & Information","Singapore",2120.49,,67.14%,1.69%,1.55,19.99%,77.99%,1.43,383.63
"AMKR","AMKOR Technology Inc","Technology","Semiconductor Equipment & Materials","USA",8716.04,28.41,45.70%,5.44%,1.82,44.75%,30.79%,2.33,2749.29
"CRON","Cronos Group Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",962.06,26.93,13.87%,1.54%,1.09,-1.86%,22.55%,2.00,2798.20
"BAC","Bank Of America Corp","Financial","Banks - Diversified","USA",392436.12,14.68,76.38%,1.46%,3.02,13.14%,18.34%,1.63,35316.76
"CPNG","Coupang Inc","Consumer Cyclical","Internet Retail","USA",53244.58,137.95,57.96%,1.61%,1.91,3.58%,21.45%,1.44,11190.68
"EPR","EPR Properties","Real Estate","REIT - Specialty","USA",3898.48,22.33,80.27%,6.38%,5.04,-3.99%,14.78%,2.46,944.47
"FMN","Federated Hermes Premier Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",87.10,,36.75%,0.16%,0.41,3.72%,-0.45%,,30.15
"FHI","Federated Hermes Inc","Financial","Asset Management","USA",3845.55,10.37,85.81%,2.77%,3.41,-4.96%,18.44%,2.56,601.83
"ACB","Aurora Cannabis Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",257.41,,11.98%,11.70%,3.68,-13.47%,-10.94%,2.20,1787.48
"BOX","Box Inc","Technology","Software - Infrastructure","USA",4542.89,25.18,107.70%,10.36%,7.83,0.95%,-6.54%,2.42,1844.97
