"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",5897.13,23.90,61.86%,20.92%,2.18,66.51%,130.55%,1.38,26023.74
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",5098.03,34.23,61.97%,15.47%,2.58,118.39%,326.19%,1.00,5615.94
"AMAT","Applied Materials Inc","Technology","Semiconductor Equipment & Materials","USA",178794.45,26.76,80.68%,2.48%,2.45,13.87%,11.73%,1.92,8021.58
"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",4747490.88,55.61,67.93%,0.97%,1.32,19.08%,47.02%,1.36,171778.49
"IESC","IES Holdings Inc","Industrials","Engineering & Construction","USA",7963.03,32.58,96.97%,4.70%,6.21,31.32%,87.63%,1.00,146.57
"INMD","Inmode Ltd","Healthcare","Medical Devices","Israel",1118.16,6.51,53.72%,4.79%,3.07,9.06%,8.03%,2.86,982.23
"NVMI","Nova Ltd","Technology","Semiconductor Equipment & Materials","Israel",9651.22,44.78,78.80%,6.90%,5.28,16.23%,56.97%,1.38,385.06
"NSSC","NAPCO Security Technologies Inc","Industrials","Security & Protection Services","USA",1544.99,36.41,91.07%,7.48%,6.84,41.69%,11.76%,1.33,372.84
"BLD","TopBuild Corp","Industrials","Engineering & Construction","USA",12094.35,21.18,104.63%,4.78%,3.46,14.82%,11.16%,1.57,386.62
"BLDR","Builders Firstsource Inc","Industrials","Building Products & Equipment","USA",14186.49,19.48,99.62%,6.38%,3.40,-2.06%,-33.56%,2.09,2014.69
"JHX","James Hardie Industries plc","Basic Materials","Building Materials","Ireland",12733.31,28.69,29.38%,2.81%,2.03,-17.51%,-40.51%,2.05,7950.39
"XPEL","XPEL Inc","Consumer Cyclical","Auto Parts","USA",945.21,19.45,73.20%,9.07%,10.20,-4.00%,-21.62%,1.00,222.90
