"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ADCT","Adc Therapeutics SA","Healthcare","Biotechnology","Switzerland",526.48,,59.58%,6.68%,7.32,35.78%,42.62%,1.00,885.00
"WEST","Westrock Coffee Company","Consumer Defensive","Packaged Foods","USA",397.95,,30.21%,14.69%,9.33,-35.68%,-45.99%,1.00,542.81
"GRWG","GrowGeneration Corp","Consumer Cyclical","Specialty Retail","USA",108.92,,37.15%,2.61%,2.22,25.52%,-2.15%,2.33,639.98
"CERT","Certara Inc","Healthcare","Health Information Services","USA",1374.54,128.04,82.45%,15.39%,9.49,-21.69%,-20.75%,2.15,1877.36
"RXT","Rackspace Technology Inc","Technology","Software - Infrastructure","USA",302.05,,16.82%,5.66%,5.22,5.98%,-55.56%,3.00,1040.67
"TRDA","Entrada Therapeutics Inc","Healthcare","Biotechnology","USA",317.99,,50.99%,3.97%,3.38,57.87%,-58.17%,1.00,264.64
"ARQ","Arq Inc","Industrials","Pollution & Treatment Controls","USA",163.95,,39.53%,4.23%,4.50,-47.76%,-44.99%,1.00,318.33
"BLND","Blend Labs Inc","Technology","Software - Application","USA",820.15,,49.04%,6.54%,3.76,11.18%,-33.53%,1.57,3420.18
"IRD","Opus Genetics Inc","Healthcare","Biotechnology","USA",136.28,,23.68%,1.74%,1.18,65.00%,69.23%,1.00,421.38
"PPSI","Pioneer Power Solutions Inc","Industrials","Electrical Equipment & Parts","USA",48.04,,6.94%,0.84%,0.04,-0.46%,-7.31%,1.00,1695.35
"PAL","Proficient Auto Logistics Inc","Industrials","Integrated Freight & Logistics","USA",244.27,,75.60%,7.96%,8.55,11.13%,-8.53%,1.75,200.48
"FFAI","Faraday Future Intelligent Electric Inc","Consumer Cyclical","Auto Manufacturers","USA",167.82,,14.95%,24.43%,3.29,-58.84%,-27.85%,,10167.35
"UNCY","Unicycive Therapeutics Inc","Healthcare","Biotechnology","USA",93.22,,37.69%,7.94%,2.51,12.31%,-1.01%,1.00,482.64
"COOK","Traeger Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",133.19,,35.51%,1.92%,2.52,-26.36%,-68.75%,2.75,439.62
"XERS","Xeris Biopharma Holdings Inc","Healthcare","Biotechnology","USA",1289.24,,55.10%,11.32%,7.30,1.17%,136.89%,1.33,2415.96
"CNVS","Cineverse Corp","Communication Services","Entertainment","USA",52.98,20.67,17.24%,3.18%,2.05,-45.69%,-10.93%,1.00,243.87
"GAU","Galiano Gold Inc","Basic Materials","Gold","Canada",617.51,,55.80%,0.78%,0.57,17.11%,70.64%,1.67,3415.24
"LRMR","Larimar Therapeutics Inc","Healthcare","Biotechnology","USA",294.40,,45.89%,18.72%,3.52,-14.22%,-62.98%,1.09,2582.80
"GOGO","Gogo Inc","Communication Services","Telecom Services","USA",990.52,,60.26%,25.03%,10.94,-38.99%,-9.54%,2.00,1773.71
"AESI","Atlas Energy Solutions Inc","Energy","Oil & Gas Equipment & Services","USA",1077.41,,73.46%,21.56%,6.84,-22.76%,-60.52%,2.54,2455.58
"BLMN","Bloomin Brands Inc","Consumer Cyclical","Restaurants","USA",563.29,,107.79%,9.92%,3.68,-5.57%,-51.94%,2.92,2244.46
"GALT","Galectin Therapeutics Inc","Healthcare","Biotechnology","USA",380.36,,16.45%,15.58%,21.20,66.32%,105.45%,1.00,325.61
"MVIS","Microvision Inc","Technology","Scientific & Technical Instruments","USA",288.87,,28.99%,17.30%,9.70,-14.30%,-11.94%,1.00,5301.70
"VLN","Valens Semiconductor Ltd","Technology","Semiconductors","Israel",182.89,,11.32%,0.51%,0.49,-18.01%,-7.49%,1.00,812.34
"MESA","Mesa Air Group Inc","Industrials","Airlines","USA",70.70,,17.32%,0.85%,2.08,49.43%,79.62%,3.00,132.47
"WTI","W & T Offshore Inc","Energy","Oil & Gas E&P","USA",287.11,,35.92%,20.52%,11.60,12.20%,-7.22%,1.00,1729.86
"LCTX","Lineage Cell Therapeutics Inc","Healthcare","Biotechnology","USA",451.07,,42.85%,15.55%,17.06,63.20%,107.46%,1.43,1981.50
"EVH","Evolent Health Inc","Healthcare","Health Information Services","USA",503.33,,115.55%,15.72%,5.04,-51.50%,-70.19%,1.13,3385.39
"PUBM","PubMatic Inc","Technology","Software - Application","USA",449.76,,57.47%,6.40%,3.11,15.77%,-40.81%,2.14,778.65
"BLZE","Backblaze Inc","Technology","Software - Infrastructure","USA",317.29,,44.29%,2.58%,1.93,-28.40%,-21.67%,1.12,721.17
"POWW","Outdoor Holding Co","Industrials","Aerospace & Defense","USA",221.34,,50.63%,4.70%,7.98,44.27%,41.04%,1.00,520.32
"HLLY","Holley Inc","Consumer Cyclical","Auto Parts","USA",468.78,,47.67%,1.81%,1.29,9.27%,36.01%,1.62,1068.31
"PRTH","Priority Technology Holdings Inc","Technology","Software - Infrastructure","USA",478.13,10.98,22.17%,7.18%,3.33,-23.36%,-20.97%,1.40,559.14
"GMGI","Golden Matrix Group Inc","Communication Services","Electronic Gaming & Multimedia","USA",138.41,,2.69%,7.68%,3.29,-26.87%,-67.11%,1.00,273.16
