"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"AMBR","Amber International Holding Ltd. ADR","Technology","Software - Infrastructure","Singapore",213.51,,0.68%,3.31%,1.54,-36.50%,-42.49%,1.00,154.77
"SLXN","Silexion Therapeutics Corp","Healthcare","Biotechnology","Israel",9.03,,1.59%,3.95%,0.19,-62.64%,-93.03%,1.00,472.48
"XXII","22nd Century Group Inc","Consumer Defensive","Tobacco","USA",7.27,,3.49%,5.61%,0.23,-42.22%,-99.64%,2.00,1578.73
"WOOF","Petco Health and Wellness Co Inc","Consumer Cyclical","Specialty Retail","USA",952.88,,54.98%,13.44%,5.88,5.26%,-18.47%,3.08,3148.06
"AMIX","Autonomix Medical Inc","Healthcare","Medical Devices","USA",7.29,,4.81%,4.44%,0.05,-3.64%,-83.12%,1.00,5287.66
"MOB","Mobilicom Limited ADR","Industrials","Aerospace & Defense","Israel",32.00,,26.65%,10.91%,1.04,3.75%,390.04%,1.00,506.34
"SUPV","Grupo Supervielle S.A. ADR","Financial","Banks - Regional","Argentina",865.84,14.97,22.18%,5.76%,1.65,37.69%,3.77%,2.50,2751.62
"WULF","TeraWulf Inc","Financial","Capital Markets","USA",6213.24,,67.35%,40.44%,2.47,57.20%,99.19%,1.14,42716.24
"SRG","Seritage Growth Properties","Real Estate","Real Estate Services","USA",212.34,,39.98%,13.65%,36.96,2.72%,-11.29%,1.00,138.67
"XP","XP Inc","Financial","Capital Markets","Brazil",10059.33,11.55,61.83%,4.97%,2.75,2.72%,20.21%,1.50,7187.02
"GAP","Gap, Inc","Consumer Cyclical","Apparel Retail","USA",10214.93,12.33,60.91%,8.56%,2.05,26.98%,10.70%,2.10,10187.06
"INOD","Innodata Inc","Technology","Information Technology Services","USA",1826.91,59.11,55.35%,14.22%,2.11,45.13%,28.08%,1.20,2037.49
"M","Macy's Inc","Consumer Cyclical","Department Stores","USA",6022.58,12.74,89.01%,7.26%,2.19,67.89%,37.61%,3.00,8885.71
"YTRA","Yatra Online Inc","Consumer Cyclical","Travel Services","India",100.75,245.45,39.77%,0.22%,0.67,13.29%,10.20%,1.00,154.66
"CGC","Canopy Growth Corporation","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",414.06,,11.15%,12.79%,1.82,-35.64%,-68.97%,3.00,23994.58
"ALNT","Allient Inc","Technology","Electronic Components","USA",917.32,48.46,72.73%,3.69%,2.61,14.39%,120.35%,2.00,202.64
"UNFI","United Natural Foods Inc","Consumer Defensive","Food Distribution","USA",2282.35,,94.45%,5.88%,3.40,34.78%,59.38%,2.50,1030.92
"LW","Lamb Weston Holdings Inc","Consumer Defensive","Packaged Foods","USA",8306.80,28.62,90.68%,2.68%,2.06,5.97%,-22.50%,2.46,1797.05
"NIQ","NIQ Global Intelligence plc","Financial","Closed-End Fund - Debt","USA",4472.20,,20.54%,7.99%,3.62,-10.45%,,1.46,1525.04
"CATO","Cato Corp","Consumer Cyclical","Apparel Retail","USA",68.84,,29.83%,2.42%,5.26,-11.20%,-3.86%,3.00,67.84
"COMM","CommScope Holding Company Inc","Technology","Communication Equipment","USA",4326.85,,92.26%,6.85%,2.91,22.37%,317.31%,1.75,4996.52
"SOFI","SoFi Technologies Inc","Financial","Credit Services","USA",34356.17,51.66,53.34%,9.73%,1.58,9.41%,82.63%,2.88,73682.78
"ERIC","Telefonaktiebolaget L M Ericsson ADR","Technology","Communication Equipment","Sweden",29333.21,12.89,10.61%,0.93%,1.85,20.73%,17.32%,3.03,15506.22
"SCSC","Scansource, Inc","Technology","Electronics & Computer Distribution","USA",906.89,12.88,100.32%,2.00%,2.17,-6.43%,-19.12%,2.33,197.99
"RGS","Regis Corp","Consumer Cyclical","Personal Services","USA",67.04,0.62,15.10%,3.97%,4.82,28.90%,20.13%,1.00,16.96
