"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",5608.71,37.66,66.97%,15.80%,2.25,150.34%,256.70%,1.00,6566.59
"GGAL","Grupo Financiero Galicia ADR","Financial","Banks - Regional","Argentina",7296.77,7.76,23.97%,5.47%,2.33,9.11%,2.19%,1.29,3111.20
"CRMD","CorMedix Inc","Healthcare","Biotechnology","USA",909.24,15.54,44.31%,23.06%,4.77,-0.56%,-11.00%,1.00,3391.88
"NVMI","Nova Ltd","Technology","Semiconductor Equipment & Materials","Israel",10455.54,48.52,84.29%,4.83%,3.61,35.20%,92.69%,1.38,394.11
"LRCX","Lam Research Corp","Technology","Semiconductor Equipment & Materials","USA",203344.99,35.67,86.39%,2.59%,2.72,70.70%,108.41%,1.71,11925.38
"KLAC","KLA Corp","Technology","Semiconductor Equipment & Materials","USA",165051.65,41.23,91.06%,2.24%,2.94,42.59%,86.22%,2.27,1002.60
"AMAT","Applied Materials Inc","Technology","Semiconductor Equipment & Materials","USA",188421.39,28.20,80.68%,2.33%,2.24,31.36%,26.81%,1.86,8283.06
"ITRI","Itron Inc","Technology","Scientific & Technical Instruments","USA",6337.88,23.68,112.60%,8.73%,5.72,11.31%,34.74%,1.50,688.30
"MU","Micron Technology Inc","Technology","Semiconductors","USA",257493.68,30.26,80.52%,2.25%,1.08,110.19%,112.58%,1.41,23291.61
"GCT","GigaCloud Technology Inc","Technology","Software - Infrastructure","USA",1129.23,9.02,31.20%,13.38%,3.37,34.62%,24.04%,1.50,1002.23
"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",5035932.13,58.98,67.95%,0.90%,1.20,16.51%,46.42%,1.32,175588.09
"ACLS","Axcelis Technologies Inc","Technology","Semiconductor Equipment & Materials","USA",2624.60,17.31,100.55%,14.73%,7.37,25.09%,-5.81%,2.38,606.71
"IESC","IES Holdings Inc","Industrials","Engineering & Construction","USA",8385.14,34.31,97.14%,4.87%,6.49,19.62%,103.05%,1.00,145.34
"UI","Ubiquiti Inc","Technology","Communication Equipment","USA",46872.93,65.88,5.25%,12.45%,2.82,77.91%,202.74%,3.33,185.40
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",5444.59,22.06,62.07%,21.18%,2.02,70.36%,61.96%,1.38,28431.32
"WSM","Williams-Sonoma, Inc","Consumer Cyclical","Specialty Retail","USA",24583.38,22.19,92.30%,5.64%,5.41,7.91%,49.78%,2.48,1222.10
"NSSC","NAPCO Security Technologies Inc","Industrials","Security & Protection Services","USA",1584.92,37.35,90.37%,7.41%,6.89,45.56%,15.13%,1.33,366.49
"AYI","Acuity Inc","Industrials","Electrical Equipment & Parts","USA",11193.02,29.17,95.73%,2.03%,2.20,17.43%,20.63%,2.00,281.63
"CROX","Crocs Inc","Consumer Cyclical","Footwear & Accessories","USA",4751.16,23.36,103.11%,13.02%,3.06,-12.77%,-34.96%,2.53,2252.89
"BLD","TopBuild Corp","Industrials","Engineering & Construction","USA",12521.25,21.92,103.50%,5.04%,3.89,20.13%,21.20%,1.53,362.11
