"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CCLD","CareCloud Inc","Healthcare","Health Information Services","USA",149.82,,19.20%,2.01%,1.44,50.64%,25.53%,2.00,500.78
"TMHC","Taylor Morrison Home Corp","Consumer Cyclical","Residential Construction","USA",6869.60,8.02,98.27%,3.23%,2.57,21.44%,1.22%,1.64,1210.46
"ODD","ODDITY Tech Ltd","Technology","Software - Infrastructure","Israel",3516.06,35.15,79.63%,13.02%,5.24,-11.28%,79.23%,1.82,869.24
"NSSC","NAPCO Security Technologies Inc","Industrials","Security & Protection Services","USA",1541.78,36.34,91.18%,7.91%,7.82,50.98%,12.52%,1.33,344.87
"YETI","YETI Holdings Inc","Consumer Cyclical","Leisure","USA",2908.64,17.08,104.99%,9.06%,3.41,21.43%,-8.32%,2.41,2138.83
"ENVA","Enova International Inc","Financial","Credit Services","USA",3050.79,12.95,98.59%,8.26%,6.04,27.48%,53.77%,1.25,322.85
"IESC","IES Holdings Inc","Industrials","Engineering & Construction","USA",7306.05,29.90,97.05%,4.05%,5.25,35.57%,128.40%,1.00,149.45
"INMD","Inmode Ltd","Healthcare","Medical Devices","Israel",1043.38,6.08,53.82%,5.50%,2.72,12.19%,-11.97%,2.86,1270.89
"ACLS","Axcelis Technologies Inc","Technology","Semiconductor Equipment & Materials","USA",2827.70,18.40,102.89%,14.85%,9.15,31.43%,-12.85%,2.67,499.17
"RL","Ralph Lauren Corp","Consumer Cyclical","Apparel Manufacturing","USA",19086.80,25.14,64.57%,4.16%,2.36,18.68%,76.33%,1.74,661.90
