"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CLIR","ClearSign Technologies Corp","Industrials","Pollution & Treatment Controls","USA",47.19,,8.63%,0.77%,0.40,66.69%,-2.17%,1.00,783.75
"BKYI","Bio-Key International Inc","Industrials","Security & Protection Services","USA",7.14,,1.24%,0.36%,0.00,33.83%,-15.45%,1.00,4411.24
"CTM","Castellum Inc","Technology","Information Technology Services","USA",112.20,,35.32%,4.57%,0.76,2.25%,715.75%,1.00,4066.30
"RDGT","Ridgetech Inc","Healthcare","Pharmaceutical Retailers","China",11.77,,0.79%,1.70%,2.50,58.27%,-20.55%,,25.13
"SWAG","Stran & Company Inc","Communication Services","Advertising Agencies","USA",37.58,,6.24%,0.23%,0.23,45.68%,79.20%,1.00,99.23
"RCT","RedCloud Holdings PLC","Technology","Software - Application","United Kingdom",93.76,,2.48%,0.29%,0.06,-0.93%,,1.00,1965.12
"BYSI","BeyondSpring Inc","Healthcare","Biotechnology","USA",87.12,,3.71%,6.98%,56.17,5.37%,1.89%,2.00,37.50
"CTW","CTW Cayman","Communication Services","Electronic Gaming & Multimedia","Japan",146.64,55.42,,2.14%,0.26,25.67%,,,199.16
"VRA","Vera Bradley Inc","Consumer Cyclical","Footwear & Accessories","USA",65.65,,56.30%,9.14%,8.57,22.40%,-54.28%,1.00,203.17
"EB","Eventbrite Inc","Communication Services","Internet Content & Information","USA",254.66,,65.75%,4.20%,5.26,3.90%,-22.15%,3.00,589.19
"TV","Grupo Televisa SAB ADR","Communication Services","Telecom Services","Mexico",1227.79,,47.82%,0.36%,0.72,21.13%,14.23%,2.36,2161.29
"AAME","Atlantic American Corp","Financial","Insurance - Life","USA",63.13,31.20,4.28%,0.62%,0.63,37.56%,84.23%,,37.59
"APYX","Apyx Medical Corp","Healthcare","Medical Devices","USA",127.08,,41.81%,0.97%,3.27,50.67%,187.18%,2.00,95.56
"HLLY","Holley Inc","Consumer Cyclical","Auto Parts","USA",407.89,,47.52%,1.58%,1.63,4.80%,23.54%,1.62,741.48
"TBLA","Taboola.com Ltd","Communication Services","Internet Content & Information","USA",1130.55,52.70,16.67%,4.74%,4.19,20.85%,16.80%,1.86,1405.51
"MI","NFT Ltd","Consumer Cyclical","Internet Retail","Hong Kong",20.64,,1.24%,0.28%,0.49,49.82%,-52.17%,,24.98
"RDNW","RideNow Group Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",156.08,,42.74%,5.61%,1.86,105.01%,-20.85%,2.33,690.89
"CTKB","Cytek BioSciences Inc","Healthcare","Medical Devices","USA",581.79,,59.54%,5.43%,7.01,20.05%,-16.36%,2.20,895.71
"SOTK","Sono-Tek Corp","Technology","Scientific & Technical Instruments","USA",72.10,47.86,42.10%,0.21%,0.89,40.80%,4.51%,2.00,29.25
"NTRP","NextTrip Inc","Consumer Cyclical","Travel Services","USA",39.80,,0.60%,1.31%,1.40,19.64%,187.57%,1.00,38.93
"SB","Safe Bulkers, Inc","Industrials","Marine Shipping","Monaco",487.03,11.15,29.66%,2.91%,4.24,14.14%,10.44%,1.00,348.66
"ACRE","Ares Commercial Real Estate Corp","Real Estate","REIT - Mortgage","USA",276.12,,45.73%,3.49%,4.54,20.67%,-20.57%,3.43,397.74
"AMPY","Amplify Energy Corp","Energy","Oil & Gas E&P","USA",204.00,,43.61%,10.74%,2.74,43.18%,-25.11%,1.00,1279.64
"PBYI","Puma Biotechnology Inc","Healthcare","Biotechnology","USA",265.86,5.38,57.73%,8.84%,5.23,8.82%,78.31%,4.00,642.99
"PANL","Pangaea Logistics Solutions Ltd","Industrials","Marine Shipping","USA",354.59,24.87,37.12%,2.66%,4.54,11.83%,-14.54%,1.00,175.96
"NVFY","Nova Lifestyle Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",231.59,,0.41%,2.42%,0.74,208.24%,478.35%,,1319.18
"SJT","San Juan Basin Royalty Trust","Energy","Oil & Gas E&P","USA",280.82,,34.36%,2.30%,4.76,3.52%,58.97%,,225.05
"AENT","Alliance Entertainment Holding Corporation","Communication Services","Entertainment","USA",327.40,21.71,47.12%,8.77%,4.28,20.54%,44.38%,1.00,62.73
"SLSR","Solaris Resources Inc","Basic Materials","Other Precious Metals & Mining","Canada",1125.51,,30.51%,1.67%,22.93,27.39%,180.58%,1.29,65.05
"KODK","Eastman Kodak Co","Industrials","Specialty Business Services","USA",559.80,,45.81%,13.54%,5.06,1.92%,37.65%,,1381.33
