"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"KW","Kennedy-Wilson Holdings Inc","Real Estate","Real Estate Services","USA",1351.42,,83.63%,2.70%,4.09,31.37%,-8.07%,3.00,770.88
"SNDA","Sonida Senior Living Inc","Healthcare","Medical Care Facilities","USA",555.66,,88.69%,1.29%,11.08,21.63%,16.50%,3.00,20.93
"DBD","Diebold Nixdorf Inc","Technology","Software - Application","USA",2316.70,,121.35%,2.38%,4.54,5.40%,35.88%,1.00,188.54
"AUGO","Aura Minerals Inc","Basic Materials","Gold","USA",2793.71,,13.24%,0.91%,0.82,32.38%,217.76%,1.00,384.53
"KGC","Kinross Gold Corp","Basic Materials","Gold","Canada",29336.03,16.80,60.88%,2.27%,1.65,28.24%,141.18%,1.90,16696.77
"KRT","Karat Packaging Inc","Consumer Cyclical","Packaging & Containers","USA",509.55,15.96,31.80%,2.56%,2.28,-5.16%,-4.91%,1.67,97.23
"MCS","Marcus Corp","Communication Services","Entertainment","USA",462.53,65.57,61.11%,3.98%,3.65,2.05%,-25.27%,1.00,242.82
"AMOD","Alpha Modus Holdings Inc","Technology","Software - Application","USA",44.48,,1.85%,4.16%,2.25,-1.85%,-91.00%,,165.07
"SU","Suncor Energy, Inc","Energy","Oil & Gas Integrated","Canada",50010.17,13.50,69.19%,0.66%,2.11,5.61%,9.66%,1.96,3803.93
"CLAR","Clarus Corp","Consumer Cyclical","Leisure","USA",131.72,,57.55%,4.16%,7.56,9.58%,-23.09%,2.33,158.54
"SCL","Stepan Co","Basic Materials","Specialty Chemicals","USA",992.86,22.25,85.15%,1.81%,2.26,-10.94%,-39.77%,2.50,172.46
"TSLY","YieldMax TSLA Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.16,12.86%,-21.97%,,28161.46
