"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"NNNN","Anbio Biotechnology","Healthcare","Medical Instruments & Supplies","Germany",2010.16,230.53,0.07%,0.31%,1.88,-68.64%,,,66.01
"NCEL","NewcelX Ltd","Healthcare","Biotechnology","Switzerland",2.41,,38.50%,,0.06,-70.08%,-84.42%,3.00,167.39
"AJG","Arthur J. Gallagher & Co","Financial","Insurance Brokers","USA",64535.88,40.09,89.04%,1.50%,2.48,-12.07%,-10.49%,1.83,1539.08
"FND","Floor & Decor Holdings Inc","Consumer Cyclical","Home Improvement Retail","USA",6645.32,30.84,106.95%,9.01%,4.23,-22.65%,-40.16%,2.72,2270.07
"ITGR","Integer Holdings Corp","Healthcare","Medical Devices","USA",2403.98,28.73,114.68%,7.65%,3.25,-34.88%,-44.78%,2.36,807.64
"HSY","Hershey Company","Consumer Defensive","Confectioners","USA",33652.24,24.82,62.95%,5.59%,5.41,-12.00%,-6.55%,2.81,1502.08
"GGLS","Direxion Daily GOOGL Bear 1X Shares","Financial","Exchange Traded Fund","USA",,,,,0.00,-30.20%,-43.38%,,1231.94
"GHI","Greystone Housing Impact Investors LP","Financial","Mortgage Finance","USA",199.03,,8.57%,0.19%,0.56,-21.20%,-32.15%,1.00,77.35
"ACOG","Alpha Cognition Inc","Healthcare","Biotechnology","USA",121.23,,51.46%,0.56%,0.80,-37.97%,-41.99%,1.00,88.25
"BRO","Brown & Brown, Inc","Financial","Insurance Brokers","USA",26968.82,23.71,79.57%,3.10%,3.13,-13.95%,-24.51%,2.65,2882.83
"TMUS","T-Mobile US Inc","Communication Services","Telecom Services","USA",230736.72,19.84,37.44%,2.20%,2.45,-13.77%,-7.56%,1.74,4426.26
"LIN","Linde Plc","Basic Materials","Specialty Chemicals","United Kingdom",195156.64,27.98,83.31%,1.16%,2.89,-11.36%,-8.38%,1.70,1861.03
"RSG","Republic Services, Inc","Industrials","Waste Management","USA",64308.75,30.87,59.59%,1.91%,3.14,-11.80%,4.92%,1.96,1233.27
"OMI","Owens & Minor, Inc","Healthcare","Medical Distribution","USA",269.94,,102.93%,11.35%,3.67,-45.72%,-72.54%,3.00,2295.71
"MO","Altria Group Inc","Consumer Defensive","Tobacco","USA",96204.67,10.93,61.98%,2.12%,4.36,-9.25%,5.23%,2.82,8173.70
"CUBE","CubeSmart","Real Estate","REIT - Industrial","USA",8572.10,24.00,99.19%,2.55%,3.40,-5.29%,-21.80%,2.11,1691.31
