"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"SMCI","Super Micro Computer Inc","Technology","Computer Hardware","USA",31133.98,31.57,52.02%,18.52%,2.89,7.49%,24.82%,2.55,32751.79
"MU","Micron Technology Inc","Technology","Semiconductors","USA",203848.63,24.02,80.78%,2.27%,1.13,49.62%,69.44%,1.58,22511.45
"LRCX","Lam Research Corp","Technology","Semiconductor Equipment & Materials","USA",180062.79,34.34,85.87%,2.48%,2.79,44.48%,72.64%,1.71,11168.11
"AMAT","Applied Materials Inc","Technology","Semiconductor Equipment & Materials","USA",173460.93,25.96,80.53%,2.51%,2.58,14.59%,6.26%,1.86,7735.03
"AYI","Acuity Inc","Industrials","Electrical Equipment & Parts","USA",11124.07,28.60,95.84%,1.80%,2.00,18.62%,34.44%,1.80,274.80
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",3855.01,25.88,61.96%,15.55%,2.51,73.29%,179.28%,1.00,5793.48
"NVMI","Nova Ltd","Technology","Semiconductor Equipment & Materials","Israel",9757.83,45.28,78.50%,5.58%,4.35,19.86%,58.06%,1.38,377.76
"GRBK","Green Brick Partners Inc","Consumer Cyclical","Residential Construction","USA",3322.28,9.75,77.69%,3.37%,5.37,15.77%,-8.13%,2.33,251.36
"INMD","Inmode Ltd","Healthcare","Medical Devices","Israel",1062.85,6.19,53.70%,5.59%,3.51,0.46%,-12.34%,2.86,1000.95
"JHX","James Hardie Industries plc","Basic Materials","Building Materials","Ireland",11386.85,25.66,18.20%,2.52%,1.74,-30.58%,-50.13%,2.11,8332.73
"RL","Ralph Lauren Corp","Consumer Cyclical","Apparel Manufacturing","USA",19233.43,25.34,64.54%,3.47%,1.97,15.63%,61.51%,1.74,660.18
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",4101.01,16.62,61.85%,20.48%,2.24,16.91%,44.60%,1.38,24768.25
"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",4549932.13,53.29,67.90%,0.93%,1.25,19.07%,54.23%,1.33,173381.79
"GBX","Greenbrier Cos., Inc","Industrials","Railroads","USA",1429.91,6.50,102.55%,8.09%,5.64,-18.64%,-7.47%,2.50,429.85
