"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"DVLT","Datavault AI Inc","Technology","Software - Infrastructure","USA",225.12,,2.79%,13.93%,0.25,94.77%,-37.32%,1.00,31627.24
"VFF","Village Farms International Inc","Consumer Defensive","Farm Products","USA",342.44,33.33,14.69%,4.86%,2.32,176.36%,234.47%,1.00,2094.85
"AREC","American Resources Corporation","Basic Materials","Coking Coal","USA",247.05,,9.64%,10.09%,1.81,252.47%,285.16%,1.00,3259.55
"KIDZ","Classover Holdings Inc","Consumer Defensive","Education & Training Services","USA",30.03,,5.09%,10.68%,0.71,-58.50%,-88.92%,,1595.95
"CMDB","Costamare Bulkers Holdings Ltd","Industrials","Marine Shipping","Monaco",320.45,,21.25%,1.70%,1.54,52.48%,,,95.97
"ENLT","Enlight Renewable Energy Ltd","Utilities","Utilities - Renewable","Israel",3901.87,32.13,46.96%,0.08%,3.65,30.22%,83.97%,2.50,28.16
"KWM","K Wave Media Ltd","Communication Services","Entertainment","Cayman Islands",168.25,,0.22%,0.45%,0.53,-21.30%,-75.90%,,531.96
"RZLV","Rezolve AI PLC","Technology","Software - Infrastructure","United Kingdom",1493.41,,5.44%,12.69%,0.70,99.31%,-18.50%,1.00,14418.04
"EGG","Enigmatig Ltd","Industrials","Consulting Services","Singapore",199.99,,0.05%,0.14%,0.05,105.76%,,,251.54
"YRD","Yiren Digital Ltd ADR","Financial","Credit Services","China",522.78,2.95,2.78%,,0.57,3.07%,32.10%,4.60,83.69
"PSKY","Paramount Skydance Corp","Communication Services","Entertainment","USA",20430.70,,81.64%,11.66%,3.45,48.76%,81.90%,3.54,17081.80
"MOS","Mosaic Company","Basic Materials","Agricultural Inputs","USA",11273.12,,,,2.88,-2.63%,40.12%,,4676.83
"DKNG","DraftKings Inc","Consumer Cyclical","Gambling","USA",37803.96,,83.41%,6.64%,3.59,-0.91%,3.41%,1.35,8853.68
"MEOH","Methanex Corp","Basic Materials","Chemicals","Canada",3086.64,11.03,70.01%,1.75%,2.33,20.57%,-1.11%,1.27,499.62
"VZ","Verizon Communications Inc","Communication Services","Telecom Services","USA",184087.28,10.14,67.56%,2.20%,5.17,0.90%,-2.00%,2.32,17974.22
