"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"EOLS","Evolus Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",423.37,,86.06%,24.98%,9.13,-29.93%,-61.27%,1.29,1388.86
"RXRX","Recursion Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2811.62,,53.76%,40.06%,4.45,17.18%,-2.29%,2.43,29990.45
"KPTI","Karyopharm Therapeutics Inc","Healthcare","Biotechnology","USA",51.94,,59.73%,28.53%,11.07,47.17%,-53.63%,1.67,203.81
"INDI","Indie Semiconductor Inc","Technology","Semiconductor Equipment & Materials","USA",1268.05,,88.40%,28.81%,12.84,19.23%,55.59%,1.00,4337.76
"SANA","Sana Biotechnology Inc","Healthcare","Biotechnology","USA",1478.74,,43.51%,22.94%,7.10,28.45%,43.26%,1.00,4708.90
"IRBT","Irobot Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",173.47,,43.97%,28.07%,5.00,19.18%,-32.73%,3.00,1642.03
"TSHA","Taysha Gene Therapies Inc","Healthcare","Biotechnology","USA",1452.36,,87.00%,22.29%,8.60,105.56%,164.88%,1.08,5761.33
"ABSI","Absci Corp","Healthcare","Biotechnology","USA",709.49,,60.00%,25.32%,5.73,64.76%,16.58%,1.00,5768.13
"REPL","Replimune Group Inc","Healthcare","Biotechnology","USA",367.25,,96.85%,26.96%,1.79,-62.36%,-59.02%,3.00,10009.68
"ALT","Altimmune Inc","Healthcare","Biotechnology","USA",352.59,,42.90%,29.97%,9.08,-1.36%,-36.59%,1.67,2885.14
"PGEN","Precigen Inc","Healthcare","Biotechnology","USA",1023.53,,27.55%,30.78%,4.25,88.74%,282.26%,1.50,8883.49
"CRDF","Cardiff Oncology Inc","Healthcare","Biotechnology","USA",159.99,,38.57%,24.85%,9.08,-45.96%,-8.56%,1.25,1670.93
"WTI","W & T Offshore Inc","Energy","Oil & Gas E&P","USA",335.84,,35.61%,21.17%,12.11,33.18%,1.07%,1.00,1703.21
"SLS","SELLAS Life Sciences Group Inc","Healthcare","Biotechnology","USA",224.88,,25.57%,22.36%,9.88,12.41%,72.23%,1.00,2332.17
"SPWR","Complete Solaria Inc","Technology","Solar","USA",159.15,,19.68%,22.10%,11.89,13.31%,-18.16%,1.00,977.49
