"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"JYD","Jayud Global Logistics Ltd","Industrials","Integrated Freight & Logistics","China",23.76,,0.13%,0.15%,0.06,-8.28%,-76.83%,,1148.52
"RAYA","Erayak Power Solution Group Inc","Industrials","Electrical Equipment & Parts","China",13.82,,0.02%,16.77%,0.37,-96.79%,-90.12%,,60185.24
"LESL","Leslies Inc","Consumer Cyclical","Specialty Retail","USA",60.55,,73.63%,7.07%,3.12,-29.71%,-88.51%,2.90,4065.64
"TSSI","TSS Inc","Technology","Information Technology Services","USA",521.47,51.69,25.92%,33.16%,1.64,-31.81%,230.66%,,3002.90
"ETHD","ProShares UltraShort Ether ETF","Financial","Exchange Traded Fund","USA",,,,,0.01,-79.14%,-94.93%,,16049.59
"SMLR","Semler Scientific Inc","Healthcare","Medical Devices","USA",476.86,13.27,74.38%,19.26%,3.31,-23.28%,29.93%,1.00,755.46
"CTM","Castellum Inc","Technology","Information Technology Services","USA",106.02,,26.46%,2.59%,0.66,6.54%,545.16%,1.00,2567.69
"CRE","Cre8 Enterprise Ltd","Industrials","Specialty Business Services","Hong Kong",17.40,21.05,,1.22%,0.09,,,,1799.92
"BULL","Webull Corp","Technology","Software - Application","USA",7040.49,,20.73%,5.25%,0.68,36.64%,26.22%,1.00,13463.49
"PLTK","Playtika Holding Corp","Communication Services","Electronic Gaming & Multimedia","Israel",1384.81,15.99,17.10%,12.24%,4.59,-19.01%,-53.30%,2.09,1953.20
"CHYM","Chime Financial Inc","Technology","Software - Application","USA",9411.73,,27.08%,3.64%,2.36,-14.92%,,1.86,2848.06
"MRNA","Moderna Inc","Healthcare","Biotechnology","USA",10419.59,,73.76%,17.42%,5.87,4.32%,-61.67%,2.89,10200.10
"SMCL","GraniteShares 2x Long SMCI Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.20,9.38%,,,1410.02
"SMCX","Defiance Daily Target 2x Long SMCI ETF","Financial","Exchange Traded Fund","USA",,,,,1.17,7.60%,-78.52%,,2281.10
"ASTS","AST SpaceMobile Inc","Technology","Communication Equipment","USA",17040.37,,32.33%,19.35%,3.52,-5.32%,67.95%,2.00,11243.76
"STFS","Star Fashion Culture Holdings Ltd","Communication Services","Advertising Agencies","China",2.38,24.11,0.50%,19.92%,0.17,-84.98%,,,4134.48
"CTMX","CytomX Therapeutics Inc","Healthcare","Biotechnology","USA",341.37,3.62,65.38%,21.97%,10.17,-4.17%,73.95%,1.38,2651.16
"GSIW","Garden Stage Ltd","Financial","Capital Markets","Hong Kong",33.59,,21.76%,11.68%,0.29,-89.66%,-93.22%,,18608.42
"VKTX","Viking Therapeutics Inc","Healthcare","Biotechnology","USA",2946.06,,68.15%,24.45%,4.33,5.39%,-59.35%,1.12,6167.51
"SPCE","Virgin Galactic Holdings Inc","Industrials","Aerospace & Defense","USA",195.30,,20.42%,20.13%,3.56,14.96%,-48.54%,3.00,3212.01
"NI","NiSource Inc","Utilities","Utilities - Regulated Gas","USA",19538.12,22.05,97.92%,2.33%,2.53,2.43%,21.79%,2.08,4325.49
"LUNR","Intuitive Machines Inc","Industrials","Aerospace & Defense","USA",1784.51,,60.13%,25.11%,3.56,-0.15%,33.67%,1.78,7523.62
"SMCI","Super Micro Computer Inc","Technology","Computer Hardware","USA",27978.39,28.37,52.09%,18.61%,2.60,15.14%,7.76%,2.63,36568.96
"ETHZ","ETHZilla Corp","Healthcare","Biotechnology","USA",425.90,,6.91%,0.72%,0.08,199.41%,27.58%,1.00,13555.03
"NVDY","YieldMax NVDA Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.72,3.93%,-25.39%,,4245.71
