"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"BKKT","Bakkt Holdings Inc","Technology","Software - Infrastructure","USA",315.93,,15.28%,21.27%,2.14,11.41%,24.61%,1.00,1209.50
"RPID","Rapid Micro Biosystems Inc","Healthcare","Medical Devices","USA",154.74,,9.69%,1.53%,3.81,10.41%,316.68%,1.00,89.37
"TTGT","Techtarget Inc","Technology","Information Technology Services","USA",486.12,,38.31%,10.87%,4.67,-4.09%,,1.00,661.40
"GSRT","GSR III Acquisition Corp","Financial","Shell Companies","USA",311.54,77.00,54.46%,1.47%,0.39,-4.22%,,1.00,818.94
"UIS","Unisys Corp","Technology","Information Technology Services","USA",288.74,,80.90%,2.34%,2.06,-1.94%,-28.19%,1.67,746.72
"LMND","Lemonade Inc","Financial","Insurance - Property & Casualty","USA",4536.63,,53.66%,28.49%,6.50,34.09%,236.99%,3.50,2662.04
"TRIN","Trinity Capital Inc","Financial","Asset Management","USA",1162.29,7.41,25.77%,1.80%,1.56,16.57%,17.82%,1.75,766.36
"VVX","V2X Inc","Industrials","Aerospace & Defense","USA",1748.16,24.84,62.66%,2.28%,1.47,20.53%,7.24%,2.09,355.92
"TTE","TotalEnergies SE ADR","Energy","Oil & Gas Integrated","France",133693.82,10.84,7.13%,0.21%,3.32,-0.98%,-10.82%,1.00,1395.06
"ADMA","Adma Biologics Inc","Healthcare","Biotechnology","USA",3803.77,18.77,88.99%,6.50%,4.61,-10.80%,-17.49%,1.50,3247.53
