"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"MOB","Mobilicom Limited ADR","Industrials","Aerospace & Defense","Israel",39.19,,16.63%,23.33%,2.50,198.90%,639.09%,1.00,450.65
"FLNC","Fluence Energy Inc","Utilities","Utilities - Renewable","USA",1444.54,,63.64%,21.87%,3.45,42.10%,-64.01%,2.90,4812.26
"TNGX","Tango Therapeutics Inc","Healthcare","Biotechnology","USA",868.38,,73.26%,38.50%,12.45,62.60%,-18.78%,1.11,2039.70
"PDYN","Palladyne AI Corp","Technology","Software - Infrastructure","USA",324.32,,17.98%,23.79%,2.63,-13.23%,277.13%,2.00,2409.37
"BMBL","Bumble Inc","Communication Services","Internet Content & Information","USA",747.31,,72.57%,20.81%,3.12,36.86%,16.07%,3.00,3681.55
"NVTS","Navitas Semiconductor Corp","Technology","Semiconductors","USA",1435.27,,34.80%,26.39%,1.80,-3.79%,165.16%,2.67,23571.94
"BBAI","BigBear.ai Holdings Inc","Technology","Information Technology Services","USA",2318.75,,34.20%,20.12%,0.61,57.95%,295.89%,1.67,119667.35
"FLWS","1-800 Flowers.com Inc","Consumer Cyclical","Specialty Retail","USA",361.36,,54.55%,34.92%,17.76,10.08%,-27.55%,3.00,614.03
"PRME","Prime Medicine Inc","Healthcare","Biotechnology","USA",906.13,,22.11%,21.00%,4.43,182.50%,35.96%,1.67,4347.29
"MPW","Medical Properties Trust Inc","Real Estate","REIT - Healthcare Facilities","USA",3027.74,,58.09%,33.54%,18.20,13.96%,-20.68%,3.30,9138.19
"RXRX","Recursion Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2142.89,,53.77%,37.26%,5.14,-3.52%,-25.86%,2.50,24119.07
"KULR","KULR Technology Group Inc","Technology","Electronic Components","USA",195.68,,19.89%,21.63%,3.06,-30.79%,113.19%,1.00,2578.42
"EVGO","EVgo Inc","Consumer Cyclical","Specialty Retail","USA",1439.09,,66.96%,21.58%,6.41,8.09%,7.59%,1.55,4282.86
"IRBT","Irobot Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",137.07,,44.01%,27.19%,4.22,41.42%,-39.81%,3.00,1842.13
"OMER","Omeros Corporation","Healthcare","Biotechnology","USA",290.26,,42.86%,20.22%,11.79,32.45%,9.36%,2.00,1114.78
"ALT","Altimmune Inc","Healthcare","Biotechnology","USA",346.41,,42.97%,30.63%,4.90,-42.11%,-48.22%,1.60,5466.01
"DNUT","Krispy Kreme Inc","Consumer Defensive","Grocery Stores","USA",624.02,,46.66%,24.68%,2.70,36.52%,-70.10%,3.25,7891.48
"SPCE","Virgin Galactic Holdings Inc","Industrials","Aerospace & Defense","USA",189.76,,20.42%,20.13%,3.57,10.20%,-53.98%,3.00,3201.58
"NFE","New Fortress Energy Inc","Energy","Oil & Gas Midstream","USA",709.95,,70.54%,25.02%,3.07,16.05%,-79.48%,2.80,15075.23
"DDD","3D Systems Corp","Technology","Computer Hardware","USA",318.08,,51.26%,28.94%,8.01,68.71%,3.34%,2.50,4432.80
"VUZI","Vuzix Corporation","Technology","Consumer Electronics","USA",189.10,,31.01%,26.34%,10.93,-18.50%,120.27%,1.00,1539.84
"CRDF","Cardiff Oncology Inc","Healthcare","Biotechnology","USA",143.76,,37.77%,26.05%,8.47,-28.45%,-15.92%,1.25,1877.41
"PLUG","Plug Power Inc","Industrials","Electrical Equipment & Parts","USA",2420.78,,37.97%,32.41%,5.43,83.88%,6.41%,2.57,64306.60
"WTI","W & T Offshore Inc","Energy","Oil & Gas E&P","USA",268.50,,35.61%,20.80%,11.55,-23.30%,-11.27%,1.00,1759.18
"HUMA","Humacyte Inc","Healthcare","Biotechnology","USA",283.52,,36.77%,25.55%,7.96,-24.36%,-66.19%,1.43,4221.19
"SPWR","Complete Solaria Inc","Technology","Solar","USA",137.13,,19.68%,21.34%,12.19,1.85%,-33.20%,1.00,920.73
"ZYXI","Zynex Inc","Healthcare","Medical Distribution","USA",46.96,,18.12%,20.11%,12.26,-35.68%,-80.55%,2.33,291.93
"CHRS","Coherus Oncology Inc","Healthcare","Biotechnology","USA",177.33,,46.81%,30.21%,23.93,98.76%,45.30%,1.60,1334.31
"BLNK","Blink Charging Co","Industrials","Engineering & Construction","USA",149.22,,20.34%,20.13%,5.40,50.16%,-20.39%,2.00,3506.46
