"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ZIM","Zim Integrated Shipping Services Ltd","Industrials","Marine Shipping","Israel",2287.49,2.28,40.81%,19.86%,5.23,33.64%,-18.52%,3.62,4523.34
"PMEC","Primech Holdings Ltd","Industrials","Specialty Business Services","Singapore",41.50,,0.41%,0.26%,0.11,-27.76%,44.00%,,175.39
"ETHZ","ETHZilla Corp","Healthcare","Biotechnology","USA",225.97,,17.03%,21.94%,1.80,-64.56%,-53.68%,1.00,1324.06
"CTGO","Contango Ore Inc","Basic Materials","Gold","USA",332.65,,40.53%,3.42%,3.00,5.46%,15.66%,1.00,125.19
"ZJK","ZJK Industrial Co Ltd","Industrials","Specialty Industrial Machinery","China",207.47,50.67,0.34%,0.25%,0.15,-7.40%,-37.29%,,86.10
"STGW","Stagwell Inc","Communication Services","Advertising Agencies","USA",1409.06,72.87,38.75%,7.28%,3.17,0.16%,-28.89%,1.50,2385.33
"FUN","Six Flags Entertainment Corp","Consumer Cyclical","Leisure","USA",1484.28,,109.19%,17.64%,3.96,-38.36%,-67.71%,2.00,4410.21
"WRD","WeRide Inc. ADR","Technology","Software - Application","China",2708.05,,15.43%,2.54%,1.08,-12.00%,-54.07%,1.00,7238.35
"GLOB","Globant S.A","Technology","Information Technology Services","Luxembourg",2730.83,28.14,101.86%,15.82%,4.58,-8.58%,-72.16%,1.96,1482.86
"BTQ","BTQ Technologies Corp","Technology","Software - Infrastructure","Canada",955.00,,2.30%,3.01%,0.53,93.20%,3063.27%,1.00,5408.97
