"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"MAMK","MaxsMaking Inc","Industrials","Conglomerates","China",39.28,348.03,,10.15%,0.12,109.92%,,,155.11
"WKEY","WISeKey International Holding Ltd ADR","Technology","Semiconductors","Switzerland",20.84,,9.63%,,1.20,73.41%,398.56%,1.00,211.97
"ABTS","Abits Group Inc","Financial","Capital Markets","Hong Kong",21.04,,0.11%,2.66%,0.91,88.13%,25.39%,,38.79
"POET","POET Technologies Inc","Technology","Semiconductors","Canada",746.63,,7.51%,7.45%,1.03,40.20%,111.57%,1.00,6518.23
"OPRX","OptimizeRx Corp","Healthcare","Health Information Services","USA",402.49,,72.42%,10.24%,4.77,57.10%,260.73%,1.29,359.91
"NUVB","Nuvation Bio Inc","Healthcare","Biotechnology","USA",1664.87,,53.64%,34.21%,12.48,90.20%,101.24%,1.00,6344.40
"OUST","Ouster Inc","Technology","Electronic Components","USA",2069.93,,47.42%,10.52%,1.96,38.06%,327.21%,1.33,2808.70
"QUIK","Quicklogic Corp","Technology","Semiconductors","USA",115.32,,34.40%,6.92%,4.78,8.67%,-13.97%,1.00,212.79
"CMTL","Comtech Telecommunications Corp","Technology","Communication Equipment","USA",98.47,,37.17%,4.27%,6.67,46.29%,-10.67%,1.00,168.62
"CSIQ","Canadian Solar Inc","Technology","Solar","Canada",1004.58,,39.79%,20.55%,5.09,21.36%,18.11%,3.00,1830.67
"ANNX","Annexon Inc","Healthcare","Biotechnology","USA",352.74,,85.65%,10.65%,6.14,28.92%,-57.60%,1.00,1659.88
"ORGN","Origin Materials Inc","Basic Materials","Chemicals","USA",108.71,,11.09%,2.25%,2.43,-0.67%,-48.20%,1.00,1248.86
"TOON","Kartoon Studios Inc","Communication Services","Entertainment","USA",43.09,,13.07%,2.39%,4.45,8.15%,3.47%,1.00,265.12
"PACB","Pacific Biosciences of California Inc","Healthcare","Medical Devices","USA",606.75,,56.82%,12.96%,4.74,23.17%,12.22%,2.27,7272.71
"SLSR","Solaris Resources Inc","Basic Materials","Other Precious Metals & Mining","Canada",1027.71,,30.42%,1.67%,25.65,27.84%,168.40%,1.29,58.15
"BEEP","Mobile Infrastructure Corp","Industrials","Infrastructure Operations","USA",156.88,,102.02%,0.42%,2.79,-3.14%,19.35%,1.00,57.31
