"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ITP","IT Tech Packaging Inc","Basic Materials","Paper & Paper Products","China",4.39,,0.58%,22.97%,0.60,24.98%,6.24%,,6256.53
"IAUX","i-80 Gold Corp","Basic Materials","Gold","USA",774.09,,46.12%,4.22%,4.93,69.22%,-3.91%,,5974.46
"CLIR","ClearSign Technologies Corp","Industrials","Pollution & Treatment Controls","USA",52.36,,8.84%,0.77%,0.40,70.71%,17.42%,1.00,783.71
"CNTX","Context Therapeutics Inc","Healthcare","Biotechnology","USA",112.88,,42.54%,0.77%,1.55,75.50%,-41.22%,1.00,300.25
"TXMD","TherapeuticsMD Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",16.79,,28.11%,0.30%,0.20,25.00%,-4.61%,3.00,175.37
"MNOV","Medicinova Inc","Healthcare","Biotechnology","USA",73.57,,19.54%,0.26%,0.13,18.11%,-4.46%,1.00,922.93
"RDZN","Roadzen Inc","Technology","Software - Application","USA",117.00,,5.02%,1.53%,1.49,32.68%,57.18%,1.00,463.35
"IFRX","InflaRx N.V","Healthcare","Biotechnology","Germany",106.74,,24.64%,2.46%,0.66,94.85%,5.30%,1.38,2351.65
"YTRA","Yatra Online Inc","Consumer Cyclical","Travel Services","India",102.60,,39.81%,0.21%,0.57,33.06%,22.22%,1.00,169.62
"NAUT","Nautilus Biotechnology Inc","Healthcare","Biotechnology","USA",214.72,,27.01%,0.30%,0.39,137.70%,-36.09%,1.00,459.26
"RMCF","Rocky Mountain Chocolate Factory Inc","Consumer Defensive","Confectioners","USA",13.49,,42.93%,2.12%,0.39,20.89%,-33.72%,1.00,320.25
"LCTX","Lineage Cell Therapeutics Inc","Healthcare","Biotechnology","USA",430.71,,42.78%,14.62%,18.10,81.55%,106.58%,1.43,1755.45
"DSX","Diana Shipping Inc","Industrials","Marine Shipping","Greece",219.97,14.57,9.36%,0.86%,1.63,21.02%,-17.03%,2.00,338.33
"CCO","Clear Channel Outdoor Holdings Inc","Communication Services","Advertising Agencies","USA",986.81,,64.75%,4.60%,4.52,69.60%,24.02%,3.00,3765.41
"EGHT","8X8 Inc","Technology","Software - Application","USA",285.60,,75.82%,2.55%,4.95,5.64%,-30.17%,2.33,683.12
"WRN","Western Copper & Gold Corp","Basic Materials","Other Industrial Metals & Mining","Canada",433.55,,26.78%,0.97%,1.69,73.39%,86.15%,1.00,931.06
"RCT","RedCloud Holdings PLC","Technology","Software - Application","United Kingdom",95.97,,2.48%,0.29%,0.06,-0.46%,,1.00,1989.44
"SPRO","Spero Therapeutics Inc","Healthcare","Biotechnology","USA",142.38,,14.46%,0.78%,0.47,30.75%,93.13%,3.00,665.87
"GANX","Gain Therapeutics Inc","Healthcare","Biotechnology","USA",91.31,,10.67%,3.67%,1.70,63.87%,13.90%,1.00,747.50
"IH","iHuman Inc ADR","Consumer Defensive","Education & Training Services","China",64.92,10.17,0.84%,,0.15,6.67%,66.47%,1.00,17.42
"SPRU","Spruce Power Holding Corporation","Technology","Solar","USA",55.10,,14.89%,4.63%,4.11,117.61%,26.64%,,179.39
"BOF","BranchOut Food Inc","Consumer Defensive","Packaged Foods","USA",37.82,,3.48%,0.67%,0.05,47.25%,93.37%,,1194.90
"ITRG","Integra Resources Corp","Basic Materials","Other Precious Metals & Mining","Canada",542.49,58.90,39.25%,0.68%,0.49,92.22%,194.50%,1.17,2226.57
"AVIR","Atea Pharmaceuticals Inc","Healthcare","Biotechnology","USA",265.85,,63.24%,9.41%,17.04,-4.29%,-2.62%,2.00,355.12
"CURR","Currenc Group Inc","Technology","Software - Application","Singapore",258.30,,1.29%,1.38%,0.18,146.00%,76.81%,1.00,822.69
"CCLD","CareCloud Inc","Healthcare","Health Information Services","USA",145.42,84.28,15.63%,0.77%,0.50,34.51%,41.74%,2.00,552.41
"VFF","Village Farms International Inc","Consumer Defensive","Farm Products","USA",397.03,19.23,16.29%,5.27%,1.76,35.56%,297.36%,1.00,3006.47
"GGB","Gerdau S.A. ADR","Basic Materials","Steel","Brazil",4541.15,13.74,25.06%,1.89%,1.43,19.47%,0.28%,1.31,16621.74
"ACTG","Acacia Research Corp","Industrials","Business Equipment & Supplies","USA",353.04,73.64,87.58%,1.88%,9.38,6.40%,-21.79%,1.00,190.63
"BBD","Banco Bradesco S.A. ADR","Financial","Banks - Regional","Brazil",19379.95,10.36,20.99%,0.47%,0.53,22.74%,62.20%,2.33,46175.64
"THAR","Tharimmune Inc","Healthcare","Biotechnology","USA",28.83,,10.70%,2.73%,0.02,187.12%,55.97%,1.00,10835.43
"NRGV","Energy Vault Holdings Inc","Utilities","Utilities - Renewable","USA",624.77,,17.45%,10.50%,3.39,164.38%,105.32%,3.00,2801.05
"INVE","Identiv Inc","Industrials","Building Products & Equipment","USA",94.41,,51.11%,0.67%,3.42,7.57%,11.17%,1.00,38.52
"CRGO","Freightos Ltd","Industrials","Integrated Freight & Logistics","Israel",200.17,,19.94%,0.14%,0.56,19.05%,139.52%,1.00,86.21
"PGEN","Precigen Inc","Healthcare","Biotechnology","USA",1195.11,,30.55%,26.12%,3.45,109.99%,321.57%,1.67,9281.92
"SVRA","Savara Inc","Healthcare","Biotechnology","USA",820.07,,42.54%,16.77%,9.39,54.44%,3.73%,1.00,1547.12
"JLHL","Julong Holding Ltd","Industrials","Building Products & Equipment","China",89.30,,0.13%,0.51%,0.13,7.14%,,,48.63
"SY","So-Young International Inc ADR","Healthcare","Health Information Services","China",427.08,,8.38%,0.69%,0.45,-15.69%,388.41%,1.00,1360.59
"VZLA","Vizsla Silver Corp","Basic Materials","Other Industrial Metals & Mining","Canada",1483.06,,55.57%,5.52%,4.91,26.40%,110.25%,1.14,3615.03
"USAS","Americas Gold and Silver Corp","Basic Materials","Other Industrial Metals & Mining","Canada",1188.69,,33.78%,0.87%,0.74,73.53%,289.98%,1.00,2397.51
"ANIX","Anixa Biosciences Inc","Healthcare","Biotechnology","USA",143.52,,16.44%,1.61%,2.96,42.95%,20.44%,1.00,168.96
"BDTX","Black Diamond Therapeutics Inc","Healthcare","Biotechnology","USA",250.12,12.10,58.32%,13.88%,6.67,58.48%,38.05%,1.12,929.68
"CMPX","Compass Therapeutics Inc","Healthcare","Biotechnology","USA",782.59,,47.60%,12.05%,9.22,41.94%,139.13%,1.09,1666.07
"AGEN","Agenus Inc","Healthcare","Biotechnology","USA",141.48,,24.68%,6.43%,4.11,-2.20%,12.98%,1.67,473.31
"TE","T1 Energy Inc","Industrials","Electrical Equipment & Parts","USA",864.67,,50.65%,8.48%,1.70,238.10%,92.79%,1.00,6215.62
"IDAI","T Stamp Inc","Technology","Software - Application","USA",11.70,,22.35%,3.24%,0.11,59.17%,85.63%,1.00,585.58
"ATHA","Athira Pharma Inc","Healthcare","Biotechnology","USA",18.57,,44.05%,1.83%,2.22,20.77%,-37.20%,3.00,30.05
"CSAN","Cosan S.A ADR","Energy","Oil & Gas Refining & Marketing","Brazil",2332.65,,3.09%,0.84%,1.84,16.82%,-40.69%,2.11,2142.54
"RES","RPC, Inc","Energy","Oil & Gas Equipment & Services","USA",1217.57,25.08,42.71%,17.91%,11.87,19.74%,-10.82%,2.83,1468.95
"ONTF","ON24 Inc","Technology","Software - Application","USA",245.37,,73.62%,3.63%,9.76,10.90%,-10.91%,3.00,131.27
"LWLG","Lightwave Logic Inc","Basic Materials","Specialty Chemicals","USA",757.23,,19.00%,9.41%,5.55,170.83%,65.25%,,2163.55
"XWIN","XMax Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",243.56,,0.71%,2.42%,0.73,207.29%,502.04%,,1337.16
"IMPP","Imperial Petroleum Inc","Energy","Oil & Gas Midstream","Greece",207.28,5.54,16.20%,14.38%,6.58,98.29%,62.53%,1.00,437.23
"BODI","Beachbody Company Inc","Communication Services","Internet Content & Information","USA",42.12,,22.59%,5.49%,9.08,18.25%,-3.87%,1.67,21.52
"GRAB","Grab Holdings Limited","Technology","Software - Application","Singapore",24613.00,206.85,49.04%,7.63%,3.85,17.97%,41.45%,1.39,48749.93
"PROF","Profound Medical Corp","Healthcare","Medical Devices","Canada",192.02,,42.02%,2.84%,6.29,17.25%,-28.68%,1.20,126.20
"BBAI","BigBear.ai Holdings Inc","Technology","Information Technology Services","USA",2968.33,,30.43%,17.78%,0.69,17.04%,290.80%,1.67,110491.44
"SVM","Silvercorp Metals Inc","Basic Materials","Silver","Canada",1519.48,61.50,47.44%,9.32%,3.17,52.08%,51.42%,1.17,6182.18
"WYY","Widepoint Corp","Technology","Information Technology Services","USA",68.34,,14.36%,0.20%,0.20,85.41%,78.77%,1.00,78.82
"KMDA","Kamada Ltd","Healthcare","Drug Manufacturers - Specialty & Generic","Israel",410.05,21.57,19.75%,0.12%,0.61,-3.39%,19.23%,1.00,61.23
"SMHI","SEACOR Marine Holdings Inc","Industrials","Marine Shipping","USA",195.58,,44.81%,3.76%,10.89,14.35%,2.40%,2.00,79.30
"NGD","New Gold Inc","Basic Materials","Gold","Canada",5755.66,23.27,57.99%,2.15%,0.85,44.25%,156.89%,2.00,19045.72
"SLDP","Solid Power Inc","Consumer Cyclical","Auto Parts","USA",1411.66,,24.23%,11.77%,1.28,53.32%,526.27%,1.00,14229.63
"TOYO","TOYO Co Ltd","Technology","Solar","Japan",261.28,10.15,0.65%,2.28%,3.29,41.22%,179.25%,,50.06
"BIOA","BioAge Labs Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",272.85,,34.40%,3.10%,2.10,66.89%,-63.09%,3.00,329.36
"DSGN","Design Therapeutics Inc","Healthcare","Biotechnology","USA",444.32,,45.60%,6.13%,9.41,43.91%,34.72%,2.33,202.89
"MDXG","Mimedx Group Inc","Healthcare","Biotechnology","USA",1155.20,28.57,50.81%,4.12%,6.57,7.29%,4.84%,1.00,731.29
"TLS","Telos Corp","Technology","Software - Infrastructure","USA",575.81,,57.55%,2.21%,0.70,42.19%,73.30%,1.80,1585.65
