"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"OSCR","Oscar Health Inc","Healthcare","Healthcare Plans","USA",4364.64,,53.26%,17.77%,2.22,-3.45%,-3.00%,3.70,16813.89
"SSP","E.W. Scripps Co","Communication Services","Broadcasting","USA",393.39,,62.01%,5.21%,3.63,42.44%,134.39%,2.60,916.26
"CNC","Centene Corp","Healthcare","Healthcare Plans","USA",18761.24,,94.85%,2.99%,1.24,33.18%,-35.41%,2.78,11581.99
"DAL","Delta Air Lines, Inc","Industrials","Airlines","USA",39615.25,8.55,82.11%,2.64%,2.07,-0.78%,-4.67%,1.44,8313.50
"HPE","Hewlett Packard Enterprise Co","Technology","Communication Equipment","USA",27827.20,26.64,89.87%,3.56%,1.51,-6.27%,-0.42%,2.26,31025.10
"ULCC","Frontier Group Holdings Inc","Industrials","Airlines","USA",886.04,,44.95%,32.15%,6.86,-20.21%,-29.25%,2.92,3968.20
"ALK","Alaska Air Group Inc","Industrials","Airlines","USA",4670.86,32.31,89.34%,6.96%,2.43,-33.24%,-24.22%,1.31,3302.85
"AAL","American Airlines Group Inc","Industrials","Airlines","USA",8647.13,15.75,70.26%,10.72%,1.00,-0.38%,-9.41%,2.21,69892.97
"LUV","Southwest Airlines Co","Industrials","Airlines","USA",17210.92,50.72,100.15%,6.57%,3.70,-0.36%,4.75%,3.00,9060.24
"SBGI","Sinclair Inc","Communication Services","Broadcasting","USA",1105.88,,42.63%,8.43%,6.95,12.23%,-3.82%,2.67,478.45
"JBLU","Jetblue Airways Corp","Industrials","Airlines","USA",1531.22,,69.13%,22.47%,3.27,-20.86%,-30.30%,3.69,20237.28
