"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"LINK","Interlink Electronics","Technology","Electronic Components","USA",137.21,,1.30%,1.31%,0.33,156.64%,281.10%,1.00,65.88
"IMRX","Immuneering Corp","Healthcare","Biotechnology","USA",383.70,,9.21%,6.15%,1.96,205.63%,187.54%,1.00,934.93
"CNC","Centene Corp","Healthcare","Healthcare Plans","USA",17017.76,8.57,98.53%,4.01%,1.10,-35.25%,-54.17%,2.55,17614.37
"IQST","iQSTEL Inc","Communication Services","Telecom Services","USA",22.37,,3.94%,4.10%,1.48,-39.51%,-56.94%,1.00,91.34
"WS","Worthington Steel Inc","Basic Materials","Steel","USA",1728.08,15.34,49.75%,3.06%,3.61,29.36%,-5.72%,2.00,275.75
"CVE","Cenovus Energy Inc","Energy","Oil & Gas Integrated","Canada",32053.55,17.49,51.25%,6.86%,6.15,30.57%,4.09%,1.33,14090.54
"CNQ","Canadian Natural Resources Ltd","Energy","Oil & Gas E&P","Canada",68468.89,11.62,76.70%,5.09%,18.26,4.49%,-1.86%,1.65,5694.33
"LYB","LyondellBasell Industries NV","Basic Materials","Specialty Chemicals","United Kingdom",16523.08,67.39,73.96%,5.83%,3.25,-10.63%,-45.37%,2.71,4600.89
"CAG","Conagra Brands Inc","Consumer Defensive","Packaged Foods","USA",8847.02,7.71,93.92%,5.26%,2.17,-9.39%,-42.63%,2.95,11528.43
"TASK","TaskUs Inc","Technology","Information Technology Services","USA",1620.46,26.73,16.61%,1.07%,0.55,7.13%,42.76%,3.00,322.48
"AMLP","Alerian MLP ETF","Financial","Exchange Traded Fund","USA",,,,,2.14,-1.27%,0.53%,,1297.05
"BP","BP plc ADR","Energy","Oil & Gas Integrated","United Kingdom",90764.69,159.47,12.51%,0.56%,1.67,16.13%,7.87%,2.31,8600.77
"KMI","Kinder Morgan Inc","Energy","Oil & Gas Midstream","USA",61818.19,22.83,67.77%,1.93%,2.60,-1.73%,27.67%,1.90,14380.90
"CTRA","Coterra Energy Inc","Energy","Oil & Gas E&P","USA",18124.58,11.38,94.04%,3.85%,4.43,-8.90%,0.38%,1.59,6532.51
"GIS","General Mills, Inc","Consumer Defensive","Packaged Foods","USA",27262.92,9.68,86.50%,6.19%,5.26,0.85%,-31.41%,2.87,6258.21
"NBY","Novabay Pharmaceuticals Inc","Healthcare","Biotechnology","USA",12.58,,21.27%,39.84%,0.27,276.57%,191.89%,1.00,6856.28
"MDLZ","Mondelez International Inc","Consumer Defensive","Confectioners","USA",83317.15,23.51,85.39%,1.96%,3.33,-4.30%,-13.31%,1.79,7591.82
"EPD","Enterprise Products Partners L P","Energy","Oil & Gas Midstream","USA",68638.35,11.84,25.13%,2.16%,7.85,3.09%,8.12%,1.86,3967.10
"O","Realty Income Corp","Real Estate","REIT - Retail","USA",54840.31,58.52,79.18%,3.83%,6.46,5.08%,-2.29%,2.50,5411.33
"CHMG","Chemung Financial Corp","Financial","Banks - Regional","USA",254.21,22.37,43.96%,0.78%,1.96,13.21%,8.89%,2.00,13.99
"PR","Permian Resources Corp","Energy","Oil & Gas E&P","USA",11384.75,8.88,84.38%,7.88%,4.18,-0.29%,-1.65%,1.12,11701.40
"SLB","Schlumberger Ltd","Energy","Oil & Gas Equipment & Services","USA",51694.86,11.86,79.43%,2.57%,2.33,4.31%,-18.39%,1.41,16419.53
"LMNR","Limoneira Co","Consumer Defensive","Farm Products","USA",270.36,,58.08%,1.69%,4.60,-0.33%,-45.76%,1.67,60.20
"CIVI","Civitas Resources Inc","Energy","Oil & Gas E&P","USA",3086.50,4.21,101.14%,12.17%,3.97,17.16%,-38.67%,2.05,2552.06
"KEY","Keycorp","Financial","Banks - Regional","USA",20581.61,,90.13%,3.61%,1.44,11.93%,9.64%,2.12,27393.78
"JEPI","JPMorgan Equity Premium Income ETF","Financial","Exchange Traded Fund","USA",,,,,1.17,0.92%,-3.84%,,4267.24
"CBFV","CB Financial Services Inc","Financial","Banks - Regional","USA",169.06,15.79,44.00%,2.80%,4.96,22.95%,24.21%,2.33,25.68
"BKU","BankUnited Inc","Financial","Banks - Regional","USA",2885.91,11.27,104.43%,2.91%,2.84,10.64%,4.64%,2.64,762.75
