"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CHR","Cheer Holding Inc","Communication Services","Advertising Agencies","China",3.75,0.10,11.09%,3.96%,0.03,-88.05%,-92.69%,,14678.61
"GPUS","Hyperscale Data Inc","Industrials","Aerospace & Defense","USA",79.93,,0.05%,3.44%,0.10,-37.95%,-93.85%,,64963.30
"ZDAI","DirectBooking Technology Co Ltd","Industrials","Engineering & Construction","Hong Kong",14.21,,0.49%,0.23%,0.02,-0.50%,-96.26%,,2117.15
"NVVE","Nuvve Holding Corp","Consumer Cyclical","Specialty Retail","USA",4.96,,4.17%,4.27%,0.30,-52.86%,-93.15%,1.00,2646.06
"ZETA","Zeta Global Holdings Corp","Technology","Software - Infrastructure","USA",4551.98,,66.52%,13.18%,2.94,-2.34%,-31.44%,1.46,8699.15
"ASST","Strive Inc","Financial","Asset Management","USA",781.60,,58.87%,,0.26,-59.45%,66.07%,,51152.19
"U","Unity Software Inc","Technology","Software - Application","USA",16888.04,,67.63%,6.47%,1.89,19.06%,91.89%,2.19,11453.54
"TOST","Toast Inc","Technology","Software - Infrastructure","USA",22340.56,88.07,77.34%,5.75%,3.12,-15.98%,23.69%,1.91,8495.07
"MTCH","Match Group Inc","Communication Services","Internet Content & Information","USA",7987.45,15.48,109.75%,3.85%,2.18,-8.68%,-6.99%,2.42,4209.94
"PBR","Petroleo Brasileiro S.A. Petrobras ADR","Energy","Oil & Gas Integrated","Brazil",45228.75,5.73,16.58%,0.76%,1.20,-5.75%,-2.38%,1.71,23443.69
