"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ATGE","Adtalem Global Education Inc","Consumer Defensive","Education & Training Services","USA",3541.31,14.63,97.92%,2.54%,1.98,-18.24%,22.31%,1.25,452.27
"NNNN","Anbio Biotechnology","Healthcare","Medical Instruments & Supplies","Germany",2090.74,239.77,0.07%,0.31%,1.86,-68.45%,,,66.94
"ADEA","Adeia Inc","Technology","Software - Application","USA",1450.23,20.37,96.51%,2.56%,4.60,-3.77%,6.34%,1.25,591.83
"ALVO","Alvotech","Healthcare","Drug Manufacturers - Specialty & Generic","Luxembourg",1502.99,23.73,5.89%,1.52%,3.42,-41.00%,-61.75%,1.33,485.81
"LRN","Stride Inc","Consumer Defensive","Education & Training Services","USA",3194.22,11.24,109.12%,10.47%,3.06,-49.44%,-22.00%,1.86,1453.97
"UTZ","Utz Brands Inc","Consumer Defensive","Packaged Foods","USA",1478.51,164.02,93.19%,9.14%,6.74,-20.45%,-40.30%,1.64,959.60
"IMST","Bitwise MSTR Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.55,-50.38%,,,31.35
"OPRA","Opera Ltd ADR","Communication Services","Internet Content & Information","Norway",1244.79,15.43,15.62%,2.65%,2.55,-14.69%,-22.69%,1.00,919.90
"ICOI","Bitwise COIN Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.55,-34.64%,,,65.83
"OFS","OFS Capital Corp","Financial","Asset Management","USA",69.66,21.57,32.65%,1.29%,2.54,-37.12%,-35.57%,3.00,67.58
"ADTX","Aditxt Inc","Healthcare","Biotechnology","USA",2.66,,0.79%,0.14%,0.09,-96.16%,-99.96%,1.00,74.86
"META","Meta Platforms Inc","Communication Services","Internet Content & Information","USA",1607970.63,28.18,67.82%,1.13%,1.78,-16.27%,12.47%,1.47,13789.08
"UDMY","Udemy Inc","Consumer Defensive","Education & Training Services","USA",792.63,,48.17%,6.37%,2.73,-24.16%,-32.65%,1.80,1911.61
"SOC","Sable Offshore Corp","Energy","Oil & Gas Drilling","USA",596.05,,60.37%,26.25%,4.05,-79.37%,-72.92%,1.00,4849.42
"FBY","YieldMax META Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.72,-21.98%,-31.09%,,189.83
"FMC","FMC Corp","Basic Materials","Agricultural Inputs","USA",1698.91,,94.56%,8.16%,3.06,-62.73%,-78.46%,2.52,3303.30
"WLKP","Westlake Chemical Partners LP","Basic Materials","Chemicals","USA",660.10,13.43,29.03%,0.38%,1.41,-14.72%,-16.20%,2.00,55.57
"FFIV","F5 Inc","Technology","Software - Infrastructure","USA",14034.58,20.70,104.04%,4.52%,3.81,-22.99%,5.21%,2.94,676.31
