"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"APVO","Aptevo Therapeutics Inc","Healthcare","Biotechnology","USA",6.58,,22.27%,3.41%,0.02,-61.03%,-99.18%,1.00,4254.44
"RAYA","Erayak Power Solution Group Inc","Industrials","Electrical Equipment & Parts","China",11.35,,0.07%,71.54%,0.39,-97.12%,-92.49%,,57044.90
"GPUS","Hyperscale Data Inc","Industrials","Aerospace & Defense","USA",14.43,,0.35%,3.47%,0.10,-68.55%,-93.01%,1.00,9022.14
"DVLT","Datavault AI Inc","Technology","Software - Infrastructure","USA",48.71,,4.86%,21.00%,1.15,-43.63%,-76.81%,1.00,5918.42
"HUMA","Humacyte Inc","Healthcare","Biotechnology","USA",283.17,,36.77%,25.55%,7.96,-24.46%,-66.23%,1.43,4221.19
"NFE","New Fortress Energy Inc","Energy","Oil & Gas Midstream","USA",707.11,,70.54%,25.02%,3.07,15.58%,-79.56%,2.80,15075.23
"CONL","GraniteShares 2x Long COIN Daily ETF","Financial","Exchange Traded Fund","USA",,,,,1.16,17.54%,89.37%,,7416.99
"VKTX","Viking Therapeutics Inc","Healthcare","Biotechnology","USA",2917.38,,68.15%,24.45%,4.41,-1.27%,-61.33%,1.12,6054.25
"MSTX","Defiance Daily Target 2x Long MSTR ETF","Financial","Exchange Traded Fund","USA",,,,,0.98,-24.55%,76.38%,,6378.25
"MSTU","T-Rex 2X Long MSTR Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,0.91,-23.27%,,,39574.58
"AKRO","Akero Therapeutics Inc","Healthcare","Biotechnology","USA",3703.49,,107.13%,12.57%,7.73,-15.66%,72.95%,1.00,1149.60
"EVTL","Vertical Aerospace Ltd","Industrials","Aerospace & Defense","United Kingdom",511.86,,8.28%,3.02%,1.57,-11.80%,-42.91%,1.29,1642.60
"SMU","Tradr 2X Long SMR Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.01,,,,691.76
"ICHR","Ichor Holdings Ltd","Technology","Semiconductor Equipment & Materials","USA",615.48,,97.39%,6.28%,2.59,2.69%,-36.71%,1.86,806.64
"XRX","Xerox Holdings Corp","Technology","Information Technology Services","USA",499.64,,98.59%,19.38%,5.35,-26.47%,-62.47%,3.67,4206.39
"TNDM","Tandem Diabetes Care Inc","Healthcare","Medical Devices","USA",888.88,,120.80%,9.95%,3.19,-35.53%,-69.19%,2.38,2087.71
"NVDL","GraniteShares 2x Long NVDA Daily ETF","Financial","Exchange Traded Fund","USA",,,,,1.03,40.56%,55.61%,,12420.50
"ENVX","Enovix Corporation","Industrials","Electrical Equipment & Parts","USA",1965.02,,46.24%,27.98%,5.38,17.59%,2.30%,1.36,8721.73
"NNOX","Nano X Imaging Ltd","Healthcare","Medical Devices","Israel",266.21,,19.69%,10.70%,5.71,-17.33%,-33.31%,1.00,1188.70
"FLNC","Fluence Energy Inc","Utilities","Utilities - Renewable","USA",1444.54,,63.64%,21.87%,3.45,42.10%,-64.01%,2.90,4812.26
"MSTR","Strategy Inc","Technology","Software - Application","USA",99130.41,30.78,49.75%,8.61%,1.98,-5.26%,159.87%,1.50,11453.46
"SMR","NuScale Power Corporation","Industrials","Specialty Industrial Machinery","USA",10813.92,,67.14%,33.60%,2.70,-3.06%,292.15%,2.31,13305.00
"AI","C3.ai Inc","Technology","Software - Infrastructure","USA",2481.98,,49.94%,27.27%,3.88,-25.48%,-22.66%,3.38,8792.06
"ASPI","ASP Isotopes Inc","Basic Materials","Chemicals","USA",836.87,,50.68%,21.24%,3.52,16.58%,222.87%,1.00,4392.02
"SMCX","Defiance Daily Target 2x Long SMCI ETF","Financial","Exchange Traded Fund","USA",,,,,1.16,-14.53%,-80.72%,,2300.79
"SAP","Sap SE ADR","Technology","Software - Application","Germany",314989.36,44.76,6.21%,0.17%,1.23,-6.67%,20.96%,1.62,1622.41
"PUMP","ProPetro Holding Corp","Energy","Oil & Gas Equipment & Services","USA",512.76,,85.71%,15.08%,5.50,-25.84%,-35.19%,2.33,2171.29
"LBRT","Liberty Energy Inc","Energy","Oil & Gas Equipment & Services","USA",1806.62,8.57,96.55%,5.71%,2.40,-15.04%,-44.34%,2.31,3706.55
"FIP","FTAI Infrastructure Inc","Industrials","Conglomerates","USA",563.36,,81.32%,11.93%,5.88,-24.81%,-47.65%,1.00,2153.34
"INTU","Intuit Inc","Technology","Software - Application","USA",188833.22,49.40,87.34%,1.75%,2.62,-10.27%,4.80%,1.58,1816.87
