"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ABL","Abacus Global Management Inc","Financial","Insurance - Life","USA",541.88,,27.72%,14.89%,7.15,-3.11%,-34.58%,1.00,763.74
"KOP","Koppers Holdings Inc","Basic Materials","Specialty Chemicals","USA",576.68,41.05,93.58%,3.26%,3.55,3.17%,-16.71%,1.00,171.77
"NKTR","Nektar Therapeutics","Healthcare","Biotechnology","USA",1084.05,,49.81%,9.31%,1.71,153.67%,171.43%,1.67,1011.62
"CON","Concentra Group Holdings Parent Inc","Healthcare","Medical Care Facilities","USA",2463.45,16.47,85.62%,3.91%,4.69,-10.52%,-1.89%,1.00,961.38
"HUN","Huntsman Corp","Basic Materials","Chemicals","USA",1318.78,,91.31%,10.86%,3.67,-16.23%,-63.40%,2.94,4842.52
"OUT","Outfront Media Inc","Real Estate","REIT - Specialty","USA",2993.32,29.55,103.88%,10.96%,11.05,6.04%,0.73%,2.14,1456.63
"SWBI","Smith & Wesson Brands Inc","Industrials","Aerospace & Defense","USA",391.54,32.57,53.46%,7.19%,3.76,9.83%,-37.00%,1.67,825.91
"LPG","Dorian LPG Ltd","Energy","Oil & Gas Midstream","USA",1174.09,23.95,63.28%,3.88%,2.81,-7.59%,7.96%,1.29,503.87
"TU","Telus Corp","Communication Services","Telecom Services","Canada",22652.76,32.21,58.68%,2.73%,11.02,-7.88%,-5.58%,2.32,3802.62
"DVN","Devon Energy Corp","Energy","Oil & Gas E&P","USA",20745.26,7.69,75.54%,2.67%,2.20,-0.58%,-16.93%,1.67,7307.29
"HRL","Hormel Foods Corp","Consumer Defensive","Packaged Foods","USA",12028.47,15.95,44.40%,5.15%,3.31,-23.48%,-29.68%,2.62,4521.41
"MO","Altria Group Inc","Consumer Defensive","Tobacco","USA",96674.69,10.99,62.94%,2.12%,4.30,-12.30%,6.27%,2.75,8287.88
"CNA","CNA Financial Corp","Financial","Insurance - Property & Casualty","USA",12023.01,12.13,99.43%,0.68%,4.24,-6.13%,-2.44%,3.33,428.78
"APA","APA Corporation","Energy","Oil & Gas E&P","USA",8497.43,5.72,98.52%,10.48%,4.95,19.23%,0.76%,2.97,7445.91
"KHC","Kraft Heinz Co","Consumer Defensive","Packaged Foods","USA",28206.51,,89.02%,4.64%,3.52,-13.12%,-28.89%,2.87,15549.67
"STRW","Strawberry Fields Reit Inc","Real Estate","REIT - Healthcare Facilities","USA",150.71,19.29,24.74%,1.31%,2.82,15.08%,-8.81%,1.29,30.93
"IAG","Iamgold Corp","Basic Materials","Gold","Canada",6947.21,20.34,64.54%,2.49%,0.98,60.00%,126.64%,1.62,14106.96
"VZ","Verizon Communications Inc","Communication Services","Telecom Services","USA",168446.19,8.52,67.84%,2.31%,4.14,-7.48%,-3.17%,2.36,23528.15
"PR","Permian Resources Corp","Energy","Oil & Gas E&P","USA",10646.35,11.74,81.40%,5.03%,2.85,-1.19%,-7.60%,1.12,12073.77
"SLB","SLB Ltd","Energy","Oil & Gas Equipment & Services","USA",54408.69,14.07,83.40%,2.49%,2.29,12.51%,-10.18%,1.34,16183.97
"FNF","Fidelity National Financial Inc","Financial","Insurance - Specialty","USA",14838.77,13.84,81.77%,1.28%,2.87,-6.62%,-8.20%,1.80,1141.67
"O","Realty Income Corp","Real Estate","REIT - Retail","USA",51541.12,52.69,79.49%,,7.10,-1.77%,-4.03%,2.54,5457.59
