"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ZTEK","Zentek Ltd","Healthcare","Medical Instruments & Supplies","Canada",90.47,,1.63%,0.09%,0.29,-25.51%,20.00%,,295.40
"FNLC","First Bancorp Inc (ME)","Financial","Banks - Regional","USA",299.10,10.29,43.54%,0.52%,2.29,5.25%,1.64%,,22.03
"GEO","Geo Group, Inc","Industrials","Security & Protection Services","USA",2998.41,32.99,90.24%,8.23%,3.61,-10.91%,67.07%,1.00,3062.51
"CNP","Centerpoint Energy Inc","Utilities","Utilities - Regulated Electric","USA",25318.09,27.03,100.38%,5.15%,6.51,6.63%,35.22%,2.47,5136.84
"AEO","American Eagle Outfitters Inc","Consumer Cyclical","Apparel Retail","USA",3049.79,17.34,94.33%,20.60%,2.20,82.29%,-12.10%,3.25,14595.52
"IVZ","Invesco Ltd","Financial","Asset Management","USA",10085.47,24.29,92.42%,3.05%,2.37,44.04%,28.86%,2.67,5696.65
"M","Macy's Inc","Consumer Cyclical","Department Stores","USA",4635.75,9.81,90.34%,9.71%,2.92,52.11%,14.57%,2.93,8856.84
"NI","NiSource Inc","Utilities","Utilities - Regulated Gas","USA",19888.92,22.44,97.52%,2.25%,2.39,5.68%,23.33%,2.00,4417.59
"BEP","Brookfield Renewable Partners LP","Utilities","Utilities - Renewable","Bermuda",7314.30,,37.73%,0.44%,2.81,0.66%,-5.47%,1.79,438.26
"BEPC","Brookfield Renewable Corp","Utilities","Utilities - Renewable","USA",6167.34,,56.17%,3.11%,5.44,4.70%,8.57%,1.80,827.09
"JHG","Janus Henderson Group plc","Financial","Asset Management","United Kingdom",6997.20,16.91,92.13%,1.97%,2.80,15.80%,15.98%,2.60,1086.31
"DAL","Delta Air Lines, Inc","Industrials","Airlines","USA",37355.17,8.30,81.46%,3.34%,2.42,15.37%,19.69%,1.48,8969.32
"BAC","Bank Of America Corp","Financial","Banks - Diversified","USA",387198.18,15.31,75.23%,1.41%,2.71,10.94%,32.51%,1.68,38439.04
"SM","SM Energy Co","Energy","Oil & Gas E&P","USA",3163.15,3.89,100.53%,9.28%,5.30,9.63%,-35.25%,2.24,1977.74
"T","AT&T, Inc","Communication Services","Telecom Services","USA",203857.50,16.25,66.31%,1.27%,2.91,1.53%,32.05%,1.97,31298.22
"EPD","Enterprise Products Partners L P","Energy","Oil & Gas Midstream","USA",68768.27,11.87,25.13%,2.27%,8.27,2.25%,7.62%,1.86,3971.45
"ENB","Enbridge Inc","Energy","Oil & Gas Midstream","Canada",108829.75,24.55,52.90%,0.96%,5.76,11.46%,22.15%,2.33,3634.62
"VICI","VICI Properties Inc","Real Estate","REIT - Diversified","USA",34374.43,12.33,102.26%,2.29%,3.28,-0.14%,-2.67%,1.39,7403.28
"SCHD","Schwab US Dividend Equity ETF","Financial","Exchange Traded Fund","USA",,,,,0.15,2.86%,-4.26%,,16130.56
"FFBC","First Financial Bancorp","Financial","Banks - Regional","USA",2483.86,10.39,80.04%,2.11%,4.29,6.53%,3.22%,2.33,465.78
"WMB","Williams Cos Inc","Energy","Oil & Gas Midstream","USA",77691.30,32.10,88.10%,1.08%,1.81,1.52%,38.21%,1.92,7252.00
"FULT","Fulton Financial Corp","Financial","Banks - Regional","USA",3439.95,11.07,76.90%,1.62%,1.77,4.42%,4.77%,2.71,1648.24
"FCF","First Commonwealth Financial Corp","Financial","Banks - Regional","USA",1818.97,13.31,77.74%,2.15%,3.57,6.42%,3.88%,2.00,616.35
"STAA","Staar Surgical Co","Healthcare","Medical Instruments & Supplies","USA",1333.35,,109.23%,7.89%,2.49,58.57%,-16.91%,3.00,1562.19
"EBC","Eastern Bankshares Inc","Financial","Banks - Regional","USA",3859.46,,69.59%,3.83%,4.58,19.99%,12.38%,1.40,1624.37
"DJD","Invesco Dow Jones Industrial Average Dividend ETF","Financial","Exchange Traded Fund","USA",,,,,1.03,3.49%,4.96%,,23.68
"FBIZ","First Business Financial Services Inc","Financial","Banks - Regional","USA",428.78,9.17,64.65%,0.97%,1.81,1.19%,16.47%,1.20,40.53
"ADM","Archer Daniels Midland Co","Consumer Defensive","Farm Products","USA",29391.46,26.92,83.78%,2.03%,2.75,17.69%,0.73%,2.93,3509.82
"GM","General Motors Company","Consumer Cyclical","Auto Manufacturers","USA",57771.99,9.62,86.25%,1.99%,2.28,22.14%,26.23%,2.03,8313.08
"HONE","HarborOne Bancorp Inc","Financial","Banks - Regional","USA",589.11,21.07,62.82%,1.82%,2.77,17.67%,7.57%,2.00,247.14
"WSBC","Wesbanco, Inc","Financial","Banks - Regional","USA",3085.11,19.32,72.64%,1.43%,2.28,1.48%,8.65%,1.86,590.38
