"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"RMCO","Royalty Management Holding Corp","Financial","Asset Management","USA",52.42,,1.56%,1.10%,0.65,151.59%,245.63%,1.00,105.72
"BOSC","B.O.S. Better Online Solutions","Technology","Communication Equipment","Israel",40.82,12.87,21.50%,1.97%,1.20,35.52%,122.97%,1.00,89.76
"CSIQ","Canadian Solar Inc","Technology","Solar","Canada",1524.95,,39.79%,20.55%,4.21,89.75%,61.03%,3.18,2211.30
"VTGN","Vistagen Therapeutics Inc","Healthcare","Biotechnology","USA",130.08,,55.60%,4.83%,2.43,45.21%,37.22%,1.00,550.92
"FRGE","Forge Global Holdings Inc","Financial","Capital Markets","USA",316.95,,24.88%,2.22%,1.90,-3.51%,29.46%,1.80,108.29
"HYMC","Hycroft Mining Holding Corporation","Basic Materials","Gold","USA",652.58,,9.62%,4.12%,1.76,116.67%,222.40%,,1226.71
"TSLR","GraniteShares 2x Long TSLA Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.57,112.89%,87.42%,,2403.75
"DERM","Journey Medical Corp","Healthcare","Drug Manufacturers - Specialty & Generic","USA",224.16,,25.14%,17.29%,11.12,18.17%,48.82%,1.00,158.96
"LQDA","Liquidia Corp","Healthcare","Biotechnology","USA",2171.23,,67.26%,26.23%,6.58,25.66%,129.06%,1.44,2709.70
"MTLS","Materialise Nv ADR","Technology","Software - Application","Belgium",389.86,79.04,13.69%,0.48%,1.84,30.69%,6.97%,1.33,153.85
