"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"TRUE","Truecar Inc","Communication Services","Internet Content & Information","USA",209.60,,62.37%,1.17%,2.03,21.54%,-35.60%,3.00,391.49
"XCH","XCHG Ltd ADR","Industrials","Specialty Industrial Machinery","Germany",77.75,,0.39%,0.01%,0.00,45.04%,-85.60%,,637.06
"FIG","Figma Inc","Technology","Software - Application","USA",31322.16,340.17,0.02%,31.11%,1.02,,,2.27,13250.89
"LUMN","Lumen Technologies Inc","Communication Services","Telecom Services","USA",7403.61,,70.91%,5.52%,3.52,64.35%,16.37%,2.86,14777.21
"KYIV","Kyivstar Group Ltd","Communication Services","Telecom Services","United Arab Emirates",3056.26,105.52,8.07%,7.70%,1.29,17.32%,,1.00,1064.95
"SOTK","Sono-Tek Corp","Technology","Scientific & Technical Instruments","USA",66.46,44.06,42.07%,0.16%,1.06,17.04%,1.82%,2.00,18.57
"RMCF","Rocky Mountain Chocolate Factory Inc","Consumer Defensive","Confectioners","USA",12.67,,42.78%,3.52%,0.66,-13.10%,-24.42%,1.00,307.06
"RAIN","Rain Enhancement Technologies Holdco Inc","Industrials","Pollution & Treatment Controls","USA",37.18,,10.89%,1.63%,3.06,31.56%,-56.21%,,13.06
"TBLA","Taboola.com Ltd","Communication Services","Internet Content & Information","USA",924.28,84.88,18.29%,5.63%,5.52,-12.99%,-6.74%,1.86,1189.73
"WOOF","Petco Health and Wellness Co Inc","Consumer Cyclical","Specialty Retail","USA",1004.73,,56.92%,15.05%,5.57,20.71%,-30.25%,2.92,3664.48
"COUR","Coursera Inc","Consumer Defensive","Education & Training Services","USA",1686.34,,68.87%,4.19%,1.73,19.23%,36.26%,2.07,3313.03
"LGIH","LGI Homes Inc","Consumer Cyclical","Residential Construction","USA",1071.78,7.01,92.04%,15.45%,7.67,-11.12%,-58.53%,2.67,406.10
"MAT","Mattel, Inc","Consumer Cyclical","Leisure","USA",5745.95,11.50,100.98%,2.72%,2.17,-8.50%,-7.21%,1.56,4006.50
