"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"AFCG","Advanced Flower Capital Inc","Real Estate","REIT - Mortgage","USA",103.94,,27.64%,8.68%,5.93,4.31%,-55.51%,2.60,244.32
"MGNI","Magnite Inc","Communication Services","Advertising Agencies","USA",3317.90,82.89,103.90%,10.45%,4.67,27.81%,65.48%,1.25,3110.77
"CENX","Century Aluminum Co","Basic Materials","Aluminum","USA",2454.81,23.66,60.93%,11.73%,3.94,46.03%,92.82%,1.00,1532.97
"ZION","Zions Bancorporation N.A","Financial","Banks - Regional","USA",8408.65,10.39,79.14%,4.30%,4.29,20.47%,22.52%,2.77,1458.07
"KDP","Keurig Dr Pepper Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",36800.01,24.04,92.60%,2.46%,2.18,-17.58%,-27.97%,1.86,14607.57
"SD","Sandridge Energy Inc","Energy","Oil & Gas E&P","USA",432.94,5.77,59.73%,3.96%,4.06,-0.42%,0.17%,1.00,305.62
"BROS","Dutch Bros Inc","Consumer Cyclical","Restaurants","USA",9797.06,126.46,81.59%,9.47%,3.52,-13.62%,75.10%,1.32,3296.33
"BAC","Bank Of America Corp","Financial","Banks - Diversified","USA",376482.54,14.89,75.39%,1.32%,2.53,14.92%,31.51%,1.64,38622.98
"CCL","Carnival Corp","Consumer Cyclical","Travel Services","USA",40615.26,16.96,63.63%,4.92%,2.52,34.45%,81.34%,1.67,21008.57
"LTM","LATAM Airlines Group S.A. ADR","Industrials","Airlines","Chile",13910.48,12.47,24.89%,0.49%,1.03,30.03%,89.33%,1.18,1265.91
"CUK","Carnival plc ADR","Consumer Cyclical","Travel Services","United Kingdom",4123.68,15.35,27.18%,0.85%,0.64,34.41%,81.42%,1.69,1919.95
"ONON","On Holding AG","Consumer Cyclical","Footwear & Accessories","Switzerland",14076.79,94.45,58.51%,6.54%,2.38,-17.23%,-11.35%,1.43,6158.38
"IQST","iQSTEL Inc","Communication Services","Telecom Services","USA",21.83,,3.94%,4.10%,1.38,-40.04%,-59.12%,1.00,97.81
"RIVN","Rivian Automotive Inc","Consumer Cyclical","Auto Manufacturers","USA",17400.64,,41.76%,20.38%,3.91,7.09%,6.22%,2.59,39496.07
"TTD","Trade Desk Inc","Communication Services","Advertising Agencies","USA",21959.35,54.15,73.87%,8.21%,2.37,-33.60%,-57.65%,2.07,15322.59
