"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CJET","Chijet Motor Company Inc","Consumer Cyclical","Auto Manufacturers","Cayman Islands",3.96,,0.37%,4.32%,0.02,-90.14%,-89.28%,,36292.46
"DXYZ","Destiny Tech100 Inc","Financial","Asset Management","USA",297.24,14.93,4.07%,17.37%,3.36,-26.50%,167.84%,,505.69
"EZGO","EZGO Technologies Ltd","Consumer Cyclical","Recreational Vehicles","China",1.00,,3.27%,13.43%,0.14,-46.56%,-86.65%,,5231.68
"HCTI","Healthcare Triangle Inc","Healthcare","Health Information Services","USA",18.64,,1.06%,17.17%,0.76,-48.47%,-97.21%,1.00,1324.40
"GPUS","Hyperscale Data Inc","Industrials","Aerospace & Defense","USA",13.81,,0.35%,4.24%,0.06,-62.61%,-93.46%,1.00,20309.08
"BTM","Bitcoin Depot Inc","Financial","Capital Markets","USA",254.62,,17.10%,9.92%,2.10,-32.49%,135.22%,1.00,1089.87
"MASK","3 E Network Technology Group Ltd","Technology","Software - Application","China",7.08,3.68,11.97%,,0.03,-72.76%,,,886.33
"JYD","Jayud Global Logistics Ltd","Industrials","Integrated Freight & Logistics","China",20.67,,0.13%,0.03%,0.01,-21.66%,-81.45%,,2063.66
"NVVE","Nuvve Holding Corp","Consumer Cyclical","Specialty Retail","USA",5.20,,1.84%,2.60%,0.19,-74.35%,-95.25%,1.00,2601.41
"MSTU","T-Rex 2X Long MSTR Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,1.07,-40.09%,15.41%,,42514.19
"MSTX","Defiance Daily Target 2x Long MSTR ETF","Financial","Exchange Traded Fund","USA",,,,,0.87,-40.81%,1.61%,,6736.70
"INTS","Intensity Therapeutics Inc","Healthcare","Biotechnology","USA",12.93,,4.03%,0.58%,0.06,-12.17%,-93.12%,1.50,4349.78
"SPRY","ARS Pharmaceuticals Inc","Healthcare","Biotechnology","USA",1074.24,,62.76%,36.98%,9.86,-35.10%,-24.09%,1.00,2188.70
"BURU","Nuburu Inc","Industrials","Specialty Industrial Machinery","USA",21.22,,0.56%,5.57%,0.32,-59.82%,-68.15%,,22719.48
"GEO","Geo Group, Inc","Industrials","Security & Protection Services","USA",3088.28,33.98,90.23%,8.23%,3.73,-11.41%,71.68%,1.00,2967.90
"ENVX","Enovix Corporation","Industrials","Electrical Equipment & Parts","USA",2061.35,,46.24%,32.44%,6.32,-5.71%,9.85%,1.36,8608.07
"NKE","Nike, Inc","Consumer Cyclical","Footwear & Accessories","USA",108065.04,37.53,66.99%,3.06%,2.80,-4.22%,-18.19%,2.16,12744.53
"MSTR","Strategy Inc","Technology","Software - Application","USA",95426.82,29.63,49.95%,8.04%,1.82,-16.34%,90.98%,1.50,11653.18
"RDW","Redwire Corporation","Industrials","Aerospace & Defense","USA",1324.45,,21.51%,12.84%,2.56,-41.06%,28.78%,1.56,5111.37
"RXRX","Recursion Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2168.97,,53.77%,39.66%,5.15,-4.22%,-28.51%,2.50,25627.92
