"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"DOW","Dow Inc","Basic Materials","Chemicals","USA",16087.22,,68.96%,3.99%,1.86,-15.94%,-57.54%,2.80,15139.73
"VOXR","Vox Royalty Corp","Basic Materials","Other Precious Metals & Mining","Canada",201.08,,56.98%,2.03%,1.68,26.64%,33.94%,1.00,522.15
"TROX","Tronox Holdings plc","Basic Materials","Chemicals","USA",622.21,,74.41%,11.31%,3.09,-30.41%,-71.39%,2.20,4274.78
"UNCY","Unicycive Therapeutics Inc","Healthcare","Biotechnology","USA",66.40,,37.32%,9.89%,2.44,-44.71%,-14.04%,1.00,618.51
"VFC","VF Corp","Consumer Cyclical","Apparel Manufacturing","USA",5643.31,66.52,94.41%,9.00%,3.84,22.02%,-22.95%,2.83,8567.28
"ACT","Enact Holdings Inc","Financial","Insurance - Specialty","USA",5726.17,8.82,21.55%,9.48%,8.41,5.55%,8.01%,2.57,369.11
"QMCO","Quantum Corp","Technology","Computer Hardware","USA",128.53,,6.79%,15.04%,1.36,6.75%,194.21%,3.00,1370.72
"CYTK","Cytokinetics Inc","Healthcare","Biotechnology","USA",5735.76,,114.15%,12.18%,6.97,44.56%,-8.97%,1.43,2046.46
"NX","Quanex Building Products Corp","Industrials","Building Products & Equipment","USA",620.22,,102.48%,4.43%,3.79,-29.84%,-50.79%,1.00,530.14
"KBR","KBR Inc","Industrials","Engineering & Construction","USA",6063.29,16.06,100.32%,3.20%,2.89,-2.37%,-27.24%,1.78,1404.66
"LNTH","Lantheus Holdings Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",3503.74,13.69,115.69%,11.20%,4.52,-36.77%,-53.89%,1.31,1646.10
