"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"HIMS","Hims & Hers Health Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",13350.98,73.93,77.82%,35.04%,2.38,18.16%,216.05%,2.82,29897.58
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",5698.62,38.26,62.06%,15.47%,2.50,144.12%,360.75%,1.00,5790.57
"NVMI","Nova Ltd","Technology","Semiconductor Equipment & Materials","Israel",9848.54,45.70,78.84%,6.90%,5.09,21.06%,54.46%,1.38,399.36
"KLAC","KLA Corp","Technology","Semiconductor Equipment & Materials","USA",142875.90,35.62,90.76%,2.57%,3.40,15.54%,34.71%,2.30,997.55
"BOOT","Boot Barn Holdings Inc","Consumer Cyclical","Apparel Retail","USA",5799.46,29.94,115.96%,11.85%,6.34,12.23%,19.10%,1.33,567.48
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",6462.13,26.19,61.91%,20.92%,2.12,77.12%,165.47%,1.38,26728.36
"AMAT","Applied Materials Inc","Technology","Semiconductor Equipment & Materials","USA",180696.36,27.04,80.54%,2.48%,2.40,17.82%,10.61%,1.86,8206.56
"LRCX","Lam Research Corp","Technology","Semiconductor Equipment & Materials","USA",180806.80,34.48,86.06%,2.37%,2.51,42.26%,72.98%,1.71,11829.35
"BLBD","Blue Bird Corp","Industrials","Farm & Heavy Construction Machinery","USA",1835.58,16.53,109.18%,14.55%,8.08,35.07%,31.12%,1.38,562.30
"MU","Micron Technology Inc","Technology","Semiconductors","USA",214626.72,25.22,80.50%,1.98%,0.95,68.82%,78.83%,1.45,23307.56
"ITRI","Itron Inc","Technology","Scientific & Technical Instruments","USA",6079.62,22.71,113.41%,7.97%,5.48,-2.66%,22.79%,1.50,656.01
"XPEL","XPEL Inc","Consumer Cyclical","Auto Parts","USA",961.90,19.79,73.18%,9.07%,10.10,-0.66%,-19.67%,1.00,225.22
"YETI","YETI Holdings Inc","Consumer Cyclical","Leisure","USA",2802.64,16.46,105.09%,10.36%,4.11,-1.70%,-17.92%,2.41,2028.92
"BLD","TopBuild Corp","Industrials","Engineering & Construction","USA",12529.52,21.94,104.58%,4.78%,3.54,22.63%,15.06%,1.57,377.07
"NSSC","NAPCO Security Technologies Inc","Industrials","Security & Protection Services","USA",1553.05,36.60,90.79%,7.48%,6.99,41.19%,10.55%,1.33,364.98
"IBP","Installed Building Products Inc","Consumer Cyclical","Residential Construction","USA",7093.66,28.87,105.60%,10.55%,4.93,35.37%,9.87%,2.92,496.38
"GBX","Greenbrier Cos., Inc","Industrials","Railroads","USA",1414.05,6.43,102.65%,7.86%,6.69,-8.52%,-11.95%,2.50,352.10
"RL","Ralph Lauren Corp","Consumer Cyclical","Apparel Manufacturing","USA",19356.00,25.50,64.55%,2.84%,1.68,11.59%,58.23%,1.70,635.36
"AYI","Acuity Inc","Industrials","Electrical Equipment & Parts","USA",11160.23,29.07,95.90%,1.68%,1.74,25.12%,18.24%,2.00,293.98
