"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"SKYX","SKYX Platforms Corp","Industrials","Electrical Equipment & Parts","USA",206.62,,12.86%,3.67%,4.81,80.20%,51.67%,1.00,523.19
"ETHZ","ETHZilla Corp","Healthcare","Biotechnology","USA",382.01,,12.15%,14.31%,0.93,-33.91%,-40.13%,1.00,1727.88
"CDZI","Cadiz Inc","Utilities","Utilities - Regulated Water","USA",473.25,,40.48%,11.47%,7.92,89.80%,87.95%,1.00,749.61
"COYA","Coya Therapeutics Inc","Healthcare","Biotechnology","USA",111.34,,26.81%,1.81%,2.06,13.37%,-32.85%,1.00,136.47
"MVBF","MVB Financial Corp","Financial","Banks - Regional","USA",340.69,20.63,56.80%,1.76%,4.73,17.89%,32.74%,1.25,42.95
"FSBW","FS Bancorp Inc","Financial","Banks - Regional","USA",301.80,9.70,64.28%,1.13%,4.64,0.36%,-10.70%,2.33,15.90
"CARR","Carrier Global Corp","Industrials","Building Products & Equipment","USA",50457.14,23.66,86.04%,1.62%,2.21,-13.06%,-18.67%,2.00,5865.86
"KBH","KB Home","Consumer Cyclical","Residential Construction","USA",4147.86,8.99,103.83%,10.89%,5.05,16.11%,-18.58%,3.12,1340.86
"XFOR","X4 Pharmaceuticals Inc","Healthcare","Biotechnology","USA",84.97,,34.07%,9.70%,0.45,113.84%,-73.96%,1.00,3991.43
"JHX","James Hardie Industries plc","Basic Materials","Building Materials","Ireland",12794.09,28.80,29.20%,3.40%,2.54,-18.00%,-34.66%,2.16,7698.29
"FHN","First Horizon Corporation","Financial","Banks - Regional","USA",10699.15,12.74,89.06%,3.11%,1.22,-3.96%,20.55%,2.10,12811.82
"INDI","Indie Semiconductor Inc","Technology","Semiconductor Equipment & Materials","USA",1208.41,,87.11%,28.49%,12.47,44.07%,63.45%,1.00,4417.62
