"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"POWI","Power Integrations Inc","Technology","Semiconductors","USA",2420.52,73.27,101.11%,4.54%,3.96,-20.17%,-31.71%,1.40,630.10
"TRON","Tron Inc","Consumer Cyclical","Leisure","USA",1046.83,,1.17%,7.61%,2.17,-38.54%,446.30%,,4052.07
"SUPV","Grupo Supervielle S.A. ADR","Financial","Banks - Regional","Argentina",514.29,8.89,23.92%,4.79%,1.93,-35.54%,-13.11%,1.00,1965.28
"BBAR","BBVA Argentina ADR","Financial","Banks - Regional","Argentina",2036.27,6.54,8.44%,0.38%,0.71,-33.88%,-14.74%,1.50,1084.84
"SMMT","Summit Therapeutics Inc","Healthcare","Biotechnology","USA",17029.42,,13.28%,32.15%,9.67,-5.87%,21.32%,1.62,3717.52
"DLTR","Dollar Tree Inc","Consumer Defensive","Discount Stores","USA",18885.38,,106.88%,9.36%,4.52,-13.10%,32.97%,2.33,4214.62
"AIYY","YieldMax AI Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,2.71,-37.75%,-71.30%,,2034.96
"STAK","Stak Inc","Energy","Oil & Gas Equipment & Services","USA",,,,,0.31,-49.69%,,,1101.86
"YPF","YPF ADR","Energy","Oil & Gas Integrated","Argentina",10873.64,8.87,8.52%,2.35%,4.06,-12.53%,17.21%,1.67,2270.90
"PSEC","Prospect Capital Corp","Financial","Asset Management","USA",1285.31,,14.55%,10.95%,10.71,-16.01%,-45.60%,5.00,3773.95
"ATON","AlphaTON Capital Corp","Financial","Asset Management","United Kingdom",14.91,,0.90%,2.35%,0.03,14.34%,-5.22%,3.00,737.96
"GGAL","Grupo Financiero Galicia ADR","Financial","Banks - Regional","Argentina",4539.45,4.83,24.05%,4.95%,2.61,-27.81%,-26.45%,1.33,2514.91
"DG","Dollar General Corp","Consumer Defensive","Discount Stores","USA",22422.20,18.84,94.42%,3.95%,2.85,-10.02%,22.94%,2.41,3038.02
"KDP","Keurig Dr Pepper Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",35889.86,23.44,92.63%,1.95%,1.53,-19.30%,-27.06%,1.95,16483.61
