"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"RYDE","Ryde Group Ltd","Technology","Software - Application","Singapore",22.90,,0.58%,0.53%,0.05,45.09%,-13.54%,1.00,1819.04
"KLTO","Klotho Neurosciences Inc","Healthcare","Biotechnology","USA",46.19,,1.25%,6.54%,0.63,-51.71%,26.53%,,2359.00
"TOON","Kartoon Studios Inc","Communication Services","Entertainment","USA",37.65,,14.40%,2.54%,5.06,10.29%,-0.06%,1.00,225.01
"RVP","Retractable Technologies Inc","Healthcare","Medical Instruments & Supplies","USA",28.89,,6.98%,0.18%,0.25,43.97%,27.16%,,86.02
"ACET","Adicet Bio Inc","Healthcare","Biotechnology","USA",151.15,,23.22%,3.95%,4.49,24.85%,-29.04%,1.25,1065.33
"IAUX","i-80 Gold Corp","Basic Materials","Gold","USA",845.09,,43.08%,4.71%,6.00,77.45%,0.00%,,5470.27
"APLT","Applied Therapeutics Inc","Healthcare","Biotechnology","USA",168.07,,61.16%,8.99%,2.49,148.37%,-86.38%,2.25,4534.88
"CLPS","CLPS Inc","Technology","Information Technology Services","Hong Kong",32.85,,0.06%,0.05%,0.55,18.00%,-8.76%,,9.70
"COSM","Cosmos Health Inc","Healthcare","Medical Distribution","Greece",37.53,,3.24%,0.99%,0.21,164.48%,68.08%,1.00,1053.69
"LUCD","Lucid Diagnostics Inc","Healthcare","Medical Devices","USA",169.48,,14.84%,10.51%,4.39,8.33%,57.65%,1.00,1215.93
"GLBS","Globus Maritime Ltd","Industrials","Marine Shipping","Greece",26.76,,12.21%,3.31%,4.12,13.54%,-28.57%,1.00,121.41
"SKYX","SKYX Platforms Corp","Industrials","Electrical Equipment & Parts","USA",151.37,,12.76%,4.06%,6.45,28.10%,1.13%,1.00,431.63
"TOP","TOP Financial Group Limited","Financial","Capital Markets","Singapore",36.95,,0.58%,3.29%,0.15,11.89%,-34.06%,,837.20
"RDZN","Roadzen Inc","Technology","Software - Application","USA",104.15,,5.30%,0.98%,1.11,30.48%,52.22%,1.00,398.13
"MVIS","Microvision Inc","Technology","Scientific & Technical Instruments","USA",416.83,,27.93%,17.35%,7.97,0.36%,7.36%,1.00,6442.66
"PMVP","PMV Pharmaceuticals Inc","Healthcare","Biotechnology","USA",75.77,,65.14%,1.66%,0.67,7.51%,-4.03%,1.00,1123.62
"LAB","Standard BioTools Inc","Healthcare","Medical Devices","USA",548.16,,74.16%,3.30%,9.40,14.80%,-24.07%,2.33,1281.39
"LXRX","Lexicon Pharmaceuticals Inc","Healthcare","Biotechnology","USA",541.46,,23.95%,14.94%,10.26,10.37%,-11.83%,1.80,2659.96
"PACB","Pacific Biosciences of California Inc","Healthcare","Medical Devices","USA",507.45,,56.84%,14.26%,5.33,21.54%,-14.68%,2.27,7124.68
"IVVD","Invivyd Inc","Healthcare","Biotechnology","USA",370.93,,49.21%,3.81%,0.98,139.71%,69.61%,1.00,6609.32
"GRWG","GrowGeneration Corp","Consumer Cyclical","Specialty Retail","USA",104.57,,32.50%,2.65%,2.07,79.83%,-14.66%,2.33,692.51
