"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"NOK","Nokia Corp ADR","Technology","Communication Equipment","Finland",42939.81,44.34,10.33%,0.78%,1.40,88.81%,61.67%,2.18,30997.26
"RMCO","Royalty Management Holding Corp","Financial","Asset Management","USA",47.86,,1.56%,1.10%,0.67,133.81%,245.41%,1.00,102.76
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",5730.49,38.48,66.96%,15.80%,2.28,173.98%,254.80%,1.00,6488.73
"INTC","Intel Corp","Technology","Semiconductors","USA",197339.58,3039.89,62.60%,2.75%,0.92,107.74%,89.14%,3.16,126439.09
"NB","NioCorp Developments Ltd","Basic Materials","Other Industrial Metals & Mining","USA",875.29,,16.37%,10.57%,1.35,188.01%,306.51%,1.00,8191.89
"NNE","Nano Nuclear Energy Inc","Industrials","Specialty Industrial Machinery","USA",2325.07,,28.06%,34.20%,2.80,28.28%,151.60%,1.50,3993.08
"RGTI","Rigetti Computing Inc","Technology","Computer Hardware","USA",13550.11,,38.35%,13.09%,0.54,194.99%,3383.33%,1.00,76589.15
"QBTS","D-Wave Quantum Inc","Technology","Computer Hardware","USA",12281.88,,49.43%,13.95%,0.87,110.49%,3050.00%,1.00,52278.73
"DJT","Trump Media & Technology Group Corp","Communication Services","Internet Content & Information","USA",4523.12,,19.21%,11.87%,2.39,-8.13%,-53.29%,,6390.98
"QUBT","Quantum Computing Inc","Technology","Computer Hardware","USA",2989.95,,34.35%,23.94%,1.12,8.62%,1354.55%,1.50,32489.45
"BAM","Brookfield Asset Management Ltd","Financial","Asset Management","USA",89044.78,37.26,21.76%,3.51%,7.89,-11.21%,5.12%,2.44,1856.09
"IONQ","IonQ Inc","Technology","Computer Hardware","USA",21933.13,,37.85%,14.47%,1.74,58.30%,301.85%,1.67,27365.90
"MDLZ","Mondelez International Inc","Consumer Defensive","Confectioners","USA",80100.66,22.61,85.58%,1.88%,3.28,-4.91%,-11.50%,1.86,7416.33
"BTC","Grayscale Bitcoin Mini Trust ETF","Financial","Exchange Traded Fund","USA",,,,,0.15,-1.51%,68.28%,,1485.95
"AREC","American Resources Corporation","Basic Materials","Coking Coal","USA",347.49,,17.25%,18.75%,1.62,237.75%,249.99%,1.00,6885.84
