"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"AMBR","Amber International Holding Ltd. ADR","Technology","Software - Infrastructure","Singapore",213.51,,0.68%,3.31%,1.54,-36.50%,-42.49%,1.00,154.77
"SUPX","SuperX AI Technology Ltd","Technology","Software - Infrastructure","Singapore",727.20,,9.95%,10.97%,1.40,-40.19%,435.45%,,305.31
"DFDV","DeFi Development Corp","Technology","Software - Infrastructure","USA",234.88,2.99,19.46%,36.01%,2.24,-54.58%,1264.68%,1.00,2030.65
"PRGO","Perrigo Company plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland",1846.91,,107.72%,8.67%,4.59,-43.52%,-52.19%,2.20,2581.84
"FCX","Freeport-McMoRan Inc","Basic Materials","Copper","USA",60524.48,29.64,85.43%,1.57%,1.19,-4.83%,-2.86%,1.68,18759.94
"SKYE","Skye Bioscience Inc","Healthcare","Biotechnology","USA",41.99,,25.59%,7.90%,1.90,-62.36%,-68.20%,1.50,810.56
"ARE","Alexandria Real Estate Equities Inc","Real Estate","REIT - Office","USA",9258.24,,96.91%,3.30%,2.56,-34.54%,-50.54%,2.67,2202.94
"PZZA","Papa John's International, Inc","Consumer Cyclical","Restaurants","USA",1372.56,36.92,112.03%,13.13%,2.49,-12.19%,-16.15%,2.28,1707.86
"HELE","Helen of Troy Ltd","Consumer Defensive","Household & Personal Products","Bermuda",438.93,,100.42%,12.74%,3.31,-21.60%,-72.74%,2.60,870.76
"PRMB","Primo Brands Corp","Consumer Defensive","Beverages - Non-Alcoholic","USA",5787.56,,74.58%,5.77%,2.15,-37.53%,-45.95%,1.47,6711.69
"FLY","Firefly Aerospace Inc","Industrials","Aerospace & Defense","USA",2775.73,,14.50%,2.94%,1.38,-63.03%,,1.33,1920.64
"OWLS","OBOOK Holdings Inc","Technology","Software - Infrastructure","Taiwan",628.38,,,0.87%,0.69,,,,214.84
